Neural_n,Neural_l,Neural_p,MSC_n,MSC_l,MSC_p,Fibroblast_n,Fibroblast_l,Fibroblast_p,Megakaryocyte_n,Megakaryocyte_l,Megakaryocyte_p,Myeloid_n,Myeloid_l,Myeloid_p
IMPA2,-24.184273,0.34434267084986103,AC079807.4,0.0,1.0,CD163,-22.849941,0.5870499060549575,IMPDH1,-1.0626391,0.685716003202386,POMZP3,-22.81991,0.22831741633575028
MAOB,-23.380476,0.34434267084986103,RP11-115D19.1,0.0,1.0,ADCK1,-22.685583,0.5870499060549575,RPL22L1,-0.5505269,0.6859039040123323,CALHM2,-23.924463,0.22820613033464657
STON1,-23.975536,0.34434267084986103,SNCA-AS1,0.0,1.0,NCOA6,-22.37564,0.5870499060549575,RIF1,-1.0417877,0.6839045831635486,PIKFYVE,-23.92579,0.22799357030579592
RP11-596C23.2,-24.221283,0.34434267084986103,STRN,0.0,1.0,INCENP,-22.480513,0.5870499060549575,ADARB1,-0.9430583,0.6821717323619851,RHOH,-24.223858,0.22798701313876546
SCAI,-24.221283,0.34434267084986103,TRMT10A,0.0,1.0,KLHL8,-22.86561,0.5870499060549575,MZB1,-0.92600965,0.6821717323619851,SIRT6,-23.475948,0.22790712472326294
NUDT18,-23.972105,0.34434267084986103,SLC30A6,0.0,1.0,LINC00630,-22.59368,0.5870499060549575,NUDT16,-1.0733465,0.6754230139314419,LMBR1L,-23.633656,0.22790712472326294
MAPK10,-24.52806,0.34434267084986103,CLIP4,0.0,1.0,ZNF771,-22.672289,0.5870499060549575,BLOC1S1,-0.4486662,0.6759860491594823,PTGDR,-23.148882,0.22788754292291397
BCL2,-24.165596,0.34434267084986103,ZNF513,0.0,1.0,ST7L,-21.859041,0.5870499060549575,PWP1,-1.1436889,0.6711394197900644,MBNL3,-24.132824,0.22782947189050598
LHFPL2,-23.506884,0.34434267084986103,GALNTL6,0.0,1.0,SPATA2,-22.437916,0.5870499060549575,PKD1,-0.97484964,0.6698173492700956,PAPD7,-24.175024,0.22777626128024672
C7orf49,-1.4496601,0.34434267084986103,RP11-286E11.1,0.0,1.0,RP11-413H22.2,-22.86561,0.5870499060549575,RSBN1L,-0.9937255,0.669527758450717,C3orf58,-1.637883,0.23626155849258582
GOLGA8B,-24.348244,0.34434267084986103,SLC5A6,0.0,1.0,FAM102B,-21.859041,0.5870499060549575,UBE2G1,-1.0281532,0.6693057371478838,AHCY,-24.150517,0.22767622290502942
AASDH,-24.322279,0.34434267084986103,NUDT6,0.0,1.0,NCOA5,-22.37564,0.5870499060549575,TRIM22,-0.9667229,0.6685242996178193,SMCR5,-23.901505,0.22747976076284263
PLAA,-23.911055,0.34434267084986103,GAREM2,0.0,1.0,C16orf70,-22.797606,0.5870499060549575,RNF40,-0.8494113,0.6663469965791993,KLHDC4,-23.608433,0.22747976076284263
HGSNAT,-23.44279,0.34434267084986103,DNAJC27,0.0,1.0,GS1-124K5.11,-22.86561,0.5870499060549575,BRD9,-1.1400095,0.6655493658242343,FMR1,-24.512476,0.22746826999277137
P2RX4,-24.342688,0.34434267084986103,P2RY10,0.0,1.0,SESN2,-22.794266,0.5870499060549575,LYPLA2,-0.8432978,0.6648956882452508,KCTD3,-23.963625,0.22746826999277137
NOL6,-23.51329,0.34434267084986103,E2F6,0.0,1.0,DDX19A,-22.760214,0.5870499060549575,SAMM50,-1.0811853,0.664858843152484,EP400,-24.131807,0.22717517266412446
DTX4,-23.512125,0.34434267084986103,C2orf48,0.0,1.0,NOL9,-22.37564,0.5870499060549575,LEPROT,-0.5604445,0.6655269971513907,ZNF749,-24.181118,0.22717517266412446
PTCD2,-24.443445,0.34434267084986103,RP11-254F7.4,0.0,1.0,DNAAF1,-22.798443,0.5870499060549575,P4HTM,-1.0983626,0.6621950001768422,WDR12,-23.872252,0.22717517266412446
TCTA,-1.9546368,0.34434267084986103,MFSD8,0.0,1.0,MFHAS1,-22.685583,0.5870499060549575,DNAJB9,-0.8129459,0.6612028173393057,TAF2,-23.908796,0.22717517266412446
MYO19,-24.208212,0.34434267084986103,ABHD18,0.0,1.0,IGLV3-10,-23.69869,0.5870499060549575,ATF3,-0.977226,0.6610454578051949,GPATCH2L,-24.19292,0.22717517266412446
ABR,-23.705843,0.34434267084986103,NRIR,0.0,1.0,CYP2R1,-21.859041,0.5870499060549575,WDR43,-1.1133298,0.6596888646126648,CPD,-23.795282,0.22717517266412446
FBXL7,-23.705843,0.34434267084986103,EXO1,0.0,1.0,TMEM241,-22.587502,0.5870499060549575,BCL6,-0.9793997,0.6604465198866208,CD14,-23.961746,0.22717517266412446
SLC4A7,-23.705843,0.34434267084986103,GSTA4,0.0,1.0,SENP1,-22.59368,0.5870499060549575,XPA,-1.0714301,0.6590928272072029,SPC25,-23.802345,0.22717517266412446
ZNF316,-24.448769,0.34434267084986103,AC008079.10,0.0,1.0,MED23,-22.672289,0.5870499060549575,UBE2A,-0.6317324,0.6585676994935497,KDM4C,-24.140173,0.22710866705491844
PICK1,-23.789799,0.34434267084986103,RGMA,0.0,1.0,LINC00937,-22.37564,0.5870499060549575,FGFR1OP2,-0.5684658,0.6575507912121185,C11orf1,-23.545425,0.22710866705491844
ZFP62,-23.707802,0.34434267084986103,MAP3K14,0.0,1.0,NPIPB11,-22.647106,0.5870499060549575,RNASEH2C,-0.53356004,0.6560907505952209,KLHL3,-23.772326,0.22710866705491844
MYBBP1A,-23.707802,0.34434267084986103,TANC2,0.0,1.0,ZNF12,-22.797606,0.5870499060549575,DENR,-1.0610838,0.6553522758192403,ITPRIPL2,-23.672619,0.22710866705491844
CLEC16A,-24.516436,0.34434267084986103,ATXN7L1,0.0,1.0,SLC35B4,-22.825846,0.5870499060549575,MARS,-0.83809215,0.6546659253971477,PAQR8,-23.79802,0.22710866705491844
POFUT2,-24.332294,0.34434267084986103,METTL2A,0.0,1.0,AMBRA1,-22.849941,0.5870499060549575,RELA,-0.87461776,0.6527285223177123,KLHL20,-23.925297,0.22701147463083232
DVL3,-24.513218,0.34434267084986103,INTS2,0.0,1.0,SLC39A11,-22.37564,0.5870499060549575,COX7B,-0.4474139,0.6536466095849139,NAA16,-24.080149,0.22700191297721775
MAST2,-24.354225,0.34434267084986103,EPS8L2,0.0,1.0,GZF1,-22.672289,0.5870499060549575,RAD51C,-1.1481404,0.651587976095909,WDR73,-23.792614,0.22692038293142053
HNRNPU-AS1,-24.376614,0.34434267084986103,DUS4L,0.0,1.0,CCZ1B,-22.37564,0.5870499060549575,HERPUD1,-0.7570804,0.6526583312063254,ITM2B,-1.1686133,0.23972372074216627
DXO,-23.770584,0.34434267084986103,PRR11,0.0,1.0,RINT1,-22.650457,0.5870499060549575,GNB2,-0.5279839,0.6520416370244687,ATP13A2,-24.013657,0.22681470036138685
CENPP,-24.259413,0.34434267084986103,TEX14,0.0,1.0,GMEB2,-22.786816,0.5870499060549575,RPP21,-1.1153504,0.6504039699301173,FEN1,-24.292963,0.2259179510273427
AC002117.1,-24.393148,0.34434267084986103,RP11-390E23.6,0.0,1.0,METTL2B,-22.437916,0.5870499060549575,ALOX12-AS1,-1.1297101,0.6504039699301173,NAA15,-24.445984,0.22582249658949757
FAAH,-24.375996,0.34434267084986103,RP11-159D12.2,0.0,1.0,ZNF776,-22.685583,0.5870499060549575,WDR13,-0.8207782,0.6504039699301173,CRHBP,-23.851593,0.22582249658949757
RP11-87C12.2,-22.957457,0.34434267084986103,ORC5,0.0,1.0,AC104389.16,-22.516014,0.5870499060549575,ERI3,-0.701516,0.6504039699301173,MMRN1,-22.790464,0.22582249658949757
UGGT2,-24.511625,0.34434267084986103,EFCAB13,0.0,1.0,BECN1,-22.849941,0.5870499060549575,NRP1,-1.0058535,0.6492917267923954,ADAMTS6,-24.134289,0.22579196128687437
SERPINE1,-24.55669,0.34434267084986103,LRRC37A2,0.0,1.0,GLMP,-22.37564,0.5870499060549575,POLR2C,-1.1260151,0.6459528609878256,AC004069.2,-22.791555,0.22579196128687437
PPIL3,-24.197527,0.34434267084986103,CTD-2020K17.1,0.0,1.0,EID2,-22.37564,0.5870499060549575,EIF5B,-0.5719584,0.6462769264576169,ZSCAN26,-23.841438,0.22579196128687437
ZC2HC1A,-24.073826,0.34434267084986103,GH1,0.0,1.0,ZNF674-AS1,-22.616365,0.5870499060549575,CTSL,-0.7732043,0.6446810793703389,ZNF217,-23.979897,0.22572069808699272
KLRD1,-24.519634,0.34434267084986103,RAMP2-AS1,0.0,1.0,KRBOX4,-22.797606,0.5870499060549575,SMAD2,-0.82248497,0.6393943758664195,FYTTD1,-24.003542,0.22559139560728628
SLC25A25,-23.718092,0.34434267084986103,CCR7,0.0,1.0,GLCCI1,-22.37564,0.5870499060549575,URI1,-1.1064726,0.6389384016603634,KPNA3,-24.051598,0.22541216991170043
CNOT10,-24.270702,0.34434267084986103,NR1D1,0.0,1.0,C19orf47,-21.859041,0.5870499060549575,TMEM165,-0.6614792,0.638149649167585,DCAF16,-24.189611,0.22535479731500282
UNC93B1,-23.544846,0.34434267084986103,RP11-634H22.1,0.0,1.0,CCBL1,-22.777826,0.5870499060549575,EXOSC9,-1.1375631,0.635708448730548,PPFIA2,-24.168718,0.22535479731500282
SLC10A7,-24.322168,0.34434267084986103,LINC00672,0.0,1.0,C9orf69,-22.80858,0.5870499060549575,COX7A1,-1.0152673,0.6358465423897969,PTPN14,-24.183489,0.22535479731500282
NFKB1,-24.463228,0.34434267084986103,ADCK2,0.0,1.0,SGPP1,-22.650457,0.5870499060549575,MT-ND6,-0.85028726,0.6355345857166977,USP32,-24.134533,0.22535479731500282
KIAA1841,-24.248589,0.34434267084986103,SERAC1,0.0,1.0,ALG11,-22.672289,0.5870499060549575,GTF2B,-0.6713502,0.6352219553220065,PTRH2,-23.897806,0.22535479731500282
IL15RA,-23.48842,0.34434267084986103,BLMH,0.0,1.0,HMMR,-22.516014,0.5870499060549575,DDX17,-0.5752825,0.6342425849092942,WDR37,-24.184006,0.22532185651488826
DCAF5,-24.317787,0.34434267084986103,NEK8,0.0,1.0,FAM71D,-22.672289,0.5870499060549575,PARP12,-1.0582776,0.6326406682227366,BMPR2,-23.880045,0.2252344151687538
ADPRHL2,-22.920704,0.34434267084986103,SGK494,0.0,1.0,PIGA,-22.80858,0.5870499060549575,DNAJC10,-1.1253805,0.6326210453140158,ECSCR.1,-23.618864,0.225180277793841
ACAD8,-22.920704,0.34434267084986103,RP11-192H23.6,0.0,1.0,METAP1D,-22.672289,0.5870499060549575,XRN2,-1.0368494,0.6326406682227366,CSE1L,-23.993153,0.22515872901510373
TAF9B,-22.920704,0.34434267084986103,MTRNR2L1,0.0,1.0,EFCAB11,-21.859041,0.5870499060549575,SHARPIN,-0.72339404,0.6326406682227366,HIF1AN,-23.699131,0.22515872901510373
DGAT1,-23.887583,0.34434267084986103,FLJ35934,0.0,1.0,ZNF605,-22.685583,0.5870499060549575,TARS,-1.1602055,0.6318474539591149,NCR3,-23.936275,0.22497143760871763
FBXO11,-24.153902,0.34434267084986103,MAP3K3,0.0,1.0,ACSL1,-22.650457,0.5870499060549575,STX18,-1.2739419,0.6312829431699185,TULP4,-23.984713,0.22483661377484115
MRPL38,-24.242813,0.34434267084986103,PRR29-AS1,0.0,1.0,AQR,-22.760214,0.5870499060549575,CR1L,-0.69539666,0.6308367129532645,ENSA,-1.6252241,0.233469827083577
ITGB2-AS1,-24.058783,0.34434267084986103,AGK,0.0,1.0,SLC4A1AP,-22.59368,0.5870499060549575,MAML1,-1.1262014,0.6285671206929901,CD38,-24.286375,0.22472178187513156
CEP85L,-24.295347,0.34434267084986103,ZSCAN21,0.0,1.0,RP4-548D19.3,-22.516014,0.5870499060549575,ANKRD10,-1.024895,0.6294510831867837,ZNF383,-24.13865,0.22472178187513156
DOPEY1,-24.023405,0.34434267084986103,CROT,0.0,1.0,KLF11,-22.37564,0.5870499060549575,LTBP1,-1.1829422,0.6272733281828112,SLC9A9,-23.629597,0.22464071247231493
MMGT1,-24.489363,0.34434267084986103,AQP4-AS1,0.0,1.0,CTB-147N14.6,-22.706387,0.5870499060549575,RING1,-1.1328131,0.6267471014826352,NIN,-24.114107,0.22464071247231493
MPLKIP,-1.0567359,0.34434267084986103,RBBP8,0.0,1.0,ZNF333,-22.73011,0.5870499060549575,UHRF2,-1.3901296,0.6248633607344714,DNAAF3,-22.85086,0.22455930824507614
ELAC2,-24.153528,0.34434267084986103,ZNF519,0.0,1.0,KDM2B,-21.859041,0.5870499060549575,PDHA1,-0.93084574,0.6240929678716636,ADAMTS2,-24.204275,0.22455930824507614
SCAMP1-AS1,-23.800402,0.34434267084986103,NDUFV2-AS1,0.0,1.0,ZNF562,-22.650457,0.5870499060549575,SERPINH1,-0.75289863,0.6251257914667481,CYB561D2,-24.125269,0.2244689024205267
KAZALD1,-24.638744,0.34434267084986103,COLEC12,0.0,1.0,SWT1,-22.73011,0.5870499060549575,UPF2,-0.8631103,0.6230044542350813,PEAR1,-24.029926,0.2242904631222513
CASS4,-22.734821,0.34434267084986103,SLC25A40,0.0,1.0,METTL13,-21.859041,0.5870499060549575,SH3BP5,-1.0887297,0.6210593550741008,GXYLT1,-23.870674,0.22428902670172302
METTL6,-22.734821,0.34434267084986103,PDE6G,0.0,1.0,MIER3,-22.59368,0.5870499060549575,COG4,-1.2945719,0.6196171639257669,THAP6,-24.018469,0.22427124667504525
HEATR5B,-24.159582,0.34434267084986103,BAHCC1,0.0,1.0,TTC26,-22.59368,0.5870499060549575,PTCD3,-1.2586224,0.6196171639257669,ADD2,-24.024702,0.22419085463440386
NFATC1,-24.016283,0.34434267084986103,CEP131,0.0,1.0,BHLHB9,-22.437916,0.5870499060549575,C1orf122,-1.0254817,0.6208543945811953,SZT2,-23.970953,0.22414261140280828
DUSP5,-23.933552,0.34434267084986103,LCN6,0.0,1.0,PNPO,-22.650457,0.5870499060549575,POLR3H,-1.1781627,0.6193379745618302,FAM65A,-23.760344,0.22414261140280828
RP11-138A9.1,-23.73507,0.34434267084986103,CTD-2561B21.11,0.0,1.0,FAM83D,-22.849941,0.5870499060549575,SIGMAR1,-0.75061595,0.6193379745618302,MFN1,-24.039474,0.22408059495585883
C5orf51,-24.288628,0.34434267084986103,TBC1D16,0.0,1.0,ITPRIP,-22.672289,0.5870499060549575,MLLT6,-1.0906944,0.6193379745618302,MAP3K4,-23.799648,0.22408059495585883
DNM1L,-2.0606425,0.34434267084986103,CBX4,0.0,1.0,FTO,-21.859041,0.5870499060549575,LGALS8,-0.7712853,0.6190674605286923,IGLV1-40,-23.770548,0.22408059495585883
TRANK1,-24.47866,0.34434267084986103,MILR1,0.0,1.0,USP6,-22.59368,0.5870499060549575,FIS1,-0.3985556,0.6193379745618302,PTPRM,-23.32044,0.22408059495585883
MSANTD4,-24.362549,0.34434267084986103,CBX2,0.0,1.0,AKR1C1,-22.672289,0.5870499060549575,GNAI3,-0.78238255,0.6179170925922342,ZNF793,-24.118256,0.22408059495585883
APEX2,-22.74052,0.34434267084986103,AFMID,0.0,1.0,RP5-882C2.2,-22.650457,0.5870499060549575,C1orf52,-0.852369,0.6165574586914777,AQP1,-24.413408,0.22408059495585883
BRAT1,-22.74052,0.34434267084986103,CLIC3,0.0,1.0,KDELC2,-22.672289,0.5870499060549575,UBE2E2,-1.2867482,0.6154899050873496,LOXL2,-24.24158,0.22408059495585883
ZNF548,-22.74052,0.34434267084986103,PILRA,0.0,1.0,RP1-100J12.1,-22.587502,0.5870499060549575,NINJ2,-1.1731119,0.6154899050873496,COLGALT1,-24.255491,0.22408059495585883
OGG1,-24.558084,0.34434267084986103,TRIM65,0.0,1.0,ANKRD42,-21.859041,0.5870499060549575,POLD4,-1.1202126,0.6143089506335728,FAM92A1,-22.47208,0.22408059495585883
HAS1,-24.624954,0.34434267084986103,ITGB4,0.0,1.0,CD274,-22.587502,0.5870499060549575,PSMA3,-0.70002484,0.612315921255848,POC5,-23.932756,0.22395918734411246
TNFSF12,-23.672825,0.34434267084986103,MYO15B,0.0,1.0,RP11-110I1.13,-22.80858,0.5870499060549575,PTMS,-0.5342951,0.612320759716623,APBA3,-22.526817,0.22395918734411246
CEP78,-24.455826,0.34434267084986103,ZCWPW1,0.0,1.0,CXCL8,-22.526709,0.5870499060549575,WDR20,-1.167772,0.6112317668473983,NR4A2,-23.339241,0.22378552665146573
USP36,-22.73837,0.34434267084986103,HID1,0.0,1.0,ACER3,-22.812853,0.5870499060549575,MAD2L1BP,-0.92042935,0.6112316257217829,CS,-24.126146,0.22358189650605934
PTPN4,-1.4457879,0.34434267084986103,TTYH2,0.0,1.0,MTAP,-22.650457,0.5870499060549575,CFAP97,-1.3124028,0.6105694464713564,RP11-134L10.1,-23.992758,0.22331509447442813
AC113189.5,-22.198555,0.34434267084986103,SSTR2,0.0,1.0,NPPA,-22.73011,0.5870499060549575,C2orf69,-1.224386,0.6106660844163436,SLC25A42,-23.854334,0.22330228239665129
MEST,-1.7373923,0.34434267084986103,ARSG,0.0,1.0,NEIL2,-22.650457,0.5870499060549575,SNRNP200,-1.1829225,0.6105694464713564,SRD5A1,-23.219368,0.22330228239665129
ZNF44,-24.292896,0.34434267084986103,AGFG2,0.0,1.0,RP4-798A10.7,-22.685583,0.5870499060549575,CERCAM,-1.1684566,0.6105694464713564,SNN,-23.710917,0.22327490524560506
PATL1,-24.166012,0.34434267084986103,DRC3,0.0,1.0,KIT,-22.350267,0.5870499060549575,DDIT3,-0.82926834,0.6112317668473983,CCNG2,-23.719439,0.22327490524560506
TMCC1-AS1,-22.744934,0.34434267084986103,MPRIP-AS1,0.0,1.0,RP11-522I20.3,-21.859041,0.5870499060549575,CARS,-1.2158798,0.6105185654773715,SH3TC1,-23.76703,0.2232481340598437
NARFL,-23.858679,0.34434267084986103,EPG5,0.0,1.0,ZNF646,-22.86561,0.5870499060549575,ATP2A2,-1.1861353,0.6087757022895586,KLRG1,-23.056767,0.2231423790803903
HELB,-24.290573,0.34434267084986103,AC138969.4,0.0,1.0,DHDDS,-22.59368,0.5870499060549575,STK3,-1.1706707,0.6081774062099079,POLRMT,-23.056767,0.2231423790803903
TOM1L2,-24.29489,0.34434267084986103,ZNF182,0.0,1.0,ATP8B2,-22.350267,0.5870499060549575,CEBPG,-1.0853652,0.6079803268641906,RPS6KA5,-24.547531,0.2231423790803903
RABL2A,-24.475142,0.34434267084986103,RP11-196G11.6,0.0,1.0,RP4-728D4.2,-22.59368,0.5870499060549575,AIDA,-0.9206428,0.6075436122537327,PSMB6,-1.3918389,0.233992968648891
PIDD1,-24.475582,0.34434267084986103,SUV39H1,0.0,1.0,PINX1,-21.859041,0.5870499060549575,DDX19B,-1.306126,0.6061952991819033,BEX5,-24.109562,0.22309079161064596
TMEM234,-24.444355,0.34434267084986103,RP11-347C12.1,0.0,1.0,RBPMS,-22.681356,0.5870499060549575,MOCS2,-0.94153124,0.6064074147991171,MEIS1,-24.429132,0.22309079161064596
PRMT5,-24.057198,0.34434267084986103,KIF4A,0.0,1.0,ACAP3,-22.616365,0.5870499060549575,PPP4R3A,-1.4235269,0.6061174709958022,AP5B1,-23.801632,0.22309079161064596
NR1H3,-24.042324,0.34434267084986103,SULT1A4,0.0,1.0,TESK2,-22.37564,0.5870499060549575,RAD21,-0.93795717,0.6064074147991171,FLT3LG,-23.984243,0.22303659605140652
CCNT1,-24.368816,0.34434267084986103,SLX1B,0.0,1.0,UQCC1,-22.350267,0.5870499060549575,AK6,-1.2187462,0.6052494817681615,FAM65B,-24.303677,0.22302270825323564
CEP70,-22.74678,0.34434267084986103,RP11-345J4.5,0.0,1.0,MMACHC,-21.859041,0.5870499060549575,CTD-2007H13.3,-1.05444,0.6064074147991171,GLT8D2,-24.058258,0.22302270825323564
SFR1,-22.74678,0.34434267084986103,RP11-231C14.7,0.0,1.0,TRIM39,-22.672289,0.5870499060549575,USP14,-1.1926848,0.6052035717729538,ZBED5,-23.821697,0.22302270825323564
STT3A,-24.292902,0.34434267084986103,CD19,0.0,1.0,LRWD1,-22.80858,0.5870499060549575,SERTAD1,-1.0535555,0.6061777104529646,DOK1,-22.966532,0.22302270825323564
DUS3L,-22.720266,0.34434267084986103,RP11-666O2.2,0.0,1.0,AC133644.2,-22.647106,0.5870499060549575,PLXNB2,-1.1502113,0.6038281642208361,MAU2,-23.804594,0.2229612761841401
TOMM40L,-22.720266,0.34434267084986103,IL4R,0.0,1.0,CDC7,-21.859041,0.5870499060549575,ZNFX1,-1.1756662,0.6030086047750481,CHMP6,-22.495228,0.2229612761841401
GATA2,-23.336475,0.34434267084986103,CENPI,0.0,1.0,RECQL4,-22.73011,0.5870499060549575,ADAM10,-1.1247896,0.6019263549963826,ZDHHC14,-24.172117,0.22295944852585264
CPVL,-23.512047,0.34434267084986103,MYH11,0.0,1.0,MIR155HG,-21.859041,0.5870499060549575,GOT2,-1.2519087,0.600821605679019,KIAA0319L,-23.792353,0.22295944852585264
FAM120B,-24.68152,0.34434267084986103,ADCY7,0.0,1.0,FTX,-22.760214,0.5870499060549575,H1FX,-0.72160876,0.6025176962785741,FMNL3,-24.25446,0.22293211109334882
VPS33B,-24.470844,0.34434267084986103,MPV17L,0.0,1.0,CTB-58E17.1,-22.480513,0.5870499060549575,PEA15,-1.2658951,0.5990104029449101,TMEM79,-23.747904,0.2228962022233396
ZNF117,-24.201075,0.34434267084986103,NPIPA5,0.0,1.0,TKFC,-22.73011,0.5870499060549575,HHLA3,-1.3154298,0.5953164227144118,INTS6-AS1,-24.337288,0.22285519095863912
ZNF568,-24.400341,0.34434267084986103,ARMCX5,0.0,1.0,TUBG2,-21.859041,0.5870499060549575,CTA-29F11.1,-1.2095984,0.5956737193915111,GOSR2,-23.121202,0.22285519095863912
ERAP1,-24.58227,0.34434267084986103,TECPR1,0.0,1.0,NLK,-22.784351,0.5870499060549575,CAST,-0.84894973,0.5962876505871996,GINS4,-24.183022,0.22285519095863912
MTRNR2L10,-24.202133,0.34434267084986103,ERCC4,0.0,1.0,TSTD3,-22.80858,0.5870499060549575,SLC37A4,-1.245241,0.593691280819088,REXO1,-23.680035,0.2227675790649502
RP11-708J19.1,-24.291811,0.34434267084986103,ZNF500,0.0,1.0,METRNL,-22.681356,0.5870499060549575,MIA3,-1.20324,0.5933160927330721,POMGNT2,-24.09082,0.22267160394267607
CSRNP2,-24.549505,0.34434267084986103,SLC25A14,0.0,1.0,POLR3A,-22.73011,0.5870499060549575,TMED9,-0.72324604,0.5934088603718587,PRRC1,-23.726269,0.22267160394267607
LIMK2,-22.726023,0.34434267084986103,NPW,0.0,1.0,APOL4,-22.86561,0.5870499060549575,GYPC,-0.37913513,0.5932016981799446,ZNF277,-23.887136,0.22264947607266267
PTGES,-24.502634,0.34434267084986103,MAPK8IP3,0.0,1.0,PHF12,-22.430365,0.5870499060549575,MGMT,-0.8890061,0.5869027544036372,TMEM214,-23.94892,0.2225773785754183
PIGL,-24.416761,0.34434267084986103,LA16c-431H6.6,0.0,1.0,CTD-2553L13.10,-22.37564,0.5870499060549575,NCLN,-1.2512525,0.5858076409074061,SYF2,-1.6308688,0.22978201942397516
REV3L,-24.207357,0.34434267084986103,LA16c-358B7.3,0.0,1.0,L3HYPDH,-22.616365,0.5870499060549575,USP5,-1.2328262,0.5858076409074061,KALRN,-22.925116,0.22250757852676176
ARRDC1-AS1,-22.730478,0.34434267084986103,MAMLD1,0.0,1.0,ZNF529,-22.86561,0.5870499060549575,UBL7-AS1,-1.2605302,0.5854379627427201,TGFBR1,-24.642305,0.22249132430214955
MET,-24.525223,0.34434267084986103,MCTP2,0.0,1.0,ZNF266,-22.685583,0.5870499060549575,SPG7,-1.2248966,0.582641968551877,FAM114A2,-23.751522,0.22249132430214955
SGSM2,-24.537859,0.34434267084986103,N4BP1,0.0,1.0,IGLV1-51,-22.706387,0.5870499060549575,E2F4,-0.79603213,0.5842149405551352,PRR3,-24.052935,0.22249132430214955
MSRB3,-24.662823,0.34434267084986103,LPCAT2,0.0,1.0,SLK,-21.859041,0.5870499060549575,COX16,-1.2462505,0.5809362231423064,TWISTNB,-23.829483,0.22249132430214955
TNFAIP2,-24.042603,0.34434267084986103,CLEC5A,0.0,1.0,SLFN14,-22.736174,0.5870499060549575,ATF1,-1.3232434,0.5802729637992663,GTF3C1,-24.106066,0.22249132430214955
RP1-39G22.7,-23.966526,0.34434267084986103,CA5A,0.0,1.0,OSER1-AS1,-22.681356,0.5870499060549575,LGALS3BP,-0.8439452,0.5815100916930046,HSPA4,-23.90746,0.22249132430214955
ECT2,-24.28513,0.34434267084986103,PIK3R5,0.0,1.0,SPIN4,-22.397957,0.5870499060549575,PRDX2,-0.4156451,0.5811199292408652,CLEC14A,-24.028355,0.22249132430214955
BEX1,-24.106625,0.34434267084986103,RP11-849F2.7,0.0,1.0,ABCG2,-22.89429,0.5870499060549575,AP1G2,-1.3840582,0.5764047098057539,CR1,-24.47073,0.22249132430214955
AP5M1,-23.905943,0.34434267084986103,CTC1,0.0,1.0,ZNF331,-22.18045,0.5870499060549575,GNAI2,-0.87207115,0.5774021467940637,SAP130,-24.290718,0.2224266931407352
PDPR,-24.53394,0.34434267084986103,XRCC2,0.0,1.0,RP13-188A5.1,-22.937979,0.5870499060549575,FBXO34,-1.1130086,0.5754331734049178,SENP7,-24.21164,0.22241860784185497
ECI1,-24.611124,0.34434267084986103,SENP3,0.0,1.0,TTPAL,-22.315987,0.5870499060549575,MTCH1,-0.6136328,0.57486905759699,CD2,-24.336004,0.22241860784185497
MSTO1,-24.659359,0.34434267084986103,CTC-524C5.2,0.0,1.0,TESK1,-22.362627,0.5870499060549575,SNX22,-1.2427105,0.5693074635680438,NAGPA,-24.122772,0.22241860784185497
POLR2J2,-24.31379,0.34434267084986103,PAXIP1,0.0,1.0,TMEM184C,-22.834661,0.5870499060549575,MOSPD1,-0.9519691,0.5698668789835053,MRGBP,-24.315119,0.22241860784185497
AVL9,-24.24659,0.34434267084986103,SLC43A2,0.0,1.0,INPP4A,-22.397957,0.5870499060549575,GLIPR1,-1.1397965,0.5694756957827098,SH3BP2,-23.888199,0.22241860784185497
MFAP3L,-24.29204,0.34434267084986103,RP11-356C4.3,0.0,1.0,TRAPPC9,-21.276691,0.5870499060549575,TM9SF2,-0.9505525,0.5670781078207808,RBM15,-23.73082,0.22241860784185497
C20orf96,-24.447266,0.34434267084986103,LINC01006,0.0,1.0,ELP3,-22.785994,0.5870499060549575,GPAA1,-0.967191,0.5666830139596468,LSR,-24.048813,0.22241860784185497
SLC25A12,-24.526941,0.34434267084986103,RP11-706O15.1,0.0,1.0,NAP1L3,-20.593695,0.5870499060549575,PPP1CC,-0.7861324,0.5666525891940558,OSBPL10,-23.77842,0.22241860784185497
SLX4IP,-23.759241,0.34434267084986103,RIC3,0.0,1.0,NSDHL,-21.11972,0.5870499060549575,UTP23,-1.3896176,0.5644245259280891,HRASLS,-22.607891,0.22241860784185497
HSPA2,-24.40048,0.34434267084986103,PUDP,0.0,1.0,RP11-332H14.2,-21.56457,0.5870499060549575,MACROD1,-1.3140417,0.5644245259280891,C15orf53,-22.607891,0.22241860784185497
PPP1R21,-24.179386,0.34434267084986103,TLDC1,0.0,1.0,SNTB1,-20.593695,0.5870499060549575,TMEM138,-1.2513521,0.5644245259280891,RENBP,-22.601469,0.22241860784185497
GPS1,-1.668694,0.34434267084986103,LINC01560,0.0,1.0,CA3-AS1,-23.072062,0.5870499060549575,SMAD4,-1.3069884,0.5632444556298165,COQ2,-23.53321,0.22241860784185497
PLEKHH3,-23.977211,0.34434267084986103,CLCN4,0.0,1.0,RFX3-AS1,-21.13192,0.5870499060549575,B3GAT3,-0.95144516,0.562825870705218,KIFC1,-24.318516,0.22241860784185497
