Neural_n,Neural_l,Neural_p,MSC_n,MSC_l,MSC_p,Fibroblast_n,Fibroblast_l,Fibroblast_p,Megakaryocyte_n,Megakaryocyte_l,Megakaryocyte_p,Myeloid_n,Myeloid_l,Myeloid_p
CEACAM6,-24.22091,0.34434267084986103,WWOX,0.0,1.0,ASCL2,-22.626682,0.5870499060549575,DAZAP1,-0.9867074,0.5612691391878171,POLL,-24.166008,0.22241860784185497
CRTC1,-24.10415,0.34434267084986103,TMEM231,0.0,1.0,SCOC-AS1,-21.141329,0.5870499060549575,MT-ATP6,-0.42185065,0.563180678757612,SNAP47,-24.082443,0.22241860784185497
SNX10,-24.596605,0.34434267084986103,NPIPB15,0.0,1.0,PREX1,-22.53871,0.5870499060549575,ANKRD36,-1.2753159,0.5611392486090561,ARL15,-22.426445,0.22241860784185497
MXRA5,-24.252531,0.34434267084986103,COG8,0.0,1.0,AF131216.1,-21.13192,0.5870499060549575,SLC25A38,-0.9716164,0.5607036539193401,SRRM1,-1.6818744,0.22747976076284263
GLDN,-24.196173,0.34434267084986103,PLA2G15,0.0,1.0,PKIA,-21.141329,0.5870499060549575,C7orf73,-0.43049628,0.5615977555911569,OSBPL5,-24.156649,0.22236379760646888
RECQL,-24.106335,0.34434267084986103,FANCB,0.0,1.0,BBS7,-22.598036,0.5870499060549575,KEAP1,-1.3216166,0.5593362077943234,SLC27A1,-24.154905,0.2223587700622466
USP22,-1.5010992,0.34434267084986103,DPEP2,0.0,1.0,CSTF2,-21.11972,0.5870499060549575,STRADB,-0.81174713,0.5600255825540783,SPINK4,-24.60653,0.222156377683731
AC069277.2,-24.011557,0.34434267084986103,CTPS2,0.0,1.0,IGKV4-1,-22.700584,0.5870499060549575,IER2,-0.55595356,0.5597979118143674,ICE2,-24.371737,0.222156377683731
RRAS2,-24.202356,0.34434267084986103,CES2,0.0,1.0,C8orf58,-23.144224,0.5870499060549575,FAM98A,-1.3057007,0.5568466387832814,RNGTT,-23.892727,0.222156377683731
ETAA1,-24.256565,0.34434267084986103,PDP2,0.0,1.0,RP11-10L12.4,-22.883615,0.5870499060549575,MLXIP,-0.82862306,0.5547828792842584,MXD1,-24.312414,0.222156377683731
HEATR3,-24.22615,0.34434267084986103,SETD6,0.0,1.0,BCAS4,-23.651922,0.5870499060549575,GLOD4,-1.0484859,0.552754709808032,REC8,-24.136923,0.222156377683731
TIMM8A,-22.887337,0.34434267084986103,ADGRG3,0.0,1.0,GPLD1,-22.829357,0.5870499060549575,IFT52,-1.4037762,0.5504500895384162,RTP4,-23.590942,0.22210972250046673
GTF2E2,-22.97167,0.34434267084986103,RP11-326K13.4,0.0,1.0,ZNF677,-22.534687,0.5870499060549575,FAM3A,-1.2571186,0.5504500895384162,NCKIPSD,-22.415497,0.22208663573449383
ACACB,-24.281746,0.34434267084986103,SMAD7,0.0,1.0,AC147651.4,-21.11972,0.5870499060549575,RORA,-1.1934533,0.5504500895384162,TNNT1,-22.946274,0.22208663573449383
HINT3,-24.396875,0.34434267084986103,CECR5,0.0,1.0,PLAGL1,-22.97728,0.5870499060549575,CLDN15,-1.1668692,0.5504500895384162,BFAR,-23.517355,0.22208663573449383
FKBP15,-24.222414,0.34434267084986103,ETV2,0.0,1.0,C2orf47,-23.630806,0.5870499060549575,AC006129.2,-21.045374,0.5504500895384162,TLE3,-23.901217,0.2220687325297305
CPT2,-24.154903,0.34434267084986103,CEACAM21,0.0,1.0,L3MBTL3,-22.397957,0.5870499060549575,RP11-423H2.3,-21.045374,0.5504500895384162,FOXN2,-23.710499,0.2220687325297305
EVA1A,-24.484201,0.34434267084986103,USP45,0.0,1.0,CMYA5,-22.746922,0.5870499060549575,INTS7,-21.045374,0.5504500895384162,FANK1,-24.060167,0.222015544099563
LARP1B,-24.627527,0.34434267084986103,ADCK4,0.0,1.0,RNF217,-21.13192,0.5870499060549575,BDH1,-21.045374,0.5504500895384162,ZNF330,-23.981586,0.22195866942139536
CBWD3,-24.191345,0.34434267084986103,FGD3,0.0,1.0,ERCC2,-22.785994,0.5870499060549575,USP30-AS1,-21.045374,0.5504500895384162,ADGRF5,-23.875061,0.22179527656028952
RMND1,-24.581747,0.34434267084986103,RP3-467N11.1,0.0,1.0,FBXL4,-22.163761,0.5870499060549575,PXMP4,-21.045374,0.5504500895384162,NUS1,-24.349564,0.22179527656028952
SCO1,-24.255304,0.34434267084986103,EID2B,0.0,1.0,BCKDHB,-23.208832,0.5870499060549575,GTPBP10,-21.045374,0.5504500895384162,PI4KA,-24.115248,0.22179527656028952
ERMARD,-23.645409,0.34434267084986103,RTN4IP1,0.0,1.0,SYVN1,-22.97728,0.5870499060549575,ZNF526,-21.045374,0.5504500895384162,ANKRD13A,-24.158794,0.22179527656028952
AP3M2,-24.32388,0.34434267084986103,ZNF570,0.0,1.0,NAALADL1,-21.403036,0.5870499060549575,ALDH3A2,-21.045374,0.5504500895384162,PRKD2,-23.189596,0.2217348860345482
IDE,-24.288927,0.34434267084986103,HKR1,0.0,1.0,NACC1,-22.626682,0.5870499060549575,LMBR1,-21.045374,0.5504500895384162,MICAL2,-24.179415,0.2217348860345482
CTD-2369P2.8,-24.288927,0.34434267084986103,ZNF345,0.0,1.0,MRI1,-22.670904,0.5870499060549575,ACO1,-21.045374,0.5504500895384162,DPPA4,-23.45187,0.22161250727346946
CHMP1A,-1.278834,0.34434267084986103,CTA-331P3.1,0.0,1.0,MUT,-23.021988,0.5870499060549575,STRIP2,-21.045374,0.5504500895384162,HMBOX1,-23.73203,0.22156252182508818
NR4A1,-24.131088,0.34434267084986103,LINC01534,0.0,1.0,SEPT8,-21.13192,0.5870499060549575,INTS12,-21.045374,0.5504500895384162,CDC37L1-AS1,-23.605185,0.22156252182508818
IL11,-24.525137,0.34434267084986103,PKIB,0.0,1.0,RP11-385F7.1,-22.534115,0.5870499060549575,VPS8,-21.045374,0.5504500895384162,DONSON,-23.831549,0.22156252182508818
APOBEC3H,-24.098663,0.34434267084986103,CD22,0.0,1.0,PROB1,-22.407154,0.5870499060549575,GAL,-21.045374,0.5504500895384162,HEG1,-23.698006,0.22156252182508818
FBXO22,-24.29972,0.34434267084986103,RUBCN,0.0,1.0,GTPBP2,-22.653824,0.5870499060549575,MAPK12,-21.045374,0.5504500895384162,ANKRD9,-1.6513088,0.22989805753972092
MIF-AS1,-23.61386,0.34434267084986103,CTC-523E23.11,0.0,1.0,USP49,-22.99217,0.5870499060549575,IGKV3-11,-21.045374,0.5504500895384162,EVI5,-24.218939,0.22155071440489316
ARL17A,-23.592007,0.34434267084986103,MSANTD3,0.0,1.0,BSCL2,-22.315987,0.5870499060549575,MTMR2,-21.045374,0.5504500895384162,FUCA1,-23.76721,0.22151335431625746
RP11-489E7.4,-23.63755,0.34434267084986103,ULBP1,0.0,1.0,TMCO6,-22.407154,0.5870499060549575,NUP188,-21.045374,0.5504500895384162,HIST1H3J,-24.20011,0.22151335431625746
FAM219A,-23.63755,0.34434267084986103,CTD-2017D11.1,0.0,1.0,TNXB,-22.945412,0.5870499060549575,PECR,-21.045374,0.5504500895384162,MLH1,-23.876526,0.22151335431625746
RP11-77P6.2,-24.492577,0.34434267084986103,MTHFD1L,0.0,1.0,FGFR4,-23.072062,0.5870499060549575,AHCTF1,-21.045374,0.5504500895384162,RRM2B,-24.740211,0.22151335431625746
ARIH2OS,-24.51506,0.34434267084986103,ZNF726,0.0,1.0,ZNF354A,-20.593695,0.5870499060549575,FIG4,-21.045374,0.5504500895384162,AC022182.3,-23.084898,0.22151335431625746
CLPB,-24.513876,0.34434267084986103,ZNF675,0.0,1.0,C4B,-23.232471,0.5870499060549575,PPP1R3E,-21.045374,0.5504500895384162,PRTFDC1,-22.858307,0.22151335431625746
TRBC1,-24.662395,0.34434267084986103,ZNF738,0.0,1.0,SP140,-22.53871,0.5870499060549575,LANCL3,-21.045374,0.5504500895384162,TDP2,-24.213442,0.22151335431625746
ITPR2,-24.662395,0.34434267084986103,ZNF708,0.0,1.0,ATAT1,-22.726347,0.5870499060549575,TBC1D24,-22.297918,0.5504500895384162,BTN3A3,-23.718103,0.22151335431625746
SNHG21,-24.409744,0.34434267084986103,ZNF626,0.0,1.0,FAM50B,-21.11972,0.5870499060549575,EEF2K,-22.297918,0.5504500895384162,GSK3A,-24.353817,0.22151335431625746
MAPKAPK2,-23.334925,0.34434267084986103,PBX4,0.0,1.0,ZFP91,-23.118523,0.5870499060549575,CEP192,-22.297918,0.5504500895384162,ZNF281,-24.287436,0.22151335431625746
TMEM37,-23.913769,0.34434267084986103,YJEFN3,0.0,1.0,HCG14,-22.617006,0.5870499060549575,DIRAS1,-22.297918,0.5504500895384162,IKBKAP,-24.347557,0.22151335431625746
RNF214,-23.981646,0.34434267084986103,INSL3,0.0,1.0,ARSB,-21.13192,0.5870499060549575,PPAT,-22.297918,0.5504500895384162,DHRS1,-24.069654,0.22151335431625746
RMDN2,-24.628212,0.34434267084986103,COQ3,0.0,1.0,HMGCR,-22.598036,0.5870499060549575,C11orf63,-22.297918,0.5504500895384162,CLK2,-24.011028,0.22151335431625746
POLD1,-24.166462,0.34434267084986103,PHLDB3,0.0,1.0,SFRP2,-23.146297,0.5870499060549575,L3MBTL3,-22.297918,0.5504500895384162,DDX26B,-23.98237,0.22151335431625746
EVI2B,-24.691721,0.34434267084986103,GTPBP3,0.0,1.0,PRAM1,-22.822355,0.5870499060549575,VLDLR,-23.530409,0.5504500895384162,YBEY,-24.076927,0.22151335431625746
GNA11,-24.209478,0.34434267084986103,ZNF600,0.0,1.0,DDX60,-23.111206,0.5870499060549575,SLC12A4,-22.297918,0.5504500895384162,DVL1,-24.430082,0.22151335431625746
CARD8-AS1,-24.038221,0.34434267084986103,ZNF256,0.0,1.0,MAOA,-22.97728,0.5870499060549575,C2orf47,-23.530409,0.5504500895384162,BACE1-AS,-24.10884,0.22151335431625746
GPR161,-24.694605,0.34434267084986103,ZNF814,0.0,1.0,DDX60L,-23.205297,0.5870499060549575,PAQR4,-22.297918,0.5504500895384162,JAK3,-23.933636,0.22151335431625746
ZKSCAN5,-24.25415,0.34434267084986103,ZNF586,0.0,1.0,TSPAN7,-21.909595,0.5870499060549575,SNX14,-22.297918,0.5504500895384162,TRPV2,-24.139242,0.22151335431625746
CSTF2T,-24.100962,0.34434267084986103,ZNF551,0.0,1.0,PP7080,-21.13192,0.5870499060549575,INPP4A,-22.297918,0.5504500895384162,ZNF438,-24.10887,0.22151335431625746
SPTLC1,-24.100962,0.34434267084986103,ZNF530,0.0,1.0,MOSPD2,-21.11972,0.5870499060549575,GORASP1,-22.297918,0.5504500895384162,HBE1,-24.112568,0.22151335431625746
GM2A,-24.024265,0.34434267084986103,ZIK1,0.0,1.0,CTD-2139B15.2,-22.496151,0.5870499060549575,SPIN4,-22.297918,0.5504500895384162,APIP,-24.245066,0.22151335431625746
WDR5B,-24.100307,0.34434267084986103,ICK,0.0,1.0,CCNT2,-22.976149,0.5870499060549575,ZNF446,-22.297918,0.5504500895384162,ANKRD40,-23.17048,0.22150744255612334
RP11-166O4.6,-24.195309,0.34434267084986103,ZNF550,0.0,1.0,ZBED1,-22.940622,0.5870499060549575,TRIM2,-23.530409,0.5504500895384162,TRIM59,-23.901209,0.22143788032472872
TRMT2B,-24.503096,0.34434267084986103,ZSCAN5A,0.0,1.0,ABCB8,-22.127716,0.5870499060549575,RAD51D,-21.032036,0.5504500895384162,RAD52,-23.678717,0.22143788032472872
MS4A3,-24.311342,0.34434267084986103,ZNF444,0.0,1.0,CTD-2201E18.5,-22.803492,0.5870499060549575,RP11-678G14.3,-22.96918,0.5504500895384162,EED,-24.84969,0.22122300760087585
FBXO17,-24.634161,0.34434267084986103,ZNF784,0.0,1.0,ZNF467,-20.593695,0.5870499060549575,ZNF737,-22.982746,0.5504500895384162,INO80B,-24.175003,0.22122300760087585
DPAGT1,-24.140024,0.34434267084986103,PPP1R12C,0.0,1.0,ZNF212,-22.746922,0.5870499060549575,FAM35A,-22.15899,0.5504500895384162,TRAK1,-24.116089,0.22122300760087585
TEX9,-24.175709,0.34434267084986103,LILRB3,0.0,1.0,WDR91,-22.937979,0.5870499060549575,ALG2,-21.218472,0.5504500895384162,LRRC16A,-23.854979,0.22122300760087585
P2RX5,-24.680288,0.34434267084986103,ZNF880,0.0,1.0,DAPL1,-22.611898,0.5870499060549575,MFAP2,-22.967842,0.5504500895384162,FAM167B,-24.154472,0.22122300760087585
TXLNG,-23.969706,0.34434267084986103,LRCH3,0.0,1.0,KCP,-21.13192,0.5870499060549575,RP4-816N1.6,-22.209442,0.5504500895384162,SEL1L3,-24.233997,0.22122300760087585
TTTY15,-24.348219,0.34434267084986103,ZNF836,0.0,1.0,ZNF165,-23.002129,0.5870499060549575,CCDC137,-22.96918,0.5504500895384162,RBM41,-23.903427,0.22122300760087585
PHF8,-24.28767,0.34434267084986103,LRRC1,0.0,1.0,PEX1,-22.724848,0.5870499060549575,GMPPA,-22.209442,0.5504500895384162,TUBGCP6,-24.08535,0.22122300760087585
ANKRD50,-24.207806,0.34434267084986103,ZNF432,0.0,1.0,AC005076.5,-20.593695,0.5870499060549575,RP11-298J20.3,-22.886223,0.5504500895384162,SLC7A6OS,-24.285126,0.22122300760087585
ZNF778,-23.914839,0.34434267084986103,CLDND2,0.0,1.0,GNG7,-21.912148,0.5870499060549575,IGLL5,-21.860416,0.5504500895384162,RAB40B,-24.29755,0.22122300760087585
ARHGAP17,-24.612743,0.34434267084986103,C19orf81,0.0,1.0,PDK1,-21.403036,0.5870499060549575,CRYBB2,-22.02068,0.5504500895384162,LINC00115,-24.243004,0.22122300760087585
LAPTM4B,-24.196278,0.34434267084986103,PRRG2,0.0,1.0,SMIM24,-23.034388,0.5870499060549575,ZNF211,-22.215961,0.5504500895384162,RNF111,-24.179844,0.22122300760087585
IGFL2,-24.721235,0.34434267084986103,C19orf73,0.0,1.0,IGHMBP2,-21.880013,0.5870499060549575,CTD-2553L13.10,-22.275606,0.5504500895384162,SIT1,-24.300705,0.22122300760087585
RP11-1114A5.4,-24.243692,0.34434267084986103,GYS1,0.0,1.0,YAE1D1,-22.43539,0.5870499060549575,BTLA,-22.15899,0.5504500895384162,PHYH,-22.36101,0.22122300760087585
ELN,-24.603573,0.34434267084986103,SDHAF4,0.0,1.0,C7orf31,-20.593695,0.5870499060549575,RP11-536K7.3,-21.032036,0.5504500895384162,TFIP11,-23.910912,0.22118028144638138
WDR11,-23.931187,0.34434267084986103,DHX34,0.0,1.0,VAV1,-22.692686,0.5870499060549575,URB1-AS1,-21.032036,0.5504500895384162,CDK8,-24.105333,0.22100560903763944
XCL2,-23.675058,0.34434267084986103,DACT3,0.0,1.0,NAPA-AS1,-22.057549,0.5870499060549575,RIBC2,-21.032036,0.5504500895384162,DGCR2,-24.156544,0.22096140219144234
LPCAT1,-24.687191,0.34434267084986103,IRF2BP1,0.0,1.0,RHOD,-22.690548,0.5870499060549575,TRIB1,-22.683413,0.5504500895384162,BMP1,-24.182993,0.22096140219144234
ZNF335,-23.615484,0.34434267084986103,LCA5,0.0,1.0,RP11-1275H24.1,-23.021988,0.5870499060549575,IGLV2-23,-22.982746,0.5504500895384162,DYRK1B,-24.275211,0.22090950216602567
EGFL8,-24.02229,0.34434267084986103,FCHO1,0.0,1.0,GCC1,-22.653824,0.5870499060549575,APOBEC3D,-21.218472,0.5504500895384162,TP53RK,-23.999382,0.22090950216602567
PVR,-24.66538,0.34434267084986103,DNAAF5,0.0,1.0,USP53,-23.050945,0.5870499060549575,ZNF574,-21.032036,0.5504500895384162,CDC45,-24.036407,0.22083265025135845
SPIB,-24.554304,0.34434267084986103,MALT1,0.0,1.0,ZNF211,-22.315987,0.5870499060549575,PPP1R37,-22.703365,0.5504500895384162,CCDC82,-24.172018,0.22083265025135845
ZKSCAN4,-23.979515,0.34434267084986103,PET117,0.0,1.0,ZNF768,-21.13192,0.5870499060549575,VPRBP,-22.209442,0.5504500895384162,SCAF4,-24.057093,0.22083265025135845
DKK1,-24.647593,0.34434267084986103,ELMO2,0.0,1.0,INTS3,-22.861887,0.5870499060549575,ZNF17,-22.973211,0.5504500895384162,ABCD4,-24.01299,0.22074127383317566
SGTB,-22.64256,0.34434267084986103,PABPC1L,0.0,1.0,PARN,-22.99217,0.5870499060549575,KLHL9,-22.209442,0.5504500895384162,POT1,-22.230951,0.22073747302588115
CHST14,-23.561907,0.34434267084986103,ZHX3,0.0,1.0,RRN3,-21.141329,0.5870499060549575,SERINC2,-23.134092,0.5504500895384162,APOL1,-24.388575,0.22071723779618516
HIST1H2BL,-24.369852,0.34434267084986103,PLCG1,0.0,1.0,EEF2K,-22.397957,0.5870499060549575,YPEL1,-22.15899,0.5504500895384162,RP11-473M20.16,-23.907297,0.22071723779618516
BIVM,-24.470287,0.34434267084986103,JAZF1-AS1,0.0,1.0,KIF3A,-23.510727,0.5870499060549575,SOX12,-22.973211,0.5504500895384162,HMGB1,-1.0508281,0.22865008778911614
NCAM1,-24.42845,0.34434267084986103,PPP1R16B,0.0,1.0,SULT1A3,-22.692686,0.5870499060549575,ATP9B,-21.032036,0.5504500895384162,RP11-367G6.3,-24.506794,0.22071723779618516
VPS33A,-24.711237,0.34434267084986103,CHN2,0.0,1.0,GPT2,-23.072062,0.5870499060549575,ZNF576,-21.032036,0.5504500895384162,NOM1,-24.211998,0.22071723779618516
NCK2,-23.954803,0.34434267084986103,DLGAP4-AS1,0.0,1.0,ABHD11,-21.276691,0.5870499060549575,R3HCC1L,-21.032036,0.5504500895384162,RP5-1180E21.5,-24.173212,0.22071723779618516
XRRA1,-23.954803,0.34434267084986103,TP53INP2,0.0,1.0,DOCK7,-23.144224,0.5870499060549575,POLR1E,-21.218472,0.5504500895384162,OXSR1,-23.868114,0.2206864178984571
EVI2A,-24.73148,0.34434267084986103,CDK5RAP1,0.0,1.0,OMA1,-22.937979,0.5870499060549575,EID2,-22.275606,0.5504500895384162,KANSL2,-24.038414,0.2206864178984571
C12orf43,-24.715546,0.34434267084986103,RP5-1085F17.3,0.0,1.0,KDM4A,-20.593695,0.5870499060549575,SLFN11,-22.15899,0.5504500895384162,LPXN,-23.638046,0.2206864178984571
DENND4C,-24.293203,0.34434267084986103,KIF3B,0.0,1.0,DDX28,-21.11972,0.5870499060549575,SLC31A2,-23.106823,0.5504500895384162,PIAS2,-24.077337,0.22060649170395924
NFATC2,-24.44988,0.34434267084986103,SCRN1,0.0,1.0,DNAJC11,-22.781897,0.5870499060549575,NBPF14,-22.02068,0.5504500895384162,ISG20L2,-24.103777,0.22060540751117733
GPN2,-24.254787,0.34434267084986103,MACROD2,0.0,1.0,STAG3,-20.593695,0.5870499060549575,PLEKHM3,-22.921806,0.5504500895384162,CARD8,-23.573215,0.22060540751117733
DHX58,-23.685364,0.34434267084986103,SULF2,0.0,1.0,JADE2,-22.259005,0.5870499060549575,LMAN2L,-22.15899,0.5504500895384162,FOXRED1,-23.95466,0.22060540751117733
RGL2,-22.64863,0.34434267084986103,SLC23A2,0.0,1.0,PAM16,-20.593695,0.5870499060549575,ANKFY1,-21.032036,0.5504500895384162,HOXA5,-24.00146,0.22060540751117733
AEBP2,-22.64863,0.34434267084986103,RASSF2,0.0,1.0,TAF1C,-21.141329,0.5870499060549575,GCN1,-22.973211,0.5504500895384162,EIF4G3,-23.769888,0.22060540751117733
RP11-539L10.3,-22.64863,0.34434267084986103,ZNF107,0.0,1.0,SPATA24,-21.13192,0.5870499060549575,IGKV1-5,-22.703365,0.5504500895384162,HENMT1,-23.037054,0.22060540751117733
PAGR1,-22.635832,0.34434267084986103,AP5S1,0.0,1.0,ZNF514,-22.259005,0.5870499060549575,OGFRL1,-21.218472,0.5504500895384162,TBC1D22A,-22.477135,0.22060540751117733
ZYG11B,-22.635832,0.34434267084986103,AVP,0.0,1.0,IGKV1-39,-23.24764,0.5870499060549575,TTPAL,-22.215961,0.5504500895384162,IARS2,-24.104189,0.22060540751117733
AREG,-24.136415,0.34434267084986103,OXT,0.0,1.0,TMEM62,-22.127716,0.5870499060549575,FEM1B,-23.246693,0.5504500895384162,N4BP2,-24.090899,0.22060540751117733
CHEK1,-24.250898,0.34434267084986103,CPXM1,0.0,1.0,MYEF2,-23.472595,0.5870499060549575,LINC00937,-22.275606,0.5504500895384162,VGLL3,-24.107735,0.22060540751117733
SLF2,-24.192335,0.34434267084986103,STK35,0.0,1.0,FANCL,-23.111206,0.5870499060549575,ZFP91,-23.018312,0.5504500895384162,RNF170,-24.06544,0.2205932308075719
MFSD12,-24.199371,0.34434267084986103,ADNP2,0.0,1.0,MEMO1,-22.726347,0.5870499060549575,UQCC1,-22.250237,0.5504500895384162,AGRN,-24.31118,0.2205932308075719
TRMT5,-22.653332,0.34434267084986103,FAM78A,0.0,1.0,HEATR1,-21.13192,0.5870499060549575,PSD4,-22.913296,0.5504500895384162,SNHG18,-24.250881,0.2205932308075719
TARS2,-22.653332,0.34434267084986103,SERPINB8,0.0,1.0,PEX19,-21.909595,0.5870499060549575,DBT,-21.032036,0.5504500895384162,SEC24B,-24.17969,0.22051924435101802
SLC12A6,-24.12865,0.34434267084986103,RAPGEF1,0.0,1.0,TBCE,-22.524445,0.5870499060549575,RP11-191L17.1,-21.032036,0.5504500895384162,RP11-138A9.2,-23.589169,0.22051924435101802
HIST1H2BF,-24.12865,0.34434267084986103,WBSCR27,0.0,1.0,LIN9,-22.496151,0.5870499060549575,PCDH17,-21.032036,0.5504500895384162,EDRF1,-24.344162,0.22051924435101802
F3,-24.164806,0.34434267084986103,ABCB5,0.0,1.0,DTL,-21.141329,0.5870499060549575,NCOA6,-22.275606,0.5504500895384162,SHQ1,-24.263401,0.22051924435101802
ZNF684,-24.258955,0.34434267084986103,SLC9A8,0.0,1.0,CD34,-21.13192,0.5870499060549575,BSCL2,-22.215961,0.5504500895384162,RP1-313I6.12,-24.175203,0.22051906352759432
CD3G,-24.700008,0.34434267084986103,ABHD8,0.0,1.0,PAQR4,-22.397957,0.5870499060549575,C16orf62,-23.108593,0.5504500895384162,ARHGAP42,-24.196905,0.22044322390487464
RHOT1,-24.314661,0.34434267084986103,ICAM1,0.0,1.0,ZNF200,-21.909595,0.5870499060549575,CBL,-23.130363,0.5504500895384162,RP11-660L16.2,-24.040855,0.22044322390487464
NUMA1,-1.4351003,0.34434267084986103,RP11-1275H24.2,0.0,1.0,ATAD3B,-21.13192,0.5870499060549575,JAG1,-22.913296,0.5504500895384162,SETD1B,-24.126595,0.22041849560963392
RFXANK,-1.2763397,0.34434267084986103,CTD-2562J15.6,0.0,1.0,FAM41C,-22.861887,0.5870499060549575,CCDC88B,-23.130363,0.5504500895384162,GPATCH2,-24.24801,0.22041849560963392
TOMM40,-1.4321018,0.34434267084986103,ADGRE2,0.0,1.0,NMU,-22.803492,0.5870499060549575,CENPO,-22.913296,0.5504500895384162,EP400NL,-23.982185,0.22041849560963392
MCTS1,-1.4010931,0.34434267084986103,TSPAN33,0.0,1.0,BTBD2,-22.781897,0.5870499060549575,WDYHV1,-22.950756,0.5504500895384162,FGD6,-24.329266,0.22040298791583052
RBMX2,-24.355202,0.34434267084986103,MAN2B1,0.0,1.0,ATP9B,-21.13192,0.5870499060549575,RP11-793H13.11,-21.860416,0.5504500895384162,FAM126B,-24.26375,0.22040298791583052
OTUD7B,-1.9634037,0.34434267084986103,ZNF490,0.0,1.0,PLK2,-22.120672,0.5870499060549575,NUP107,-21.032036,0.5504500895384162,HIST1H4I,-24.148594,0.22040298791583052
MOSPD3,-1.6810055,0.34434267084986103,ZNF564,0.0,1.0,TASP1,-22.536983,0.5870499060549575,RP11-295G20.2,-21.032036,0.5504500895384162,HIST1H3C,-24.261322,0.22040298791583052
PPP1R16A,-24.061506,0.34434267084986103,ZNF136,0.0,1.0,RP13-1032I1.7,-21.912148,0.5870499060549575,RNF103,-23.003788,0.5504500895384162,RFWD3,-24.070189,0.22040298791583052
NOL7,-0.9836587,0.34434267084986103,ZNF439,0.0,1.0,CCDC137,-23.069374,0.5870499060549575,NUFIP1,-22.209442,0.5504500895384162,ARNT,-24.23151,0.22040298791583052
BCL7C,-1.1525633,0.34434267084986103,ZNF440,0.0,1.0,GPRC5C,-21.56457,0.5870499060549575,TADA1,-22.996677,0.5504500895384162,EDEM2,-23.660898,0.22040298791583052
FASN,-2.0116198,0.34434267084986103,ZNF627,0.0,1.0,ZNF557,-22.129839,0.5870499060549575,GLCE,-22.15899,0.5504500895384162,MLF1,-24.202305,0.22040298791583052
ANKRD39,-24.381598,0.34434267084986103,RAVER1,0.0,1.0,TRAPPC8,-21.11972,0.5870499060549575,MICALCL,-22.886223,0.5504500895384162,EPHB4,-23.816656,0.22040298791583052
C12orf10,-1.4729065,0.34434267084986103,FAM220A,0.0,1.0,SOCS7,-23.525614,0.5870499060549575,CYB5D1,-21.032036,0.5504500895384162,KCNN4,-24.102802,0.22040298791583052
ZNF593,-1.612277,0.34434267084986103,S1PR2,0.0,1.0,GIMAP6,-22.626682,0.5870499060549575,RAD54L,-22.913296,0.5504500895384162,NEDD9,-23.758438,0.22040298791583052
EIF4A2,-0.63620675,0.34434267084986103,TSHZ2,0.0,1.0,GIMAP1,-23.427492,0.5870499060549575,MLLT1,-23.044006,0.5504500895384162,RP11-1299A16.3,-23.92224,0.22040298791583052
ATAD5,-1.8176216,0.34434267084986103,ZNF121,0.0,1.0,SLFN11,-22.259005,0.5870499060549575,DPH6,-22.846855,0.5504500895384162,DAGLB,-24.310339,0.22040298791583052
CCNC,-1.6778533,0.34434267084986103,CTD-3214H19.4,0.0,1.0,SAMD1,-22.43539,0.5870499060549575,TMEM106A,-23.044006,0.5504500895384162,AHSA2,-24.205467,0.22040298791583052
PTPN6,-1.8821726,0.34434267084986103,HSD11B1L,0.0,1.0,GRAP,-21.912148,0.5870499060549575,ATP6V0C,-21.860416,0.5504500895384162,PPARA,-24.152153,0.22040298791583052
DCTN3,-0.9181773,0.34434267084986103,TNFAIP8L1,0.0,1.0,KIAA1468,-20.593695,0.5870499060549575,NCOA5,-22.275606,0.5504500895384162,ABCC3,-22.962217,0.22040298791583052
EXOC5,-2.1359615,0.34434267084986103,AC009473.1,0.0,1.0,FAM210A,-22.18045,0.5870499060549575,ZDHHC9,-22.02068,0.5504500895384162,DPP3,-24.031033,0.22040298791583052
BAX,-0.7784129,0.34434267084986103,TMIGD2,0.0,1.0,TTC28,-21.56457,0.5870499060549575,TTI1,-21.032036,0.5504500895384162,MANEA-AS1,-23.746286,0.22040298791583052
UHMK1,-1.8867991,0.34434267084986103,ZNF555,0.0,1.0,TMEM106A,-23.144224,0.5870499060549575,JUP,-21.218472,0.5504500895384162,TFE3,-23.959993,0.22040298791583052
TSR1,-24.082891,0.34434267084986103,DOT1L,0.0,1.0,C22orf29,-23.144224,0.5870499060549575,RP5-821D11.7,-23.044006,0.5504500895384162,PTGIR,-23.811749,0.22040298791583052
CAAP1,-23.900784,0.34434267084986103,SND1-IT1,0.0,1.0,TMEM143,-21.56457,0.5870499060549575,SH3BP5L,-22.921806,0.5504500895384162,FAM27C,-24.372297,0.22040298791583052
PPM1F,-23.991348,0.34434267084986103,SBNO2,0.0,1.0,NPAS1,-21.11972,0.5870499060549575,GINS1,-21.032036,0.5504500895384162,USP42,-24.252228,0.22040298791583052
