"","RNA.Neural","RNA.MSC","RNA.Fibroblast","RNA.Megakaryocyte","RNA.Myeloid"
"STARD3NL",0.0139998477046157,0.176507572236296,0.0573300789801808,0.141226333965594,0.0901070093668857
"TRGC2",0,0,0.00782893277867664,0.089568687275284,0
"VPS41",0.0314768005063949,0.030020195776147,0,0.0484457205373296,0
"RALA",0.161194756889862,0.0938817066348049,0,0.075991650309247,0
"CDK13",0,0.133077948893305,0,0,0
"MPLKIP",0.0581100217299515,0.109798793072411,0.0643391059203449,0.179065360864904,0.174268546208814
"INHBA",0,0,0.187090511619771,0,0.315779467899843
"PSMA2",0.0436005104027162,0.183420151342747,0.026479966709647,0.409202785573404,0.108150426234825
"MRPL32",0.0453364979741025,0.225891917312633,0.0441299513079506,0.0240571844276945,0
"STK17A",0.113075605296989,0,0.0647429715209096,0.204844291194107,0.0531730509938633
"COA1",0.0261809936202062,0.121905541479042,0.048683864419239,0.0875202872259857,0
"BLVRA",0.0243982583631351,0.0489559107937769,0.0230293939286572,0.189111800872653,0
"UBE2D4",0,0.0305010877406312,0,0.0100057823931717,0
"AC004951.6",0,0.0107927128669275,0.0328604669576208,0,0
"DBNL",0.0133369709706892,0.108420053953203,0.0850809335827442,0.239408108429037,0.0997565789952946
"POLM",0,0,0,0,0
"AEBP1",0,0.371129048542731,0,0,0
"POLD2",0.0374591611081246,0.0506664179292289,0.0255536698482799,0.0383405932026165,0
"YKT6",0.011094721807132,0.0511212889152149,0.0925953998043544,0.079927103220213,0
"NUDCD3",0,0.0998585567870242,0,0,0
"DDX56",0.0124829804534771,0.0600861148692485,0,0.0501397725985945,0
"TMED4",0.0353249444667931,0.0722929372165697,0.0779102313870687,0.0879399092056759,0
"OGDH",0,0,0,0.0100057823931717,0.101168272800125
"PPIA",0.333751787291315,0.640102644258067,0.858001984796256,1.89740664307942,1.11955287061498
"H2AFV",0.164036042055483,0.163299979705397,0.490215485501717,0.437821036548827,0.646799834825632
"PURB",0.017167913161816,0.113572624556762,0.0646141338887414,0,0
"MYO1G",0,0,0.0412739173914552,0.0300072218245419,0.153657931672804
"SNHG15",0,0.0597166707945784,0,0.123664173755194,0
"CCM2",0,0.0288796599055079,0,0.0144029023261131,0
"TBRG4",0,0.0499608181465737,0.0368523741473167,0.0144029023261131,0
"IGFBP3",0,0.259520694699692,0.154430001810817,0,0
"TNS3",0,0.302524477486589,0,0,0
"HUS1",0,0.0411250322805839,0,0,0
"UPP1",0,0.0654321750744448,0.0796359975169125,0.114058894089555,0
"ABCA13",0,0,0,0,0
"IKZF1",0,0.0363168032909132,0.0362992611218072,0.0603277262363134,0.110932376412847
"SEC61G",0.182964616620249,0.654280813379568,0.415301100822979,0.73206524714589,0.682237428800514
"VOPP1",0,0.0860178585807671,0.179790842210402,0,0
"GBAS",0,0.133263657212494,0,0.0554554889836235,0
"MRPS17",0,0,0,0,0
"CCT6A",0.118953461260546,0.00948576082181009,0.130180334938122,0.299980421656127,0.0531730509938633
"SUMF2",0,0.0899471242239557,0,0.0408490955123611,0
"PHKG1",0,0.0786301053382166,0,0,0
"CHCHD2",0.137205719005514,0.595599840580173,1.00247701497824,0.880414347295638,0.951993819159325
"ERV3-1",0,0.0331482729449734,0,0.117020397697781,0
"ZNF92",0,0,0,0,0
"VKORC1L1",0,0.0673473577856515,0.116323633060936,0,0
"GUSB",0.0121921220259269,0.0550983489716187,0.069287418832602,0.0146200034591095,0.171408853540536
"ASL",0,0.0127978916251743,0.00782893277867664,0.0409941166211784,0.264507737219916
"CRCP",0,0.0537270412537642,0,0,0.113827651015074
"RP11-792A8.4",0,0.0842172247480671,0.0356737804581332,0.0923048421130848,0.0549773752409617
"TMEM248",0.0267663098253411,0.180061984562805,0.0431241192837259,0.163830085264118,0.0878573634635571
"SBDS",0.0134526402322728,0.337777920841638,0.212143081628042,0.267712446610075,0.086411182745257
"POM121",0,0.0583547643304822,0.0193201832389251,0,0.0736227989542348
"NSUN5",0,0.101512284530977,0.0328604669576208,0.08544529565134,0.288910557450699
"BAZ1B",0.0593217271190817,0.133198066057617,0,0.144118079399502,0.108150426234825
"BCL7B",0.0403007302047381,0.0729547847572355,0.0650508962832368,0.151635091887629,0
"TBL2",0,0.0795917860543017,0,0,0
"DNAJC30",0.0125179189657668,0.0188029551915343,0.00782893277867664,0,0
"WBSCR22",0.0173439301659533,0.25048930711723,0.0415158546142372,0.218519331763365,0
"ABHD11",0,0,0,0.0160563302644657,0
"ELN",0,0,0.0771432188927013,0,0
"LIMK1",0,0.076348349165324,0,0.0517905814081309,0
"EIF4H",0.0494854835188221,0.0347690246129963,0.129940943060606,0.29875670509673,0.0778578761803906
"LAT2",0.0134526402322728,0,0,0.119131665895868,0
"RFC2",0,0.0214250144111784,0.0365932358094792,0.0614305760757942,0
"GTF2I",0.124315780913338,0.384413690613463,0.0396477277878662,0.0357908309677438,0.0879778648607746
"NCF1",0,0.0314433888067798,0,0.0238348518944819,1.18179059759963
"GTF2IRD2",0.0115134206574996,0.168311580982595,0.0344558925020758,0.0829820778782867,0.0531730509938633
"WBSCR16",0.0143114552337446,0.0240962635390221,0,0.0144029023261131,0
"POM121C",0,0.102654895192979,0,0.0371721875707324,0
"HIP1",0,0.072416615943647,0.0379880214208045,0,0
"RHBDD2",0.0470477691189018,0.0362953937800844,0.0672567375509808,0.0852203907982335,0
"TMEM120A",0.0121278645763863,0.0634801759706845,0,0.0289326380400259,0
"STYXL1",0,0.0730986961544615,0,0.0162626133344135,0
"MDH2",0.011094721807132,0.115323897259838,0.0817488612267065,0.491274382514584,0.0549773752409617
"HSPB1",0.195383380149961,1.17018348476626,0.493499544144634,0.85030084283062,0
"YWHAG",0.0239432905752463,0.0493594658841115,0.030980255513353,0,0.0778578761803906
"PTPN12",0,0.21729421567752,0.0741458965808718,0.0570225232640424,0.0531730509938633
"RSBN1L",0.0584726829761634,0.115507574345424,0.0811927634159491,0.0368974035441276,0
"TMEM60",0,0.0482960443741645,0.0426534010781024,0.139511749986492,0
"GNAI1",0.26200312458313,0.094827728332923,0,0,0
"CD36",0.12756254885662,0.196000598157926,0.0885965397022886,0.363038343581552,0.0778578761803906
"DMTF1",0,0.0766789828453071,0,0.0300072218245419,0
"TMEM243",0.0121921220259269,0.207601630797498,0.0412739173914552,0.0919251434544633,0
"TP53TG1",0,0.0143153993223096,0.0406702647045275,0.204024237877904,0.110932376412847
"DBF4",0,0,0,0.135665067924599,0.095985868838559
"SRI",0.126140036266029,0.250780078993809,0.309578119089211,0.371490109041828,0.140048135104422
"GTPBP10",0,0,0.0100884845243511,0,0
"MTERF1",0,0,0,0,0
"AKAP9",0.138931600026572,0.564048893051298,0.0659106936704217,0.0445962001389789,0.0849497699007288
"KRIT1",0,0.167783040794359,0,0,0.0531730509938633
"ANKIB1",0,0.0937321726088294,0,0,0
"GATAD1",0,0.0506122537305747,0.0399308824376807,0.0601455549917662,0
"FAM133B",0.106837977121852,0.256532765691999,0.159641701850963,0.07706336972968,0
"CDK6",0,0.0206904294441811,0.0388527875551537,0.0162626133344135,0.142552858030531
"AC002454.1",0,0,0,0,0
"SAMD9",0.245976317096131,0.0837568066060808,0.0879298127260439,0.155672751697978,0
"SAMD9L",0.050180679078613,0.316683080779218,0.0794748151834956,0.106987460095459,0
"GNG11",0.123119699821126,0.223916088270179,0.356837176291477,1.21403879199054,0
"BET1",0,0.0543079591692042,0,0.253502635746497,0
"COL1A2",0,1.30435688675106,0.683112381667916,0,0
"PON2",0,0.0643266494441285,0.00782893277867664,0.0165724927761615,0
"SLC25A13",0,0.137485896645029,0.0385953798948879,0.0189554752975558,0.0727127553956854
"SHFM1",0.127935063011476,0.491400607942193,0.584030204745749,0.308308291195006,0.253887616514583
"DLX5",0.0220046849769277,0.229956515101019,0.0673163594596966,0,0
"SDHAF3",0,0.0286528103210852,0.0279893032631138,0.0165724927761615,0
"ASNS",0.0362532591661739,0,0.0619182714525452,0,0
"TECPR1",0,0,0,0,0
"BRI3",0.100874141907524,0.0889346023734239,0.520689094953668,0,0.478151624553086
"ARPC1A",0.04558914972156,0.134942613482907,0.142883703615242,0.119663858048163,0.0549773752409617
"ARPC1B",0.0300775577157364,0.250631604645967,0.192732356855192,1.51965256900732,0.431511722695872
"PDAP1",0.201452954947651,0.0867964005485682,0.317267179403031,0.224003123374162,0.13958423373912
"BUD31",0.20676731340322,0.21577585926046,0.44048907014979,0.358162271465042,0
"ATP5J2",0.420259416630352,0.319704270497384,0.490417999010969,0.714291693829835,0.902609714099839
"ZNF394",0.0796089947641012,0.0702614300047432,0,0.0165724927761615,0
"ZNF655",0.0132383227212538,0.0288796599055079,0.0675022472853945,0.0916520485368122,0
"TRIM4",0,0.0393914520124899,0,0.0536258393104755,0
"ZKSCAN1",0,0.0804481094656662,0.0362992611218072,0.0517984673462073,0.0883016802779569
"ZNF3",0.0174529695885768,0.127763202515094,0.0262760429325846,0.0357908309677438,0.0531730509938633
"COPS6",0.147768165408858,0.255135198764165,0.174973092324709,0.23869629004377,0
"MCM7",0.100097541934041,0.143654063834332,0.126600952259449,0.0842514687145069,0
"AP4M1",0,0.0445484041172592,0,0,0.113544493140395
"TAF6",0.0138602869107473,0,0,0.0431832365198318,0
"LAMTOR4",0.0825380129234519,0.396520993488824,0.458691863105556,0.49472017817664,0.582869089426872
"STAG3",0,0,0,0.0100057823931717,0
"PILRB",0,0.0649796409434677,0,0.0384552471341741,0.0549773752409617
"MEPCE",0,0.0247034466014849,0.0741993406867369,0.0827540618261673,0
"PPP1R35",0.0269257326617051,0.0288458114759574,0.112772809697143,0.0300072218245419,0.167000702008937
"TSC22D4",0.172279133847267,0.241339731647958,0.101357831167777,0.301390482993332,0.0531730509938633
"LRCH4",0,0.0733647405691478,0.0416142422781578,0.0768208872904789,0.24869334502183
"PCOLCE",0.0132383227212538,1.43990947897557,0.0707817804689652,0,0
"MOSPD3",0.017167913161816,0.0574626713580021,0.00782893277867664,0.104774644337249,0.0778578761803906
"TFR2",0.102826312936371,0,0.0329228913756663,0,0
"GNB2",0.316323739366538,0.212749249793629,0.223888537581216,0.195604110049929,0.288219324535009
"GIGYF1",0.0291909822306704,0.184179631017278,0.075604161931883,0,0
"POP7",0.0869611563970447,0.175574308941769,0.198501544635102,0.0446272252836514,0.08507075986346
"SLC12A9",0,0.0629255361086326,0.0710154880864263,0,0
"TRIP6",0,0.121126157807489,0.154702382429377,0.0204069691860108,0.0531730509938633
"SRRT",0.0159526595094166,0.0156902929953988,0.0341049757112612,0.0380307137608684,0.194797969168104
"TRIM56",0,0.174392846064281,0.104593798311225,0.0455035743733841,0.0531730509938633
"SERPINE1",0,0,0.0747063995295712,0,0
"AP1S1",0,0.0725922695564616,0.0640218143002985,0.168415993277124,0
"PLOD3",0.0119460945866174,0.153569970531101,0,0.0384399381441578,0
"ZNHIT1",0.0772645941134105,0.381103317431077,0.148440287329421,0.21861920127621,0.08507075986346
"CLDN15",0.11723727650128,0,0.0948926262249204,0.0354341794361053,0
"FIS1",1.05616979597486,0.492399027362518,0.391669134098801,0.59388800056806,0.197226792446586
"IFT22",0.0161265513907695,0.0628401318442935,0,0.0574856654123152,0
"CUX1",0.0134894522906658,0,0,0.0457966133609155,0.139927145141691
"PRKRIP1",0.0247149445074275,0.089893858293218,0.0733329339767737,0.0146200034591095,0
"ORAI2",0,0.0777064739233794,0.0372376005419528,0.0867900063483713,0.0531730509938633
"ALKBH4",0,0.0127978916251743,0.0426534010781024,0.0368974035441276,0
"POLR2J",0.0656398041194156,0.246615214160244,0.318239404556585,0.320955335160085,0.103929114976494
"POLR2J3",0,0.520531238896773,0.177352507292243,0.232371452086175,0.0938810563099678
"RASA4",0,0.0715490066963264,0,0,0
"ARMC10",0,0.0579723720908047,0.0460982523755529,0.0891538073841928,0
"PMPCB",0.0323504412457135,0.0107927128669275,0.0382693195968763,0.0539462020745961,0
"DNAJC2",0.0522884222083505,0.0703712495314404,0.0328604669576208,0,0
"PSMC2",0.0958015272645771,0.0703340054137336,0.0828981803546983,0.104211589318849,0
"ORC5",0,0,0,0,0
"KMT2E-AS1",0.151893875753882,0.162329587925119,0.0354826897109979,0,0.103929114976494
"KMT2E",0.192419269081721,0.34717106071264,0.0943911179119676,0.114157564349294,0.0747147595937399
"SRPK2",0.113259808601521,0.172271463387506,0.041321852492427,0.159100419320094,0.168805026256035
"SYPL1",0.0318074941555657,0.206413138815729,0.109970998486094,0.140800400044283,0
"NAMPT",0.0520729336851563,0.151401380442988,0,0,0
"PRKAR2B",0.0173260128388774,0.069888942225341,0.0100884845243511,0.22343210423795,0
"HBP1",0.491795075296716,0.0714731635733672,0,0.0371721875707324,0.0549773752409617
"BCAP29",0,0.192148321446008,0.0354287570109939,0.042988839110254,0
"AC002467.7",0,0.0261541345828531,0.0412262043528099,0,0
"CBLL1",0.0291456625894016,0.0381355022655736,0,0.0292409610389706,0
"DLD",0.0111858329450305,0.0553657566063712,0,0,0.0986960981448503
"LAMB1",0,0.156346358425692,0.0350591775244126,0.0292409610389706,0
"PNPLA8",0.0370082583107088,0.0859409396449036,0.00782893277867664,0.072828627243043,0
"THAP5",0.0385799200031031,0.0240962635390221,0,0.0574856654123152,0
"DNAJB9",0.0395736485421514,0.169733567235691,0.0888513459396386,0.0490632450973689,0.113827651015074
"IMMP2L",0,0.109182569698963,0,0,0
"ZNF277",0,0.0429104990231111,0,0.0468737805912366,0
"IFRD1",0.0125179189657668,0.268180774414297,0.030980255513353,0.124563910298871,0.108150426234825
"GPR85",0,0.0360390577201838,0.0488696294296366,0,0.0531730509938633
"LINC00998",0,0.0948368790764904,0.0833531543050939,0.111306293567318,0
"MDFIC",0,0.0514154165451433,0,0,0
"TES",0,0,0.0365668190661106,0,0
"CAV2",0.0129752447759119,0.207596524155934,0.120746766044891,0.0144029023261131,0
"CAV1",0,0.123605746859508,0.279479180528893,0.129992209010546,0
"MET",0,0,0.0731136250490161,0,0
"CAPZA2",0.216928461435599,0.189332576625142,0.119475234493916,0.458788125788912,0
"LSM8",0.0703062855101393,0.224942024240582,0.131706670203468,0.156627658464317,0.0981227134457544
"ING3",0.0247149445074275,0.0951189355687503,0.00782893277867664,0.0371721875707324,0.113827651015074
"FAM3C",0,0.145469165297623,0.0799320418090619,0.105262087350131,0
"NDUFA5",0.0952568689974126,0.203145548966026,0.0154651853239289,0.306915612211896,0.0893798070366681
"WASL",0.101548936481567,0.149467993154321,0.0697552038519602,0,0
"ZNF800",0.0402083702666863,0.0687723952020809,0.0354826897109979,0.0723121867108717,0
"ARF5",0.0173439301659533,0.184754806154365,0.0620120790034515,0.266388684947725,0.157429110320913
"SND1",0.0303927549068324,0,0.0453096763637769,0.0590451693747196,0.111192640683925
"SND1-IT1",0,0,0,0,0
"RBM28",0,0.157874091852223,0,0.0753373416882855,0
"IMPDH1",0.0127156038220719,0.0675450701791097,0.0390086298713043,0.0144029023261131,0
"HILPDA",0,0.080213683459488,0.0804006910807477,0,0
"CALU",0.0119971959886289,0.106638701120878,0.195683638672551,0.0165724927761615,0
"ATP6V1F",0.0521893932622438,0.217785520294626,0.428995578039194,0.506058792999706,0.27878272797581
"TNPO3",0,0.0227765867109656,0.0771555577874283,0.0539430958535921,0.0531730509938633
"TSPAN33",0,0,0,0,0
"NRF1",0,0.0247034466014849,0.0262760429325846,0.0292409610389706,0
"UBE2H",0.249165935731235,0.18790280457158,0,0,0
"ZC3HC1",0.0174899151275669,0.0276929094946528,0.00782893277867664,0,0.0531730509938633
"KLHDC10",0,0.0651970979112983,0.0313282154889874,0,0
"CEP41",0,0.0285784402736092,0.0374807435851003,0.0786174159559371,0.105121848565873
"MEST",0.0159526595094166,0.0781439588646416,0.00782893277867664,0.101551314734941,0
"RP11-138A9.1",0,0.0403247656392139,0,0,0
"RP11-138A9.2",0,0.059888133307037,0,0,0
"LINC-PINT",0.0139171972295134,0,0,0.0299761966798694,0
"MKLN1",0.0129752447759119,0.116450445562815,0,0,0
"CHCHD3",0.0143204448588693,0.103209200710383,0.128058896940402,0.0494298749712335,0
"SLC35B4",0,0,0,0.0468737805912366,0
"AKR1B1",0,0.0316008468167086,0,0.144857053317299,0
"BPGM",0.759516296002267,0.195400225307447,0.20483380576872,0.162810776748072,0.4986424939633
"CALD1",0,1.84483158857496,0.962946282873032,0.237871486567997,0
"C7orf49",0.023154891797392,0.0611347953427762,0.0154651853239289,0.118915914181309,0.0878573634635571
"TMEM140",0.128744011544891,0.01805309860903,0.0320641673234746,0.0498576366748937,0.111192640683925
"CNOT4",0.203509302719768,0.114507073744213,0,0.0368974035441276,0.167000702008937
"C7orf73",0.806588557885543,0.528665480154963,0.682757981958739,0.567605536394237,0.670419410603892
"MTPN",0.0405628403239014,0.0859544934753936,0.172228185828997,0.142448160644301,0
"AC090498.1",0.287163277546075,0.769020120151168,0.516158032509519,0.582435128286056,0.908010236367814
"CREB3L2",0,0,0,0.0959409125464893,0
"ZC3HAV1",0.249111807920751,0.269475172870418,0.106556128715579,0,0.0778578761803906
"UBN2",0.0234629561083526,0.0970779193410968,0.0789395123089851,0,0
"C7orf55",0.167787121471931,0.13755003726183,0.0507587492288786,0.0861062106878343,0.112166048686105
"LUC7L2",0.0136940154194572,0.107193481219701,0.091716578213493,0.0843265221766918,0
"MKRN1",0.708660352078988,0.220352305052665,0.275828618604693,0.226429681937257,0.203244562011627
"NDUFB2",0.0128719679965272,0.58892076245494,0.37579786112741,0.492420160284036,0.606386044617021
"MRPS33",0.0136862588921023,0.131746673642187,0.117566536454358,0.194207860143102,0.157429110320913
"SSBP1",0.0812590786774815,0.378912420559058,0.102948078839822,0.358801867322096,0.193315491441936
"TRBC1",0,0,0,0.116703091454647,0
"TRBC2",0,0,0,0.509681418612075,0
"GSTK1",0.0925159544578229,0.293945308952315,0.120585825267449,0.79904132642935,0.149158919832422
"CASP2",0,0.00948576082181009,0.0267638896229656,0.0162626133344135,0
"AC093673.5",0,0.0247034466014849,0.0152004611499806,0.0892414443441738,0.0531730509938633
"ZYX",0.0107728360035055,0.053265418248133,0.0763380253645156,0.601815328170389,0.178643874570234
"CUL1",0.0479159707420347,0.0363168032909132,0.0474702187293454,0,0
"EZH2",0.0126305698439663,0.00948576082181009,0.0262760429325846,0,0.0531730509938633
"PDIA4",0,0.248308803210383,0.0776619758471833,0.0382377542205951,0.126795849948098
"ATP6V0E2",0,0.0296962745040365,0.0893452391935986,0.195774436316558,0
"RARRES2",0,1.23603209724435,0,0,0
"REPIN1",0.016251094108198,0.0518718154847843,0,0.0601157982359634,0
"RP11-511P7.5",0.0119107069776181,0.0177387711589849,0,0,0
"GIMAP7",0,0.0338289620559399,0,0.628587995581567,0
"GIMAP4",0,0.0317128187422157,0.0354826897109979,0.0987281081015005,0
"GIMAP6",0,0,0,0.0408490955123611,0
"GIMAP2",0,0,0,0.0533567114133158,0
"GIMAP1",0,0,0,0.0709928461554251,0
"TMEM176B",0,0.59294556955306,0.0320641673234746,0,0
"TMEM176A",0,0.480115555276362,0,0,0
"KCNH2",0.014765773120322,0,0.0278868797969778,0,0
"SLC4A2",0,0.0797484714990018,0,0.0357908309677438,0
"FASTK",0.0628489653211939,0.171144614027257,0.00782893277867664,0.0950710026231242,0
"TMUB1",0.0554294254744489,0.0994256538182706,0,0.164459558739982,0
"ABCF2",0,0.0156902929953988,0.0409909008211576,0.0146200034591095,0
"CHPF2",0.0344496326003461,0.0261541345828531,0,0.0165724927761615,0
"SMARCD3",0,0.121629910239761,0,0,0
"NUB1",0.0817459347199523,0.123187576015576,0,0.0682139509004644,0.10048488067894
"RHEB",0.258495129746731,0.385937628693393,0.117974420279266,0.294079289844511,0.108150426234825
"GALNT11",0,0.144146499679086,0.0364768393928112,0,0
"KMT2C",0.0486589175064199,0.0614446034298576,0.0593583624949827,0.0793043426465352,0
"INSIG1",0,0.227647899350758,0.0230293939286572,0.0603277262363134,0
"AC009403.2",0.011094721807132,0.0611106028953759,0,0.049444543231926,0
"RBM33",0.0813849170107644,0.131737289924436,0,0.101385357989876,0
"NOM1",0,0.0248574004140812,0.0706595472183625,0,0
"DNAJB6",0.304851210617059,0.15045880300031,0.0986957639523663,0.37073758206113,0.234464191644516
"NCAPG2",0,0,0,0.0901230200605052,0.108150426234825
"ESYT2",0,0.0474553490983895,0.0297324777164759,0,0.113827651015074
"WDR60",0,0.187749815748055,0,0,0
"GTPBP6",0.0114546474720603,0.0847595414032859,0.0329228913756663,0.0100057823931717,0
"LINC00685",0,0.192736649258452,0,0,0.0531730509938633
"SLC25A6",0.14512509826204,0.691683971394325,1.15585106778452,0.637099274517389,0.28283142893861
"P2RY8",0,0.0236132206145442,0,0,0
"AKAP17A",0,0.0531117628742106,0,0.0238348518944819,0
"DHRSX",0,0.23159490597472,0.0399729303480307,0.0788623034977328,0
"CD99",0.236639029695876,0.662270226179244,0.452928839140296,0.962005085280587,0
"PRKX",0,0.030020195776147,0.0843397275432611,0,0
"PNPLA4",0,0.0107927128669275,0,0,0
"ARHGAP6",0,0.0725068366476463,0.0100884845243511,0.053273094659706,0
"MSL3",0.0119971959886289,0.0851592435543533,0,0.0501397725985945,0
"PRPS2",0,0,0.0768614664578547,0.0165724927761615,0
"TMSB4X",1.4924571585116,3.81983495888608,3.75061180632175,5.70488944538201,4.4982668006146
"RAB9A",0.0539417969499106,0.0612976367365246,0,0.0144029023261131,0
"TRAPPC2",0,0,0,0.229137571010057,0
"OFD1",0.0157853924768536,0.278128045868748,0.027813295741284,0.171654016117217,0.0531730509938633
"GPM6B",0.118138344381501,0.616455352186912,0,0,0
"AP1S2",0,0.113858806017893,0.0810732421422433,0.318362501998631,0.20696252656437
"SYAP1",0.010546202737323,0.147923011316488,0.0698068164299941,0.0579841634759502,0
"TXLNG",0,0.0473888123481354,0,0,0
"RBBP7",0.0481779006157801,0.122521567566034,0.0518020621166035,0.0818831535088603,0
"PDHA1",0.0267361091863248,0.0232925488091133,0.111289657263322,0.0244086847192849,0.0549773752409617
"SH3KBP1",0,0.038861537329958,0.040142869356218,0.134305821203555,0.0531730509938633
"EIF1AX",0.0129752447759119,0.142330173278122,0.0543179728790825,0.116322407021721,0
"RPS6KA3",0,0.0617316309908211,0.0400575475502338,0.0189554752975558,0
"SMS",0.0238278036259713,0.0987231083332529,0.166374263038696,0.0812126319546078,0.0531730509938633
"PRDX4",0.0478689527331066,0.36821790079121,0.155105931143727,0.129492677666111,0
"ACOT9",0,0.030020195776147,0,0.0971137596853729,0
"SAT1",0.36461631789927,0.758618635568302,0.418138342321817,1.27400380391079,0.257587046649297
"EIF2S3",0,0.103125816516196,0.0435027132368098,0.154758333683341,0
"ZFX",0.0401058651363764,0.0264407414588446,0.0267638896229656,0.0630764192466393,0
"DYNLT3",0,0.0603735904866539,0.0410843776856159,0.0389384204331977,0
"SRPX",0,0.0930940337976059,0,0,0
"MID1IP1",0.0951019477306146,0.123315116313208,0.0427593709357454,0.0661048256107584,0.128600174195197
"ATP6AP2",0.025311975857645,0.31799111880499,0.00782893277867664,0.137637122597203,0.241963303587101
"MED14",0,0.0302130912688317,0,0,0
"USP9X",0.0144113969518865,0.0777530698308014,0.0193201832389251,0,0
"DDX3X",0.341243950126186,0.281120615652313,0.165288804917072,0.25860580439729,0.31143410035816
"NDUFB11",0.415207310399503,0.420460220522004,0.363319703913359,0.197329421901098,0.498707319761531
"RBM10",0.0242050732684765,0.0782284627373154,0,0.0162626133344135,0
"UBA1",0.0351084714886698,0.0774458746690516,0.0393596645499909,0.0100057823931717,0.0988121003295449
"CDK16",0,0.0369458973642639,0.0797889760550462,0.0529946215034257,0
"USP11",0,0.145481457144048,0,0.0292409610389706,0
"TIMP1",0.0532402265388104,1.23728312984096,0.522218735169282,0.835871119774935,0
"UXT",0.135683699140189,0.167825722210015,0.490354089969799,0.63817612854452,0.189136386031963
"SLC38A5",0.0745332787350779,0.0286528103210852,0.0362992611218072,0.0344432416382594,0.113827651015074
"FTSJ1",0,0,0,0.0465377981617549,0
"EBP",0,0.00948576082181009,0.0453836710294003,0.116786391184585,0.086411182745257
"RBM3",0.110635310893758,0.319217137283173,0.259587393240102,0.572128924783953,0
"WDR13",0.0274556023861524,0.0805777831517821,0.102401610524828,0.032835106110575,0.0531730509938633
"WAS",0,0,0,0.0289612576907276,0
"GATA1",0.282346073824232,0.0819031847382041,0.22001353711045,0.257503590090852,0.0981227134457544
"PCSK1N",0.0775623440664214,0,0,0,0
"TIMM17B",0.0379594301491332,0.193311246425087,0.0100884845243511,0.298953125471186,0
"PQBP1",0.0753483052384782,0.139287952931189,0.0325944728720171,0.0406712980536983,0.0878573634635571
"SLC35A2",0.0248056421516451,0.0107927128669275,0.00782893277867664,0.0357908309677438,0
"PIM2",0.202136232048463,0.00948576082181009,0.0255536698482799,0.0435812611498371,0
"OTUD5",0.0542658841191525,0.0742223915922083,0.0618981966121404,0.127378887447297,0
"GRIPAP1",0.0356384198931931,0.0878766441352899,0.0100884845243511,0.0354341794361053,0
"PRAF2",0,0,0.116420196114694,0.0357908309677438,0
"WDR45",0.22498118346634,0.0593291242699707,0.0381276960306887,0.0350118055620215,0.0549773752409617
"GPKOW",0.0256091692410567,0.0277849230936093,0,0,0
"PLP2",0.0154688939062086,0.0296962745040365,0.141041253972338,0.724382093807175,0.298935778230768
"MAGED1",0,0.091989358398196,0.0808558959449758,0,0
"TSPYL2",0,0.111088429915491,0,0,0
"KDM5C",0.0338297297892684,0.026405849830589,0,0,0.136379968399745
"SMC1A",0.0494368389941189,0.0987410226655871,0.0325944728720171,0.0465377981617549,0
"HSD17B10",0.0464733370788864,0.140056746997315,0.0969836859625323,0.108529649516187,0.181056628702019
"HUWE1",0.0393917565139995,0.0682065296207438,0.105818310815236,0,0
"FAM120C",0.0213964577076985,0,0,0,0
"TSR2",0.0106761528885458,0.0205801582712914,0.00782893277867664,0.112059184961298,0
"MAGED2",0.00937459910150571,0.192501019064702,0.0621388719922185,0.204759256932534,0
"ALAS2",1.99371852001444,0.686658391724678,0.988116165499136,0.529600424288147,1.19029757795769
"FAM104B",0.0670700181380895,0.0633662380259314,0.0100884845243511,0.075419150232665,0
"MAGEH1",0,0.108307678170037,0,0,0
"LINC01420",0,0.339275948155027,0.276222407726355,0.182754646049468,0
"ARHGEF9",0,0.0335702613285513,0,0,0
"AMER1",0.0248981451082586,0.0114441484509284,0,0,0
"LAS1L",0.0459989626848083,0.0247034466014849,0.128698469613038,0.0100057823931717,0
"MSN",0,0.062898592565202,0.166612243758914,0.399907067471163,0
"YIPF6",0.0683178059602992,0.196052226030526,0.035840530060057,0.0809661558403422,0
"EFNB1",0.0119971959886289,0.109251412946461,0,0.0498926028042437,0
"IGBP1",0.0129883376696943,0.0371153074065772,0.0597312959181267,0.172318976319567,0
"PDZD11",0,0.0397184322888335,0,0.108396391501042,0
"SNX12",0,0.0188029551915343,0.012311156298761,0,0
"IL2RG",0.0157853924768536,0,0,0.23660917514139,0
"ZMYM3",0.046907502836016,0,0.0419151639262164,0,0
"NONO",0.0403240863627139,0.0833448382037855,0.0696690392749654,0.0791261534072898,0.263806144104844
"OGT",0.1835171759159,0.180214214108269,0.0356737804581332,0.0371721875707324,0
"CXCR3",0,0,0,0.168132265210754,0
"NHSL2",0.0146573300110193,0.119342324502076,0,0.0144029023261131,0
"PIN4",0.0481419349463991,0.332826332183885,0.172167136083776,0.218243722875245,0.0778578761803906
"RPS4X",0.67669009120012,1.65671942988681,1.82252139080005,2.19743066970301,1.67315211797989
"XIST",0,0.051185223637366,0,0,0.0549773752409617
"JPX",0,0.0575659384037806,0,0.0100057823931717,0.0549773752409617
"ABCB7",0.0266245713482257,0.0413304411307931,0.0287643030308026,0.0165724927761615,0
"PBDC1",0.0144022141764807,0,0.120678025341504,0.126953279418012,0
