"","receptor","tf"
"15318","IL1R1","SKI"
"15319","IL1R1","SMAD3"
"15320","IL1R1","SMAD4"
"15321","IL1R1","SOX2"
"15322","IL1R1","SP1"
"15323","IL1R1","STAT1"
"15324","IL1R1","TAL1"
"15325","IL1R1","TBPL1"
"15326","IL1R1","TERF1"
"15327","IL1R1","TWIST1"
"15328","IL1R1","YBX1"
"15329","IL1R1","ZNF322"
"15330","IL1RAPL1","TP53"
"15331","IL1RAPL2","TP53"
"15332","IL27RA","STAT1"
"15333","IL2RA","NFKB1"
"15334","IL2RA","STAT5B"
"15335","IL2RB","ELK1"
"15337","IL2RB","FOXO3"
"15339","IL2RB","IKZF3"
"15341","IL2RB","IRF5"
"15342","IL2RB","IRF7"
"15343","IL2RB","JUN"
"15344","IL2RB","MYB"
"15345","IL2RB","RBPJ"
"15346","IL2RB","RELA"
"15347","IL2RB","SMAD3"
"15348","IL2RB","STAT1"
"15350","IL2RB","STAT4"
"15351","IL2RB","STAT5A"
"15354","IL2RB","STAT5B"
"15355","IL2RB","TFDP1"
"15356","IL2RG","ELK1"
"15357","IL2RG","FOXO3"
"15358","IL2RG","IKZF3"
"15359","IL2RG","STAT1"
"15361","IL2RG","STAT5A"
"15363","IL2RG","STAT5B"
"15364","IL5RA","SOX4"
"15365","ILK","AIRE"
"15366","ILK","ARNT"
"15367","ILK","ASCL1"
"15368","ILK","ATF1"
"15369","ILK","ATF2"
"15370","ILK","ATF4"
"15372","ILK","ATF5"
"15373","ILK","ATOH1"
"15374","ILK","CEBPD"
"15375","ILK","CREB1"
"15381","ILK","CREB3"
"15382","ILK","CREM"
"15383","ILK","CUX2"
"15384","ILK","DDIT3"
"15386","ILK","DLX5"
"15388","ILK","E2F1"
"15392","ILK","EGR1"
"15393","ILK","ELF1"
"15397","ILK","ELK1"
"15398","ILK","EPAS1"
"15399","ILK","ETV1"
"15400","ILK","FOS"
"15401","ILK","FOSB"
"15402","ILK","FOXA2"
"15404","ILK","FOXG1"
"15406","ILK","FOXO1"
"15411","ILK","FOXO3"
"15418","ILK","FOXO4"
"15420","ILK","FOXO6"
"15422","ILK","GATA1"
"15425","ILK","GATA2"
"15427","ILK","GLI1"
"15429","ILK","HAND1"
"15431","ILK","HES5"
"15433","ILK","HES6"
"15434","ILK","HHEX"
"15435","ILK","HIC2"
"15436","ILK","HIF1A"
"15438","ILK","HMGA1"
"15441","ILK","HMGA2"
"15442","ILK","HOXA11"
"15443","ILK","HOXB7"
"15444","ILK","HOXC4"
"15445","ILK","HSF1"
"15447","ILK","IKZF1"
"15452","ILK","IKZF3"
"15453","ILK","IRF2"
"15454","ILK","IRF3"
"15459","ILK","JUN"
"15461","ILK","KLF1"
"15463","ILK","LEF1"
"15465","ILK","MAX"
"15466","ILK","MAZ"
"15468","ILK","MECOM"
"15469","ILK","MEF2A"
"15470","ILK","MEF2C"
"15472","ILK","MEF2D"
"15473","ILK","MITF"
"15475","ILK","MXD1"
"15477","ILK","MYB"
"15478","ILK","MYC"
"15484","ILK","MYCN"
"15485","ILK","MYT1"
"15487","ILK","NFATC2"
"15491","ILK","NFATC3"
"15492","ILK","NFKB1"
"15495","ILK","NFKB2"
"15496","ILK","NKX2-5"
"15497","ILK","NR4A1"
"15500","ILK","NR4A2"
"15501","ILK","NRF1"
"15503","ILK","OSR1"
"15504","ILK","PAX3"
"15505","ILK","PDX1"
"15506","ILK","PIN1"
"15508","ILK","PITX2"
"15510","ILK","POU2F1"
"15511","ILK","POU5F1"
"15514","ILK","RBPJ"
"15515","ILK","RELA"
"15524","ILK","RUNX2"
"15527","ILK","SHOX"
"15528","ILK","SKI"
"15530","ILK","SMAD1"
"15536","ILK","SMAD3"
"15547","ILK","SMAD4"
"15549","ILK","SNAI1"
"15550","ILK","SOX2"
"15552","ILK","SP1"
"15563","ILK","SP3"
"15565","ILK","SPI1"
"15566","ILK","SPIB"
"15568","ILK","SRF"
"15571","ILK","STAT1"
"15574","ILK","STAT4"
"15575","ILK","TAL1"
"15577","ILK","TCF4"
"15578","ILK","TCF7L2"
"15579","ILK","TEAD1"
"15580","ILK","TEAD2"
"15581","ILK","TEAD3"
"15582","ILK","TEAD4"
"15583","ILK","TERF1"
"15587","ILK","TFAP2A"
"15588","ILK","TFCP2"
"15592","ILK","TFEB"
"15593","ILK","TP53"
"15611","ILK","TP63"
"15612","ILK","TP73"
"15614","ILK","TWIST1"
"15617","ILK","USF1"
"15618","ILK","YBX1"
"15621","ILK","YY1"
"15622","ILK","ZBTB16"
"15623","ILK","ZC3H8"
"15624","ILK","ZHX1"
"15625","ILK","ZNF322"
"15628","INPP5D","CREB1"
"15629","INPP5D","DLX5"
"15630","INPP5D","FOXA2"
"15631","INPP5D","FOXG1"
"15632","INPP5D","FOXO1"
"15633","INPP5D","FOXO3"
"15634","INPP5D","FOXO4"
"15635","INPP5D","FOXO6"
"15636","INPP5D","GATA1"
"15637","INPP5D","GATA2"
"15638","INPP5D","HAND1"
"15639","INPP5D","HES5"
"15640","INPP5D","IRF5"
"15642","INPP5D","IRF7"
"15643","INPP5D","MITF"
"15644","INPP5D","MXD1"
"15645","INPP5D","MYB"
"15646","INPP5D","MYT1"
"15647","INPP5D","NFATC2"
"15648","INPP5D","NFKB1"
"15650","INPP5D","NR4A1"
"15651","INPP5D","NRF1"
"15652","INPP5D","PITX2"
"15653","INPP5D","POU5F1"
"15654","INPP5D","RELA"
"15656","INPP5D","RUNX2"
"15657","INPP5D","SKI"
"15658","INPP5D","SMAD3"
"15659","INPP5D","SMAD4"
"15660","INPP5D","SOX2"
"15661","INPP5D","SP1"
"15662","INPP5D","STAT1"
"15663","INPP5D","TAL1"
"15664","INPP5D","TERF1"
"15665","INPP5D","TWIST1"
"15666","INPP5D","YBX1"
"15667","INPP5D","ZNF322"
"15668","INSR","ATF1"
"15671","INSR","ATF2"
"15672","INSR","CEBPB"
"15674","INSR","CREB1"
"15688","INSR","CREM"
"15691","INSR","DLX5"
"15694","INSR","E2F1"
"15696","INSR","ELF1"
"15698","INSR","ELK1"
"15717","INSR","FOXA2"
"15720","INSR","FOXG1"
"15723","INSR","FOXO1"
"15726","INSR","FOXO3"
"15740","INSR","FOXO4"
"15743","INSR","FOXO6"
"15746","INSR","GATA1"
"15749","INSR","GATA2"
"15752","INSR","GCM1"
"15755","INSR","GLI1"
"15756","INSR","HAND1"
"15759","INSR","HES5"
"15762","INSR","HMGA1"
"15766","INSR","IKZF1"
"15767","INSR","IKZF3"
"15777","INSR","IRF3"
"15779","INSR","IRF5"
"15780","INSR","IRF7"
"15781","INSR","JUN"
"15796","INSR","JUND"
"15797","INSR","MEF2D"
"15798","INSR","MITF"
"15801","INSR","MXD1"
"15804","INSR","MYB"
"15805","INSR","MYC"
"15808","INSR","MYOD1"
"15809","INSR","MYT1"
"15812","INSR","NFATC1"
"15827","INSR","NFATC2"
"15848","INSR","NFATC3"
"15857","INSR","NFATC4"
"15866","INSR","NFKB1"
"15868","INSR","NKX2-1"
"15869","INSR","NR4A1"
"15872","INSR","NRF1"
"15875","INSR","PAX3"
"15876","INSR","PAX8"
"15877","INSR","PITX2"
"15880","INSR","POU4F1"
"15883","INSR","POU5F1"
"15886","INSR","RBPJ"
"15887","INSR","RELA"
"15894","INSR","RUNX2"
"15898","INSR","SKI"
"15901","INSR","SMAD1"
"15903","INSR","SMAD3"
"15915","INSR","SMAD4"
"15916","INSR","SOX2"
"15919","INSR","SP1"
"15925","INSR","SP3"
"15926","INSR","STAT1"
"15931","INSR","STAT4"
"15932","INSR","STAT5A"
"15938","INSR","STAT5B"
"15942","INSR","TAL1"
"15945","INSR","TBP"
"15949","INSR","TEAD1"
"15950","INSR","TEAD2"
"15951","INSR","TEAD3"
"15952","INSR","TEAD4"
"15953","INSR","TERF1"
"15956","INSR","TFCP2"
"15958","INSR","TFDP1"
"15959","INSR","TFEB"
"15962","INSR","TP53"
"15969","INSR","TP73"
"15970","INSR","TWIST1"
"15973","INSR","XBP1"
"15974","INSR","YBX1"
"15978","INSR","ZBTB16"
"15979","INSR","ZNF24"
"15980","INSR","ZNF264"
"15981","INSR","ZNF322"
"15984","IRAK1","ARNT"
"15985","IRAK1","ARNTL"
"15986","IRAK1","CEBPA"
"15987","IRAK1","CREB1"
"15988","IRAK1","CTCF"
"15989","IRAK1","DLX5"
"15990","IRAK1","EGR1"
"15991","IRAK1","ELF4"
"15993","IRAK1","ETV5"
"15994","IRAK1","FOS"
"15995","IRAK1","FOXA2"
"15996","IRAK1","FOXG1"
"15997","IRAK1","FOXL2"
"15998","IRAK1","FOXO1"
"15999","IRAK1","FOXO3"
"16001","IRAK1","FOXO4"
"16002","IRAK1","FOXO6"
"16003","IRAK1","GABPA"
"16004","IRAK1","GATA1"
"16005","IRAK1","GATA2"
"16006","IRAK1","HAND1"
"16007","IRAK1","HES5"
"16008","IRAK1","HMGA1"
"16009","IRAK1","HNF4A"
"16010","IRAK1","HSF2"
"16011","IRAK1","IRF3"
"16012","IRAK1","IRF5"
"16024","IRAK1","IRF7"
"16036","IRAK1","JUN"
"16040","IRAK1","MITF"
"16042","IRAK1","MXD1"
"16043","IRAK1","MYB"
"16054","IRAK1","MYC"
"16055","IRAK1","MYOD1"
"16056","IRAK1","MYT1"
"16057","IRAK1","NCOA1"
"16058","IRAK1","NFATC1"
"16059","IRAK1","NFATC2"
"16060","IRAK1","NFKB1"
"16071","IRAK1","NKX2-5"
"16072","IRAK1","NR2F2"
"16073","IRAK1","NR4A1"
"16074","IRAK1","NR5A1"
"16075","IRAK1","NRF1"
"16076","IRAK1","PITX2"
"16077","IRAK1","PLAG1"
"16078","IRAK1","POU5F1"
"16079","IRAK1","RELA"
"16089","IRAK1","RUNX2"
"16092","IRAK1","SKI"
"16093","IRAK1","SMAD1"
"16095","IRAK1","SMAD3"
"16099","IRAK1","SMAD4"
"16104","IRAK1","SMAD5"
"16105","IRAK1","SMAD9"
"16106","IRAK1","SOX2"
"16107","IRAK1","SOX4"
"16108","IRAK1","SOX6"
"16110","IRAK1","SP1"
"16112","IRAK1","SP3"
"16114","IRAK1","SREBF1"
"16115","IRAK1","SRF"
"16117","IRAK1","STAT1"
"16119","IRAK1","TAL1"
"16120","IRAK1","TBPL1"
"16122","IRAK1","TEAD1"
"16123","IRAK1","TEAD2"
"16124","IRAK1","TEAD3"
"16125","IRAK1","TEAD4"
"16126","IRAK1","TERF1"
"16127","IRAK1","TFAP2B"
"16128","IRAK1","TFAP2C"
"16129","IRAK1","TP53"
"16132","IRAK1","TP73"
"16133","IRAK1","TRPS1"
"16134","IRAK1","TWIST1"
"16135","IRAK1","YBX1"
"16136","IRAK1","ZBTB16"
"16137","IRAK1","ZHX1"
"16138","IRAK1","ZNF10"
"16139","IRAK1","ZNF322"
"16140","IRAK2","CREB1"
"16141","IRAK2","DLX5"
"16142","IRAK2","FOXA2"
"16143","IRAK2","FOXG1"
"16144","IRAK2","FOXO1"
"16145","IRAK2","FOXO3"
"16147","IRAK2","FOXO4"
"16148","IRAK2","FOXO6"
"16149","IRAK2","GATA1"
"16151","IRAK2","GATA2"
"16152","IRAK2","HAND1"
"16153","IRAK2","HES5"
"16154","IRAK2","HMGA1"
"16155","IRAK2","HOXC8"
"16156","IRAK2","IRF3"
"16157","IRAK2","IRF5"
"16162","IRAK2","IRF7"
"16166","IRAK2","JUN"
"16167","IRAK2","MITF"
"16168","IRAK2","MXD1"
"16169","IRAK2","MYB"
"16173","IRAK2","MYC"
"16174","IRAK2","MYT1"
"16175","IRAK2","NFATC2"
"16176","IRAK2","NFKB1"
"16178","IRAK2","NR4A1"
"16179","IRAK2","NRF1"
"16180","IRAK2","PITX2"
"16181","IRAK2","POU5F1"
"16182","IRAK2","RELA"
"16184","IRAK2","RUNX2"
"16186","IRAK2","SKI"
"16187","IRAK2","SMAD1"
"16189","IRAK2","SMAD3"
"16194","IRAK2","SMAD4"
"16198","IRAK2","SMAD5"
"16199","IRAK2","SMAD9"
"16200","IRAK2","SOX2"
"16201","IRAK2","SP1"
"16202","IRAK2","STAT1"
"16203","IRAK2","TAL1"
"16204","IRAK2","TBPL1"
"16205","IRAK2","TERF1"
"16206","IRAK2","TWIST1"
"16207","IRAK2","YBX1"
"16208","IRAK2","ZNF322"
"16209","IRAK3","CREB1"
"16210","IRAK3","DLX5"
"16211","IRAK3","FOXA2"
"16212","IRAK3","FOXG1"
"16213","IRAK3","FOXO1"
"16214","IRAK3","FOXO3"
"16215","IRAK3","FOXO4"
"16216","IRAK3","FOXO6"
"16217","IRAK3","GATA1"
"16218","IRAK3","GATA2"
"16219","IRAK3","HAND1"
"16220","IRAK3","HES5"
"16221","IRAK3","IRF3"
"16222","IRAK3","IRF5"
"16227","IRAK3","IRF7"
"16231","IRAK3","MITF"
"16232","IRAK3","MXD1"
"16233","IRAK3","MYB"
"16237","IRAK3","MYT1"
"16238","IRAK3","NFATC2"
"16239","IRAK3","NFKB1"
"16241","IRAK3","NR4A1"
"16242","IRAK3","NRF1"
"16243","IRAK3","PITX2"
"16244","IRAK3","POU5F1"
"16245","IRAK3","RELA"
"16247","IRAK3","RUNX2"
"16248","IRAK3","SKI"
"16249","IRAK3","SMAD3"
"16250","IRAK3","SMAD4"
"16251","IRAK3","SOX2"
"16252","IRAK3","SP1"
"16253","IRAK3","STAT1"
"16254","IRAK3","TAL1"
"16255","IRAK3","TBPL1"
"16257","IRAK3","TERF1"
"16258","IRAK3","TWIST1"
"16259","IRAK3","YBX1"
"16260","IRAK3","ZNF322"
"16261","ITGA1","FOXO3"
"16262","ITGA1","HMGA1"
"16263","ITGA1","STAT1"
"16264","ITGA1","STAT5A"
"16265","ITGA1","STAT5B"
"16266","ITGA2B_ITGB3","YBX1"
"16267","ITGA5","ELK1"
"16268","ITGA5","FOXO3"
"16269","ITGA5","HMGA1"
"16270","ITGA5","IKZF3"
"16271","ITGA5","JUN"
"16272","ITGA5","NFKB1"
"16273","ITGA5","SMAD3"
"16274","ITGA5","STAT1"
"16275","ITGA5","STAT5A"
"16276","ITGA5","STAT5B"
"16277","ITGB1","AIRE"
"16278","ITGB1","ARNT"
"16279","ITGB1","ASCL1"
"16280","ITGB1","ATF1"
"16281","ITGB1","ATF2"
"16282","ITGB1","ATF4"
"16284","ITGB1","ATF5"
"16285","ITGB1","ATOH1"
"16286","ITGB1","CEBPD"
"16287","ITGB1","CREB1"
"16289","ITGB1","CREB3"
"16290","ITGB1","CREM"
"16291","ITGB1","CUX2"
"16292","ITGB1","DDIT3"
"16294","ITGB1","DLX5"
"16295","ITGB1","E2F1"
"16299","ITGB1","EGR1"
"16300","ITGB1","ELF1"
"16301","ITGB1","EPAS1"
"16302","ITGB1","ETV1"
"16303","ITGB1","FOS"
"16304","ITGB1","FOSB"
"16305","ITGB1","FOXA2"
"16306","ITGB1","FOXG1"
"16307","ITGB1","FOXO1"
"16311","ITGB1","FOXO3"
"16314","ITGB1","FOXO4"
"16315","ITGB1","FOXO6"
"16316","ITGB1","GATA1"
"16318","ITGB1","GATA2"
"16319","ITGB1","GLI1"
"16321","ITGB1","HAND1"
"16322","ITGB1","HES5"
"16323","ITGB1","HES6"
"16324","ITGB1","HHEX"
"16325","ITGB1","HIC2"
"16326","ITGB1","HIF1A"
"16328","ITGB1","HMGA1"
"16330","ITGB1","HMGA2"
"16331","ITGB1","HOXA11"
"16332","ITGB1","HOXB7"
"16333","ITGB1","HOXC4"
"16334","ITGB1","HSF1"
"16336","ITGB1","IKZF1"
"16338","ITGB1","IRF2"
"16339","ITGB1","IRF3"
"16341","ITGB1","JUN"
"16343","ITGB1","KLF1"
"16345","ITGB1","LEF1"
"16347","ITGB1","MAX"
"16348","ITGB1","MAZ"
"16350","ITGB1","MECOM"
"16351","ITGB1","MEF2A"
"16352","ITGB1","MEF2C"
"16354","ITGB1","MEF2D"
"16355","ITGB1","MITF"
"16356","ITGB1","MXD1"
"16357","ITGB1","MYB"
"16358","ITGB1","MYC"
"16361","ITGB1","MYCN"
"16362","ITGB1","MYT1"
"16363","ITGB1","NFATC2"
"16365","ITGB1","NFATC3"
"16366","ITGB1","NFKB1"
"16369","ITGB1","NFKB2"
"16370","ITGB1","NKX2-5"
"16371","ITGB1","NR4A1"
"16373","ITGB1","NR4A2"
"16374","ITGB1","NRF1"
"16375","ITGB1","OSR1"
"16376","ITGB1","PAX3"
"16377","ITGB1","PDX1"
"16378","ITGB1","PIN1"
"16380","ITGB1","PITX2"
"16381","ITGB1","POU2F1"
"16382","ITGB1","POU5F1"
"16384","ITGB1","RBPJ"
"16385","ITGB1","RELA"
"16391","ITGB1","RUNX2"
"16393","ITGB1","SHOX"
"16394","ITGB1","SKI"
"16395","ITGB1","SMAD1"
"16398","ITGB1","SMAD3"
"16406","ITGB1","SMAD4"
"16408","ITGB1","SNAI1"
"16409","ITGB1","SOX2"
"16410","ITGB1","SP1"
"16416","ITGB1","SP3"
"16417","ITGB1","SPI1"
"16418","ITGB1","SPIB"
"16420","ITGB1","SRF"
"16423","ITGB1","STAT1"
"16425","ITGB1","STAT4"
"16426","ITGB1","TAL1"
"16427","ITGB1","TCF4"
"16428","ITGB1","TCF7L2"
"16429","ITGB1","TEAD1"
"16430","ITGB1","TEAD2"
"16431","ITGB1","TEAD3"
"16432","ITGB1","TEAD4"
"16433","ITGB1","TERF1"
"16436","ITGB1","TFAP2A"
"16437","ITGB1","TFCP2"
"16438","ITGB1","TFEB"
"16439","ITGB1","TP53"
"16451","ITGB1","TP63"
"16452","ITGB1","TP73"
"16454","ITGB1","TWIST1"
"16456","ITGB1","USF1"
"16457","ITGB1","YBX1"
"16458","ITGB1","YY1"
"16459","ITGB1","ZBTB16"
"16460","ITGB1","ZC3H8"
"16461","ITGB1","ZHX1"
"16462","ITGB1","ZNF322"
"16464","ITGB2","ELK1"
"16465","ITGB2","IKZF3"
"16466","ITGB2","JUN"
"16467","ITGB3","ELK1"
"16468","ITGB3","FOXO3"
"16469","ITGB3","IKZF3"
"16470","ITGB3","STAT1"
"16471","ITGB3","STAT5A"
"16472","ITGB3","STAT5B"
"16473","ITK","CREB1"
"16474","ITK","ELF1"
"16475","ITK","ELK1"
"16481","ITK","FOXO3"
"16483","ITK","IKZF3"
"16489","ITK","IRF1"
"16490","ITK","IRF3"
"16492","ITK","IRF5"
"16493","ITK","JUN"
"16496","ITK","MYC"
"16497","ITK","NFKB1"
"16498","ITK","RELA"
"16500","ITK","SMAD1"
"16501","ITK","SMAD3"
"16506","ITK","SMAD4"
"16508","ITK","SP1"
"16509","ITK","STAT5A"
"16510","ITK","STAT5B"
"16511","ITK","TFCP2"
"16512","ITK","TP53"
"16515","JAK1","ATF4"
"16517","JAK1","ATF6"
"16518","JAK1","CREB1"
"16519","JAK1","DBP"
"16520","JAK1","DLX5"
"16521","JAK1","ELK1"
"16525","JAK1","FOXA2"
"16526","JAK1","FOXG1"
"16527","JAK1","FOXO1"
"16528","JAK1","FOXO3"
"16534","JAK1","FOXO4"
"16535","JAK1","FOXO6"
"16536","JAK1","GATA1"
"16537","JAK1","GATA2"
"16538","JAK1","HAND1"
"16539","JAK1","HES5"
"16540","JAK1","HMGA1"
"16542","JAK1","IKZF3"
"16546","JAK1","IRF5"
"16547","JAK1","IRF7"
"16548","JAK1","JUN"
"16549","JAK1","MITF"
"16550","JAK1","MXD1"
"16551","JAK1","MYB"
"16552","JAK1","MYT1"
"16553","JAK1","NFATC2"
"16554","JAK1","NR4A1"
"16555","JAK1","NRF1"
"16556","JAK1","PITX2"
"16557","JAK1","POU5F1"
"16558","JAK1","RBPJ"
"16559","JAK1","RELA"
"16561","JAK1","RUNX2"
"16562","JAK1","SKI"
"16563","JAK1","SMAD3"
"16565","JAK1","SOX2"
"16566","JAK1","SP1"
"16567","JAK1","STAT1"
"16571","JAK1","STAT2"
"16572","JAK1","STAT4"
"16573","JAK1","STAT5A"
"16577","JAK1","STAT5B"
"16580","JAK1","TAL1"
"16581","JAK1","TERF1"
"16582","JAK1","TFDP1"
"16583","JAK1","TP53"
"16584","JAK1","TWIST1"
"16585","JAK1","YBX1"
"16586","JAK1","ZNF322"
"16587","JAK2","ARNTL"
"16588","JAK2","ATF1"
"16589","JAK2","ATF2"
"16590","JAK2","ATOH1"
"16592","JAK2","CREB1"
"16600","JAK2","CREM"
"16601","JAK2","DBP"
"16602","JAK2","DLX5"
"16606","JAK2","E2F1"
"16611","JAK2","E2F2"
"16612","JAK2","E2F3"
"16614","JAK2","E2F4"
"16616","JAK2","E2F5"
"16618","JAK2","EGR1"
"16620","JAK2","ELF1"
"16622","JAK2","ELK1"
"16627","JAK2","FOXA2"
"16631","JAK2","FOXG1"
"16635","JAK2","FOXO1"
"16639","JAK2","FOXO3"
"16650","JAK2","FOXO4"
"16655","JAK2","FOXO6"
"16659","JAK2","GATA1"
"16663","JAK2","GATA2"
"16667","JAK2","GCM1"
"16668","JAK2","GLI1"
"16670","JAK2","GLI2"
"16671","JAK2","GLI3"
"16672","JAK2","GLIS2"
"16673","JAK2","GTF2I"
"16674","JAK2","HAND1"
"16678","JAK2","HES1"
"16679","JAK2","HES5"
"16684","JAK2","HIF1A"
"16685","JAK2","HMGA1"
"16687","JAK2","HOXB6"
"16688","JAK2","IKZF3"
"16693","JAK2","IRF3"
"16695","JAK2","IRF5"
"16696","JAK2","IRF7"
"16697","JAK2","JUN"
"16703","JAK2","LEF1"
"16704","JAK2","MAX"
"16705","JAK2","MITF"
"16709","JAK2","MXD1"
"16713","JAK2","MYB"
"16715","JAK2","MYBL2"
"16718","JAK2","MYC"
"16725","JAK2","MYOD1"
"16729","JAK2","MYT1"
"16733","JAK2","NFATC2"
"16739","JAK2","NFATC3"
"16740","JAK2","NFKB1"
"16743","JAK2","NFKB2"
"16745","JAK2","NR4A1"
"16749","JAK2","NRF1"
"16753","JAK2","PITX2"
"16757","JAK2","POU5F1"
"16762","JAK2","PURB"
"16763","JAK2","RBPJ"
"16764","JAK2","RELA"
"16772","JAK2","RUNX2"
"16776","JAK2","SKI"
"16780","JAK2","SMAD1"
"16782","JAK2","SMAD3"
"16795","JAK2","SMAD4"
"16797","JAK2","SNAI1"
"16798","JAK2","SOX2"
"16802","JAK2","SP1"
"16814","JAK2","SP3"
"16815","JAK2","SPI1"
"16816","JAK2","STAT1"
"16822","JAK2","STAT2"
"16823","JAK2","STAT4"
"16825","JAK2","STAT5A"
"16828","JAK2","STAT5B"
"16830","JAK2","TAL1"
"16834","JAK2","TBP"
"16835","JAK2","TCF3"
"16836","JAK2","TERF1"
"16840","JAK2","TET1"
"16841","JAK2","TFCP2"
"16844","JAK2","TFDP1"
"16846","JAK2","TP53"
"16853","JAK2","TP63"
"16854","JAK2","TP73"
"16855","JAK2","TWIST1"
"16859","JAK2","WT1"
"16860","JAK2","YBX1"
"16864","JAK2","YY1"
"16865","JAK2","ZBTB16"
"16866","JAK2","ZNF322"
"16870","JAK3","ATF4"
"16871","JAK3","ATF5"
"16872","JAK3","CREB1"
"16873","JAK3","DBP"
"16874","JAK3","DDIT3"
"16875","JAK3","DLX5"
"16876","JAK3","E2F1"
"16878","JAK3","E2F3"
"16879","JAK3","ELK1"
"16882","JAK3","FOS"
"16883","JAK3","FOXA2"
"16884","JAK3","FOXG1"
"16885","JAK3","FOXM1"
"16886","JAK3","FOXO1"
"16887","JAK3","FOXO3"
"16892","JAK3","FOXO4"
"16893","JAK3","FOXO6"
"16894","JAK3","GATA1"
"16895","JAK3","GATA2"
"16896","JAK3","HAND1"
"16897","JAK3","HES5"
"16898","JAK3","HMGA1"
"16900","JAK3","IKZF3"
"16903","JAK3","IRF5"
"16904","JAK3","IRF7"
"16905","JAK3","MEF2C"
"16906","JAK3","MITF"
"16907","JAK3","MXD1"
"16908","JAK3","MYB"
"16909","JAK3","MYBL2"
"16910","JAK3","MYC"
"16911","JAK3","MYT1"
"16912","JAK3","NFATC1"
"16913","JAK3","NFATC2"
"16914","JAK3","NR4A1"
"16915","JAK3","NRF1"
"16916","JAK3","PITX2"
"16917","JAK3","POU5F1"
"16918","JAK3","RBPJ"
"16919","JAK3","RELA"
"16922","JAK3","RUNX2"
"16923","JAK3","SKI"
"16924","JAK3","SMAD3"
"16926","JAK3","SMAD4"
"16927","JAK3","SOX2"
"16928","JAK3","SP1"
"16930","JAK3","STAT1"
"16934","JAK3","STAT2"
"16935","JAK3","STAT4"
"16936","JAK3","STAT5A"
"16941","JAK3","STAT5B"
"16945","JAK3","TAL1"
"16946","JAK3","TERF1"
"16947","JAK3","TFDP1"
"16948","JAK3","TP53"
"16952","JAK3","TWIST1"
"16953","JAK3","YBX1"
"16954","JAK3","ZNF322"
"16955","KAT2B","E2F1"
"16957","KAT2B","E2F2"
"16958","KAT2B","ETV1"
"16959","KAT2B","FLI1"
"16960","KAT2B","HNF1A"
"16961","KAT2B","IRF1"
"16962","KAT2B","IRF2"
"16963","KAT2B","IRF7"
"16964","KAT2B","KLF13"
"16965","KAT2B","MEF2C"
"16966","KAT2B","MYC"
"16968","KAT2B","MYOD1"
"16969","KAT2B","NR5A1"
"16970","KAT2B","RBPJ"
"16971","KAT2B","RELA"
"16972","KAT2B","SMAD3"
"16974","KAT2B","TAL1"
"16975","KAT2B","TP53"
"16977","KAT2B","TP73"
"16978","KRAS","FOXO4"
"16979","KRAS","JUN"
"16980","KRAS","SRY"
"16981","KRAS","TCF3"
"16982","LAT","CREB1"
"16983","LAT","DLX5"
"16984","LAT","ELK1"
"16986","LAT","FOXA2"
"16987","LAT","FOXG1"
"16988","LAT","FOXO1"
"16989","LAT","FOXO3"
"16991","LAT","FOXO4"
"16992","LAT","FOXO6"
"16993","LAT","GATA1"
"16994","LAT","GATA2"
"16995","LAT","HAND1"
"16996","LAT","HES5"
"16997","LAT","IKZF3"
"16999","LAT","JUN"
"17001","LAT","MITF"
"17002","LAT","MXD1"
"17003","LAT","MYT1"
"17004","LAT","NFATC2"
"17005","LAT","NR4A1"
"17006","LAT","NRF1"
"17007","LAT","PITX2"
"17008","LAT","POU5F1"
"17009","LAT","RUNX2"
"17010","LAT","SKI"
"17011","LAT","SMAD3"
"17013","LAT","SOX2"
"17014","LAT","SP1"
"17015","LAT","STAT1"
"17016","LAT","TAL1"
"17017","LAT","TERF1"
"17018","LAT","TWIST1"
"17019","LAT","YBX1"
"17020","LAT","ZNF322"
"17021","LATS2","ATF1"
"17022","LATS2","ATF2"
"17023","LATS2","E2F1"
"17029","LATS2","E2F2"
"17031","LATS2","E2F3"
"17034","LATS2","E2F5"
"17035","LATS2","ERF"
"17036","LATS2","FOXM1"
"17038","LATS2","FOXO1"
"17039","LATS2","FOXO3"
"17040","LATS2","GLI1"
"17041","LATS2","HIF1A"
"17042","LATS2","JUN"
"17046","LATS2","MEF2C"
"17048","LATS2","MEF2D"
"17049","LATS2","MYBL2"
"17051","LATS2","MYC"
"17052","LATS2","MYOD1"
"17056","LATS2","NFATC1"
"17057","LATS2","NFATC4"
"17058","LATS2","NKX2-1"
"17059","LATS2","PAX3"
"17060","LATS2","PAX8"
"17061","LATS2","POU5F1"
"17062","LATS2","RUNX1"
"17063","LATS2","RUNX2"
"17065","LATS2","RUNX3"
"17066","LATS2","SMAD1"
"17067","LATS2","SMAD3"
"17070","LATS2","SNAI1"
"17072","LATS2","SP1"
"17075","LATS2","SP3"
"17076","LATS2","SPI1"
"17077","LATS2","SREBF1"
"17078","LATS2","TBP"
"17080","LATS2","TEAD1"
"17082","LATS2","TEAD2"
"17084","LATS2","TEAD3"
"17086","LATS2","TEAD4"
"17088","LATS2","TFCP2"
"17090","LATS2","TFDP1"
"17091","LATS2","TP53"
"17095","LATS2","TP63"
"17096","LATS2","TP73"
"17100","LATS2","YY1"
"17102","LCK","CEBPB"
"17103","LCK","CREB1"
"17108","LCK","DLX5"
