"","receptor","tf"
"18329","MAP2K7","FOXA2"
"18332","MAP2K7","FOXG1"
"18335","MAP2K7","FOXO1"
"18338","MAP2K7","FOXO3"
"18342","MAP2K7","FOXO4"
"18345","MAP2K7","FOXO6"
"18348","MAP2K7","GATA1"
"18351","MAP2K7","GATA2"
"18354","MAP2K7","HAND1"
"18357","MAP2K7","HES5"
"18360","MAP2K7","HMGA1"
"18361","MAP2K7","HSF1"
"18362","MAP2K7","IKZF3"
"18363","MAP2K7","IRF5"
"18365","MAP2K7","IRF7"
"18366","MAP2K7","MAFA"
"18367","MAP2K7","MITF"
"18370","MAP2K7","MXD1"
"18373","MAP2K7","MYB"
"18374","MAP2K7","MYT1"
"18377","MAP2K7","NEUROD1"
"18378","MAP2K7","NFATC2"
"18381","MAP2K7","NFATC4"
"18382","MAP2K7","NFKB1"
"18385","MAP2K7","NR4A1"
"18388","MAP2K7","NRF1"
"18391","MAP2K7","PITX2"
"18394","MAP2K7","POU5F1"
"18397","MAP2K7","RBPJ"
"18399","MAP2K7","RELA"
"18402","MAP2K7","RUNX2"
"18405","MAP2K7","SKI"
"18408","MAP2K7","SMAD3"
"18411","MAP2K7","SMAD4"
"18413","MAP2K7","SOX2"
"18416","MAP2K7","SP1"
"18419","MAP2K7","STAT1"
"18422","MAP2K7","TAL1"
"18425","MAP2K7","TCF3"
"18426","MAP2K7","TERF1"
"18429","MAP2K7","TP53"
"18430","MAP2K7","TSC22D1"
"18432","MAP2K7","TWIST1"
"18435","MAP2K7","YBX1"
"18438","MAP2K7","ZBTB21"
"18439","MAP2K7","ZNF322"
"18442","MAP2K7","ZNF33A"
"18443","MAP2K7","ZNF567"
"18444","MAP3K1","AIRE"
"18445","MAP3K1","ARNT"
"18446","MAP3K1","ARNTL"
"18447","MAP3K1","CEBPA"
"18448","MAP3K1","CTCF"
"18449","MAP3K1","E2F1"
"18450","MAP3K1","ELF4"
"18451","MAP3K1","ELK1"
"18452","MAP3K1","ETS2"
"18453","MAP3K1","ETV5"
"18454","MAP3K1","FOS"
"18455","MAP3K1","FOXL2"
"18456","MAP3K1","FOXO1"
"18457","MAP3K1","FOXO3"
"18459","MAP3K1","GATA1"
"18460","MAP3K1","HNF1A"
"18461","MAP3K1","HSF2"
"18462","MAP3K1","IKZF3"
"18463","MAP3K1","IRF5"
"18464","MAP3K1","IRF7"
"18465","MAP3K1","JUN"
"18467","MAP3K1","MEF2D"
"18468","MAP3K1","MITF"
"18469","MAP3K1","MYB"
"18470","MAP3K1","NCOA1"
"18471","MAP3K1","NFATC1"
"18473","MAP3K1","NFKB1"
"18474","MAP3K1","NKX2-5"
"18475","MAP3K1","NKX3-1"
"18476","MAP3K1","PLAG1"
"18477","MAP3K1","RELA"
"18478","MAP3K1","SMAD1"
"18479","MAP3K1","SMAD3"
"18480","MAP3K1","SMAD4"
"18484","MAP3K1","SMAD5"
"18485","MAP3K1","SMAD9"
"18486","MAP3K1","SOX4"
"18487","MAP3K1","SOX6"
"18489","MAP3K1","SP3"
"18491","MAP3K1","SREBF1"
"18492","MAP3K1","SRF"
"18493","MAP3K1","STAT1"
"18494","MAP3K1","TBP"
"18495","MAP3K1","TFAP2B"
"18496","MAP3K1","TFAP2C"
"18497","MAP3K1","TP53"
"18499","MAP3K1","TRPS1"
"18500","MAP3K1","ZBTB16"
"18501","MAP3K1","ZHX1"
"18502","MAP3K11","ATF2"
"18503","MAP3K11","CREB1"
"18504","MAP3K11","DLX5"
"18505","MAP3K11","FOXA2"
"18506","MAP3K11","FOXG1"
"18507","MAP3K11","FOXO1"
"18508","MAP3K11","FOXO3"
"18509","MAP3K11","FOXO4"
"18510","MAP3K11","FOXO6"
"18511","MAP3K11","GATA1"
"18514","MAP3K11","GATA2"
"18515","MAP3K11","GATAD2A"
"18516","MAP3K11","HAND1"
"18517","MAP3K11","HES5"
"18518","MAP3K11","HSF1"
"18519","MAP3K11","JUN"
"18520","MAP3K11","MAFA"
"18521","MAP3K11","MITF"
"18522","MAP3K11","MXD1"
"18523","MAP3K11","MYT1"
"18524","MAP3K11","MZF1"
"18525","MAP3K11","NEUROD1"
"18528","MAP3K11","NFATC2"
"18529","MAP3K11","NFATC4"
"18530","MAP3K11","NR4A1"
"18531","MAP3K11","NRF1"
"18532","MAP3K11","PIN1"
"18533","MAP3K11","PITX2"
"18534","MAP3K11","POU5F1"
"18535","MAP3K11","RBPJ"
"18537","MAP3K11","RUNX1"
"18538","MAP3K11","RUNX2"
"18539","MAP3K11","SKI"
"18540","MAP3K11","SMAD3"
"18542","MAP3K11","SMAD4"
"18543","MAP3K11","SNAI2"
"18544","MAP3K11","SOX2"
"18545","MAP3K11","SP1"
"18546","MAP3K11","STAT1"
"18547","MAP3K11","TAL1"
"18548","MAP3K11","TCF3"
"18553","MAP3K11","TERF1"
"18554","MAP3K11","TP53"
"18556","MAP3K11","TSC22D1"
"18557","MAP3K11","TWIST1"
"18558","MAP3K11","YBX1"
"18560","MAP3K11","ZBTB21"
"18561","MAP3K11","ZNF322"
"18562","MAP3K13","CREB1"
"18563","MAP3K13","DLX5"
"18564","MAP3K13","FOXA2"
"18565","MAP3K13","FOXG1"
"18566","MAP3K13","FOXO1"
"18567","MAP3K13","FOXO3"
"18568","MAP3K13","FOXO4"
"18569","MAP3K13","FOXO6"
"18570","MAP3K13","GATA1"
"18571","MAP3K13","GATA2"
"18572","MAP3K13","HAND1"
"18573","MAP3K13","HES5"
"18574","MAP3K13","MITF"
"18575","MAP3K13","MXD1"
"18576","MAP3K13","MYT1"
"18577","MAP3K13","NEUROD1"
"18578","MAP3K13","NFATC2"
"18579","MAP3K13","NR4A1"
"18580","MAP3K13","NRF1"
"18581","MAP3K13","PITX2"
"18582","MAP3K13","POU5F1"
"18583","MAP3K13","RBPJ"
"18584","MAP3K13","RUNX2"
"18585","MAP3K13","SKI"
"18586","MAP3K13","SMAD3"
"18587","MAP3K13","SNAI1"
"18588","MAP3K13","SOX2"
"18589","MAP3K13","SP1"
"18590","MAP3K13","STAT1"
"18591","MAP3K13","TAL1"
"18592","MAP3K13","TCF3"
"18593","MAP3K13","TERF1"
"18594","MAP3K13","TSC22D1"
"18595","MAP3K13","TWIST1"
"18596","MAP3K13","YBX1"
"18597","MAP3K13","ZNF322"
"18598","MAP3K14","CREB1"
"18600","MAP3K14","DLX5"
"18602","MAP3K14","EGR1"
"18605","MAP3K14","ELK1"
"18606","MAP3K14","FOXA2"
"18608","MAP3K14","FOXG1"
"18610","MAP3K14","FOXO1"
"18612","MAP3K14","FOXO3"
"18615","MAP3K14","FOXO4"
"18617","MAP3K14","FOXO6"
"18619","MAP3K14","GATA1"
"18622","MAP3K14","GATA2"
"18624","MAP3K14","GLI1"
"18625","MAP3K14","GLI2"
"18626","MAP3K14","GLI3"
"18627","MAP3K14","GLIS2"
"18628","MAP3K14","HAND1"
"18630","MAP3K14","HES5"
"18632","MAP3K14","IRF3"
"18633","MAP3K14","IRF5"
"18636","MAP3K14","IRF7"
"18637","MAP3K14","JUN"
"18641","MAP3K14","MITF"
"18643","MAP3K14","MXD1"
"18645","MAP3K14","MYB"
"18646","MAP3K14","MYOD1"
"18649","MAP3K14","MYT1"
"18651","MAP3K14","NFATC1"
"18653","MAP3K14","NFATC2"
"18657","MAP3K14","NFATC3"
"18659","MAP3K14","NFATC4"
"18661","MAP3K14","NFKB1"
"18670","MAP3K14","NFKB2"
"18672","MAP3K14","NR4A1"
"18674","MAP3K14","NRF1"
"18676","MAP3K14","PITX2"
"18678","MAP3K14","POU5F1"
"18680","MAP3K14","RELA"
"18689","MAP3K14","RUNX2"
"18691","MAP3K14","SKI"
"18693","MAP3K14","SMAD1"
"18694","MAP3K14","SMAD3"
"18697","MAP3K14","SMAD4"
"18700","MAP3K14","SMAD5"
"18701","MAP3K14","SMAD9"
"18702","MAP3K14","SOX2"
"18704","MAP3K14","SP1"
"18709","MAP3K14","STAT1"
"18711","MAP3K14","TAL1"
"18713","MAP3K14","TERF1"
"18715","MAP3K14","TP53"
"18717","MAP3K14","TP63"
"18718","MAP3K14","TP73"
"18719","MAP3K14","TWIST1"
"18721","MAP3K14","YBX1"
"18723","MAP3K14","ZNF322"
"18725","MAP3K4","CREB1"
"18726","MAP3K4","DLX5"
"18727","MAP3K4","EPAS1"
"18728","MAP3K4","ERF"
"18729","MAP3K4","FOXA2"
"18730","MAP3K4","FOXG1"
"18731","MAP3K4","FOXM1"
"18734","MAP3K4","FOXO1"
"18736","MAP3K4","FOXO3"
"18737","MAP3K4","FOXO4"
"18738","MAP3K4","FOXO6"
"18739","MAP3K4","GATA1"
"18742","MAP3K4","GATA2"
"18743","MAP3K4","GATAD2A"
"18744","MAP3K4","GLI1"
"18745","MAP3K4","GLI2"
"18746","MAP3K4","GLI3"
"18747","MAP3K4","GLIS2"
"18748","MAP3K4","HAND1"
"18749","MAP3K4","HES5"
"18750","MAP3K4","HIF1A"
"18751","MAP3K4","JUN"
"18753","MAP3K4","LEF1"
"18754","MAP3K4","MEF2C"
"18757","MAP3K4","MEF2D"
"18758","MAP3K4","MITF"
"18759","MAP3K4","MXD1"
"18760","MAP3K4","MYC"
"18761","MAP3K4","MYOD1"
"18762","MAP3K4","MYT1"
"18763","MAP3K4","MZF1"
"18764","MAP3K4","NEUROD1"
"18766","MAP3K4","NFAT5"
"18767","MAP3K4","NFATC2"
"18768","MAP3K4","NFATC3"
"18770","MAP3K4","NR4A1"
"18771","MAP3K4","NR5A1"
"18772","MAP3K4","NRF1"
"18773","MAP3K4","OSR1"
"18774","MAP3K4","PITX2"
"18775","MAP3K4","POU5F1"
"18776","MAP3K4","PRDM1"
"18777","MAP3K4","RUNX1"
"18779","MAP3K4","RUNX2"
"18781","MAP3K4","SATB2"
"18782","MAP3K4","SKI"
"18784","MAP3K4","SMAD1"
"18785","MAP3K4","SMAD3"
"18790","MAP3K4","SMAD4"
"18791","MAP3K4","SNAI2"
"18792","MAP3K4","SOX2"
"18793","MAP3K4","SOX9"
"18794","MAP3K4","SP1"
"18796","MAP3K4","SPIB"
"18797","MAP3K4","SREBF1"
"18798","MAP3K4","SRF"
"18799","MAP3K4","STAT1"
"18801","MAP3K4","TAL1"
"18802","MAP3K4","TCF3"
"18806","MAP3K4","TERF1"
"18807","MAP3K4","TP53"
"18811","MAP3K4","TP73"
"18812","MAP3K4","TWIST1"
"18813","MAP3K4","YBX1"
"18815","MAP3K4","ZNF322"
"18817","MAP3K5","AIRE"
"18818","MAP3K5","ARNT"
"18819","MAP3K5","ARNTL"
"18820","MAP3K5","ATF1"
"18821","MAP3K5","ATF2"
"18822","MAP3K5","ATF4"
"18823","MAP3K5","ATF5"
"18824","MAP3K5","CREB1"
"18827","MAP3K5","CREM"
"18828","MAP3K5","CUX1"
"18829","MAP3K5","DDIT3"
"18830","MAP3K5","DLX5"
"18831","MAP3K5","E2F1"
"18844","MAP3K5","E2F2"
"18846","MAP3K5","E2F3"
"18849","MAP3K5","E2F5"
"18851","MAP3K5","ERF"
"18852","MAP3K5","FOXA2"
"18853","MAP3K5","FOXG1"
"18854","MAP3K5","FOXM1"
"18857","MAP3K5","FOXO1"
"18862","MAP3K5","FOXO3"
"18868","MAP3K5","FOXO4"
"18869","MAP3K5","FOXO6"
"18870","MAP3K5","GATA1"
"18873","MAP3K5","GATA2"
"18874","MAP3K5","GLI1"
"18875","MAP3K5","HAND1"
"18876","MAP3K5","HES5"
"18877","MAP3K5","HIF1A"
"18879","MAP3K5","HOXB6"
"18880","MAP3K5","IRF3"
"18881","MAP3K5","IRF5"
"18884","MAP3K5","IRF7"
"18885","MAP3K5","JUN"
"18888","MAP3K5","LEF1"
"18889","MAP3K5","MAX"
"18890","MAP3K5","MEF2A"
"18891","MAP3K5","MEF2C"
"18895","MAP3K5","MEF2D"
"18901","MAP3K5","MITF"
"18902","MAP3K5","MXD1"
"18903","MAP3K5","MYB"
"18905","MAP3K5","MYBL2"
"18908","MAP3K5","MYC"
"18909","MAP3K5","MYOD1"
"18914","MAP3K5","MYOG"
"18915","MAP3K5","MYT1"
"18916","MAP3K5","NFATC1"
"18920","MAP3K5","NFATC2"
"18922","MAP3K5","NFATC3"
"18924","MAP3K5","NFATC4"
"18926","MAP3K5","NFKB1"
"18929","MAP3K5","NFKB2"
"18930","MAP3K5","NFYA"
"18931","MAP3K5","NR4A1"
"18932","MAP3K5","NRF1"
"18933","MAP3K5","PITX2"
"18934","MAP3K5","POU2F1"
"18935","MAP3K5","POU5F1"
"18938","MAP3K5","PURB"
"18939","MAP3K5","RELA"
"18943","MAP3K5","RUNX1"
"18944","MAP3K5","RUNX2"
"18945","MAP3K5","RUNX3"
"18946","MAP3K5","SKI"
"18947","MAP3K5","SMAD1"
"18948","MAP3K5","SMAD3"
"18950","MAP3K5","SMAD4"
"18953","MAP3K5","SMAD5"
"18954","MAP3K5","SMAD9"
"18955","MAP3K5","SNAI1"
"18959","MAP3K5","SOX2"
"18960","MAP3K5","SP1"
"18965","MAP3K5","SP3"
"18966","MAP3K5","SPI1"
"18967","MAP3K5","SREBF1"
"18968","MAP3K5","STAT1"
"18969","MAP3K5","TAL1"
"18970","MAP3K5","TBP"
"18975","MAP3K5","TCF3"
"18976","MAP3K5","TERF1"
"18978","MAP3K5","TFCP2"
"18981","MAP3K5","TFDP1"
"18982","MAP3K5","TP53"
"18994","MAP3K5","TP73"
"18997","MAP3K5","TWIST1"
"18998","MAP3K5","YBX1"
"18999","MAP3K5","YY1"
"19000","MAP3K5","ZNF322"
"19001","MAP3K7","CREB1"
"19002","MAP3K7","DLX5"
"19003","MAP3K7","E2F1"
"19004","MAP3K7","EGR1"
"19007","MAP3K7","FOS"
"19008","MAP3K7","FOXA2"
"19009","MAP3K7","FOXG1"
"19010","MAP3K7","FOXO1"
"19011","MAP3K7","FOXO3"
"19013","MAP3K7","FOXO4"
"19014","MAP3K7","FOXO6"
"19015","MAP3K7","GATA1"
"19017","MAP3K7","GATA2"
"19018","MAP3K7","GLI1"
"19019","MAP3K7","GLI2"
"19020","MAP3K7","GLI3"
"19021","MAP3K7","GLIS2"
"19022","MAP3K7","HAND1"
"19023","MAP3K7","HES5"
"19024","MAP3K7","HOXC8"
"19025","MAP3K7","IRF3"
"19027","MAP3K7","IRF5"
"19032","MAP3K7","IRF7"
"19036","MAP3K7","JUN"
"19039","MAP3K7","MITF"
"19040","MAP3K7","MXD1"
"19041","MAP3K7","MYB"
"19044","MAP3K7","MYOD1"
"19047","MAP3K7","MYT1"
"19048","MAP3K7","NFATC2"
"19049","MAP3K7","NFKB1"
"19065","MAP3K7","NFKB2"
"19066","MAP3K7","NR4A1"
"19067","MAP3K7","NR5A1"
"19068","MAP3K7","NRF1"
"19069","MAP3K7","PAX2"
"19070","MAP3K7","PITX2"
"19071","MAP3K7","POU5F1"
"19072","MAP3K7","RELA"
"19088","MAP3K7","RUNX2"
"19089","MAP3K7","SKI"
"19090","MAP3K7","SMAD1"
"19092","MAP3K7","SMAD3"
"19097","MAP3K7","SMAD4"
"19101","MAP3K7","SMAD5"
"19102","MAP3K7","SMAD9"
"19103","MAP3K7","SOX2"
"19104","MAP3K7","SP1"
"19108","MAP3K7","STAT1"
"19109","MAP3K7","TAL1"
"19110","MAP3K7","TERF1"
"19111","MAP3K7","TP53"
"19113","MAP3K7","TP63"
"19114","MAP3K7","TWIST1"
"19115","MAP3K7","YBX1"
"19116","MAP3K7","ZNF322"
"19117","MAP3K8","CREB1"
"19118","MAP3K8","DLX5"
"19119","MAP3K8","FOXA2"
"19120","MAP3K8","FOXG1"
"19121","MAP3K8","FOXO1"
"19122","MAP3K8","FOXO3"
"19123","MAP3K8","FOXO4"
"19124","MAP3K8","FOXO6"
"19125","MAP3K8","GATA1"
"19127","MAP3K8","GATA2"
"19128","MAP3K8","HAND1"
"19129","MAP3K8","HES5"
"19130","MAP3K8","IRF3"
"19131","MAP3K8","IRF5"
"19134","MAP3K8","IRF7"
"19135","MAP3K8","MITF"
"19136","MAP3K8","MXD1"
"19137","MAP3K8","MYB"
"19138","MAP3K8","MYT1"
"19139","MAP3K8","NFATC2"
"19140","MAP3K8","NFKB1"
"19144","MAP3K8","NFKB2"
"19145","MAP3K8","NR4A1"
"19146","MAP3K8","NRF1"
"19147","MAP3K8","PIN1"
"19148","MAP3K8","PITX2"
"19149","MAP3K8","POU5F1"
"19150","MAP3K8","REL"
"19151","MAP3K8","RELA"
"19155","MAP3K8","RUNX2"
"19156","MAP3K8","SKI"
"19157","MAP3K8","SMAD1"
"19158","MAP3K8","SMAD3"
"19160","MAP3K8","SMAD4"
"19163","MAP3K8","SMAD5"
"19164","MAP3K8","SMAD9"
"19165","MAP3K8","SOX2"
"19166","MAP3K8","SP1"
"19167","MAP3K8","STAT1"
"19168","MAP3K8","TAL1"
"19169","MAP3K8","TERF1"
"19170","MAP3K8","TWIST1"
"19171","MAP3K8","YBX1"
"19172","MAP3K8","ZNF322"
"19173","MAP4K1","CEBPB"
"19174","MAP4K1","ELK1"
"19178","MAP4K1","FOXO3"
"19180","MAP4K1","IKZF3"
"19184","MAP4K1","JUN"
"19185","MAP4K1","NFATC2"
"19187","MAP4K1","NFKB1"
"19188","MAP4K1","RELA"
"19190","MAP4K1","SMAD3"
"19193","MAP4K1","STAT1"
"19194","MAP4K1","STAT5A"
"19195","MAP4K1","STAT5B"
"19196","MAP4K2","GATA1"
"19197","MAP4K2","GLI1"
"19198","MAP4K2","GLI2"
"19199","MAP4K2","GLI3"
"19200","MAP4K2","GLIS2"
"19201","MAP4K2","IRF5"
"19202","MAP4K2","NEUROD1"
"19203","MAP4K2","NFKB1"
"19204","MAP4K2","NFKB2"
"19205","MAP4K2","RELA"
"19206","MAP4K2","SMAD1"
"19207","MAP4K2","SMAD3"
"19208","MAP4K2","SMAD4"
"19210","MAP4K2","SMAD5"
"19211","MAP4K2","SMAD9"
"19212","MAP4K2","TCF3"
"19213","MAP4K2","TP63"
"19214","MAP4K3","GATA1"
"19215","MAP4K3","IRF5"
"19216","MAP4K3","SMAD1"
"19217","MAP4K3","SMAD4"
"19218","MAP4K3","SMAD5"
"19219","MAP4K3","SMAD9"
"19220","MAP4K4","ELK1"
"19221","MAP4K4","FOXO3"
"19222","MAP4K4","IKZF3"
"19223","MAP4K4","JUN"
"19224","MAP4K4","MYOD1"
"19225","MAP4K4","NKX2-1"
"19226","MAP4K4","PAX3"
"19227","MAP4K4","PAX8"
"19228","MAP4K4","RUNX2"
"19230","MAP4K4","SMAD1"
"19232","MAP4K4","SMAD3"
"19233","MAP4K4","TEAD1"
"19235","MAP4K4","TEAD2"
"19237","MAP4K4","TEAD3"
"19239","MAP4K4","TEAD4"
"19241","MAP4K4","TP73"
"19242","MAP4K5","CEBPB"
"19243","MAP4K5","ELK1"
"19244","MAP4K5","EPAS1"
"19245","MAP4K5","FOXO1"
"19246","MAP4K5","FOXO3"
"19247","MAP4K5","GATA1"
"19248","MAP4K5","HIF1A"
"19249","MAP4K5","IKZF3"
"19250","MAP4K5","IRF5"
"19251","MAP4K5","JUN"
"19252","MAP4K5","LEF1"
"19253","MAP4K5","MEF2D"
"19254","MAP4K5","NFATC2"
"19256","MAP4K5","NFATC3"
"19257","MAP4K5","NFKB1"
"19258","MAP4K5","OSR1"
"19259","MAP4K5","RELA"
"19260","MAP4K5","SMAD1"
"19261","MAP4K5","SMAD3"
"19264","MAP4K5","SMAD4"
"19265","MAP4K5","SMAD5"
"19266","MAP4K5","SMAD9"
"19267","MAP4K5","SPIB"
"19268","MAP4K5","SRF"
"19269","MAP4K5","TP53"
"19270","MAP4K5","ZNF322"
"19271","MAPK1","AIRE"
"19273","MAPK1","ARID5B"
"19274","MAPK1","ARNT"
"19276","MAPK1","ARNTL"
"19280","MAPK1","ASCL1"
"19282","MAPK1","ATF1"
"19290","MAPK1","ATF2"
"19300","MAPK1","ATF4"
"19302","MAPK1","ATF5"
"19303","MAPK1","ATOH1"
"19306","MAPK1","CDX2"
"19307","MAPK1","CEBPA"
"19308","MAPK1","CEBPB"
"19309","MAPK1","CEBPD"
"19311","MAPK1","CIC"
"19312","MAPK1","CREB1"
"19338","MAPK1","CREB3"
"19340","MAPK1","CREM"
"19344","MAPK1","CUX1"
"19346","MAPK1","CUX2"
"19348","MAPK1","DDIT3"
"19352","MAPK1","DLX5"
"19362","MAPK1","E2F1"
"19386","MAPK1","E2F2"
"19392","MAPK1","E2F3"
"19401","MAPK1","E2F4"
"19405","MAPK1","E2F5"
"19410","MAPK1","EGR1"
"19414","MAPK1","ELF1"
"19418","MAPK1","ELF4"
"19420","MAPK1","ELK1"
"19430","MAPK1","ELK4"
"19431","MAPK1","EPAS1"
"19433","MAPK1","ERF"
"19436","MAPK1","ERG"
"19437","MAPK1","ETS1"
"19438","MAPK1","ETS2"
"19439","MAPK1","ETV1"
"19440","MAPK1","ETV3"
"19441","MAPK1","ETV6"
"19442","MAPK1","FOS"
"19446","MAPK1","FOSB"
"19448","MAPK1","FOXA2"
"19458","MAPK1","FOXG1"
"19468","MAPK1","FOXM1"
"19473","MAPK1","FOXO1"
"19492","MAPK1","FOXO3"
"19515","MAPK1","FOXO4"
"19525","MAPK1","FOXO6"
"19535","MAPK1","FOXP3"
"19537","MAPK1","GABPA"
"19539","MAPK1","GATA1"
"19551","MAPK1","GATA2"
"19562","MAPK1","GATA4"
"19563","MAPK1","GATA6"
"19565","MAPK1","GCM1"
"19567","MAPK1","GFI1B"
"19568","MAPK1","GLI1"
"19575","MAPK1","GLI2"
"19577","MAPK1","GLI3"
"19578","MAPK1","GTF2I"
"19579","MAPK1","HAND1"
"19589","MAPK1","HES1"
"19590","MAPK1","HES5"
"19600","MAPK1","HES6"
"19602","MAPK1","HHEX"
"19604","MAPK1","HIC2"
"19605","MAPK1","HIF1A"
"19618","MAPK1","HMGA1"
"19625","MAPK1","HMGA2"
"19627","MAPK1","HNF1A"
"19628","MAPK1","HNF1B"
"19629","MAPK1","HOXA11"
"19630","MAPK1","HOXB6"
"19632","MAPK1","HOXB7"
"19634","MAPK1","HOXB9"
"19635","MAPK1","HOXC4"
"19636","MAPK1","HSF1"
"19642","MAPK1","HSF4"
"19643","MAPK1","IKZF1"
"19651","MAPK1","IKZF3"
"19659","MAPK1","IRF2"
"19661","MAPK1","IRF3"
"19667","MAPK1","IRF5"
"19668","MAPK1","IRF7"
"19670","MAPK1","IRX2"
"19671","MAPK1","JUN"
"19693","MAPK1","JUND"
"19694","MAPK1","KLF1"
"19697","MAPK1","KLF11"
"19698","MAPK1","KLF12"
"19700","MAPK1","KLF8"
"19701","MAPK1","LEF1"
"19708","MAPK1","LYL1"
"19709","MAPK1","MAFA"
"19711","MAPK1","MAX"
"19715","MAPK1","MAZ"
"19718","MAPK1","MECOM"
"19720","MAPK1","MEF2A"
"19724","MAPK1","MEF2B"
"19725","MAPK1","MEF2C"
"19734","MAPK1","MEF2D"
"19737","MAPK1","MITF"
"19748","MAPK1","MXD1"
"19758","MAPK1","MYB"
"19764","MAPK1","MYBL2"
"19774","MAPK1","MYC"
"19794","MAPK1","MYCN"
"19797","MAPK1","MYOD1"
"19813","MAPK1","MYT1"
"19823","MAPK1","NANOG"
"19824","MAPK1","NCOA1"
"19825","MAPK1","NCOA2"
"19826","MAPK1","NEUROD1"
"19827","MAPK1","NEUROD2"
"19828","MAPK1","NFATC1"
"19830","MAPK1","NFATC2"
"19844","MAPK1","NFATC3"
"19850","MAPK1","NFATC4"
"19855","MAPK1","NFKB1"
"19863","MAPK1","NFKB2"
"19866","MAPK1","NKX2-1"
"19867","MAPK1","NKX2-5"
"19869","MAPK1","NKX3-1"
"19870","MAPK1","NR4A1"
"19884","MAPK1","NR4A2"
"19886","MAPK1","NR5A1"
"19888","MAPK1","NRF1"
"19898","MAPK1","OSR1"
"19900","MAPK1","PAX3"
"19902","MAPK1","PBX2"
"19903","MAPK1","PDX1"
"19905","MAPK1","PIN1"
"19908","MAPK1","PITX2"
"19918","MAPK1","POU2F1"
"19919","MAPK1","POU5F1"
"19934","MAPK1","PRDM1"
"19935","MAPK1","PURB"
"19937","MAPK1","RBPJ"
"19940","MAPK1","RELA"
"19958","MAPK1","RUNX1"
"19962","MAPK1","RUNX2"
"19974","MAPK1","SATB2"
"19975","MAPK1","SHOX"
"19977","MAPK1","SIX3"
"19978","MAPK1","SIX6"
"19979","MAPK1","SKI"
"19989","MAPK1","SMAD1"
"19999","MAPK1","SMAD3"
"20043","MAPK1","SMAD4"
"20057","MAPK1","SMAD5"
"20058","MAPK1","SNAI1"
"20064","MAPK1","SNAI2"
"20065","MAPK1","SOX2"
"20075","MAPK1","SOX9"
"20076","MAPK1","SP1"
"20114","MAPK1","SP3"
"20124","MAPK1","SPI1"
"20131","MAPK1","SPIB"
"20135","MAPK1","SREBF1"
"20138","MAPK1","SREBF2"
"20139","MAPK1","SRF"
"20146","MAPK1","STAT1"
"20161","MAPK1","STAT4"
"20162","MAPK1","STAT5A"
"20166","MAPK1","STAT5B"
"20169","MAPK1","TAL1"
"20179","MAPK1","TBP"
"20184","MAPK1","TCF12"
"20186","MAPK1","TCF3"
"20191","MAPK1","TCF4"
"20195","MAPK1","TCF7L2"
"20197","MAPK1","TEAD1"
"20199","MAPK1","TEAD2"
"20201","MAPK1","TEAD3"
"20203","MAPK1","TEAD4"
"20205","MAPK1","TERF1"
"20218","MAPK1","TERF2"
"20220","MAPK1","TET1"
"20221","MAPK1","TFAP2A"
"20223","MAPK1","TFCP2"
"20232","MAPK1","TFDP1"
"20237","MAPK1","TFEB"
"20240","MAPK1","TGIF1"
"20241","MAPK1","TP53"
"20312","MAPK1","TP63"
"20315","MAPK1","TP73"
"20325","MAPK1","TSHZ3"
"20326","MAPK1","TWIST1"
"20339","MAPK1","USF1"
"20340","MAPK1","WIZ"
"20343","MAPK1","WT1"
"20344","MAPK1","YBX1"
"20356","MAPK1","YBX3"
"20357","MAPK1","YY1"
"20364","MAPK1","ZBTB16"
"20367","MAPK1","ZBTB21"
"20368","MAPK1","ZBTB49"
"20369","MAPK1","ZC3H8"
"20371","MAPK1","ZHX1"
"20373","MAPK1","ZNF322"
"20385","MAPK10","AIRE"
"20386","MAPK10","ATF1"
"20387","MAPK10","ATF2"
"20390","MAPK10","CEBPA"
"20391","MAPK10","CEBPB"
"20393","MAPK10","CEBPD"
"20394","MAPK10","CREB1"
"20397","MAPK10","DLX5"
"20398","MAPK10","E2F1"
"20409","MAPK10","E2F2"
"20411","MAPK10","E2F3"
"20415","MAPK10","E2F5"
"20416","MAPK10","E4F1"
"20417","MAPK10","ELK1"
"20421","MAPK10","ELK3"
"20422","MAPK10","ERF"
"20424","MAPK10","FOXA2"
"20425","MAPK10","FOXG1"
"20426","MAPK10","FOXM1"
"20430","MAPK10","FOXO1"
"20431","MAPK10","FOXO3"
"20435","MAPK10","FOXO4"
"20436","MAPK10","FOXO6"
"20437","MAPK10","FOXP3"
"20438","MAPK10","GATA1"
"20439","MAPK10","GATA2"
"20440","MAPK10","GLI1"
"20441","MAPK10","HAND1"
"20442","MAPK10","HES5"
"20443","MAPK10","HIF1A"
"20445","MAPK10","HIF3A"
"20446","MAPK10","HMGA1"
"20447","MAPK10","HSF1"
"20448","MAPK10","IKZF1"
"20449","MAPK10","IKZF3"
"20452","MAPK10","JUN"
"20457","MAPK10","JUND"
"20458","MAPK10","KMT2A"
"20459","MAPK10","KMT2B"
"20460","MAPK10","MEF2A"
"20462","MAPK10","MEF2C"
"20467","MAPK10","MEF2D"
"20470","MAPK10","MITF"
"20471","MAPK10","MXD1"
"20472","MAPK10","MYBL2"
"20475","MAPK10","MYC"
"20480","MAPK10","MYOD1"
"20488","MAPK10","MYOG"
"20489","MAPK10","MYT1"
"20490","MAPK10","NEUROD1"
