"","ligands_human"
"2848","IFNA6"
"2849","IFNA4"
"2850","IFNA4"
"2851","IFNA4"
"2852","IFNA4"
"2853","IFNA4"
"2854","IFNA4"
"2855","IFNA16"
"2856","IFNA16"
"2857","IFNA16"
"2858","IFNA16"
"2859","IFNA16"
"2860","IFNA16"
"2861","IGF1"
"2862","IGF1"
"2863","IGF1"
"2864","IGF1"
"2865","IGF1"
"2866","IGF1"
"2867","IGF1"
"2868","IGF1"
"2869","IGF1"
"2870","IGF1"
"2871","IGF1"
"2872","IGF1"
"2873","IGF1"
"2874","IGF1"
"2875","IGF1"
"2876","IGF1"
"2877","IGF1"
"2878","IGF1"
"2879","IGF1"
"2880","IGF1"
"2881","IGF1"
"2882","IGF1"
"2883","IGF1"
"2884","IGF1"
"2885","IGF1"
"2886","IGF1"
"2887","IGF1"
"2888","IGF1"
"2889","IGF1"
"2890","IGF1"
"2891","IGF1"
"2892","IGF1"
"2893","IGF1"
"2894","IGF1"
"2895","IGF1"
"2896","IGF1"
"2897","IGF1"
"2898","IGF1"
"2899","IGF1"
"2900","IGF1"
"2901","IGF1"
"2902","IGF1"
"2903","IGF1"
"2904","IGF1"
"2905","APOD"
"2906","S100A8"
"2907","S100A8"
"2908","S100A8"
"2909","S100A8"
"2910","S100A8"
"2911","S100A8"
"2912","S100A8"
"2913","S100A8"
"2914","S100A8"
"2915","INHA"
"2916","INHA"
"2917","INHA"
"2918","INHA"
"2919","INHA"
"2920","INHA"
"2921","IL4"
"2922","IL4"
"2923","IL4"
"2924","IL4"
"2925","IL4"
"2926","IL4"
"2927","IL4"
"2928","IL4"
"2929","IL4"
"2930","IL4"
"2931","IL4"
"2932","IL4"
"2933","IL4"
"2934","IL4"
"2935","IL4"
"2936","IL4"
"2937","IL4"
"2938","IL4"
"2939","IL4"
"2940","IL4"
"2941","IL4"
"2942","IL4"
"2943","IL4"
"2944","IL4"
"2945","IL4"
"2946","IL4"
"2947","IL4"
"2948","IL4"
"2949","IL4"
"2950","IL4"
"2951","IL4"
"2952","IL4"
"2953","IL4"
"2954","IL4"
"2955","IL4"
"2956","IL4"
"2957","IL4"
"2958","IL4"
"2959","IL4"
"2960","IL4"
"2961","IL4"
"2962","IL4"
"2963","IL4"
"2964","IL4"
"2965","IL4"
"2966","IL4"
"2967","IL4"
"2968","IL4"
"2969","IL5"
"2970","IL5"
"2971","IL5"
"2972","IL5"
"2973","IL5"
"2974","IL5"
"2975","IL5"
"2976","IL5"
"2977","IL5"
"2978","IL5"
"2979","FGF1"
"2980","FGF1"
"2981","FGF1"
"2982","FGF1"
"2983","FGF1"
"2984","FGF1"
"2985","FGF1"
"2986","FGF1"
"2987","FGF1"
"2988","FGF1"
"2989","FGF1"
"2990","FGF1"
"2991","FGF1"
"2992","FGF1"
"2993","FGF1"
"2994","FGF1"
"2995","FGF1"
"2996","FGF1"
"2997","FGF1"
"2998","FGF1"
"2999","FGF1"
"3000","IL6"
"3001","IL6"
"3002","IL6"
"3003","IL6"
"3004","IL6"
"3005","IL6"
"3006","IL6"
"3007","IL6"
"3008","IL6"
"3009","IL6"
"3010","IL6"
"3011","IL6"
"3012","IL6"
"3013","IL6"
"3014","IL6"
"3015","IL6"
"3016","IL6"
"3017","IL6"
"3018","IL6"
"3019","IL6"
"3020","IL6"
"3021","IL6"
"3022","IL6"
"3023","IL6"
"3024","IL6"
"3025","IL6"
"3026","IL6"
"3027","IL6"
"3028","IL6"
"3029","IL6"
"3030","IL6"
"3031","IL6"
"3032","IL6"
"3033","IL6"
"3034","IL6"
"3035","IL6"
"3036","IL6"
"3037","IL6"
"3038","IL6"
"3039","IL6"
"3040","IL6"
"3041","IL6"
"3042","IL6"
"3043","IL6"
"3044","IL6"
"3045","IL6"
"3046","IL6"
"3047","IL6"
"3048","IL6"
"3049","IL6"
"3050","IL6"
"3051","IL6"
"3052","EDN1"
"3053","EDN1"
"3054","EDN1"
"3055","EDN1"
"3056","EDN1"
"3057","EDN1"
"3058","EDN1"
"3059","EDN1"
"3060","EDN1"
"3061","EDN1"
"3062","EDN1"
"3063","EDN1"
"3064","EDN1"
"3065","EDN1"
"3066","EDN1"
"3067","EDN1"
"3068","EDN1"
"3069","EDN1"
"3070","EDN1"
"3071","EDN1"
"3072","EDN1"
"3073","EDN1"
"3074","EDN1"
"3075","EDN1"
"3076","EDN1"
"3077","EDN1"
"3078","EDN1"
"3079","EDN1"
"3080","EDN1"
"3081","EDN1"
"3082","EDN1"
"3083","EDN1"
"3084","EDN1"
"3085","EDN1"
"3086","EDN1"
"3087","EDN1"
"3088","EDN1"
"3089","EDN1"
"3090","EDN1"
"3091","EDN1"
"3092","EDN1"
"3093","EDN1"
"3094","EDN1"
"3095","EDN1"
"3096","EDN1"
"3097","EDN1"
"3098","ICAM1"
"3099","ICAM1"
"3100","ICAM1"
"3101","ICAM1"
"3102","ICAM1"
"3103","ICAM1"
"3104","ICAM1"
"3105","ICAM1"
"3106","ICAM1"
"3107","ICAM1"
"3108","ICAM1"
"3109","ICAM1"
"3110","ICAM1"
"3111","ICAM1"
"3112","ICAM1"
"3113","ICAM1"
"3114","ICAM1"
"3115","ICAM1"
"3116","ICAM1"
"3117","HLA-DQB2"
"3118","HLA-DQB2"
"3119","HLA-DQB2"
"3120","HLA-DQB2"
"3121","HLA-DQB2"
"3122","HLA-DQB2"
"3123","FYN"
"3124","FYN"
"3125","FYN"
"3126","FYN"
"3127","FYN"
"3128","FYN"
"3129","FYN"
"3130","FYN"
"3131","FYN"
"3132","FYN"
"3133","FYN"
"3134","FYN"
"3135","FYN"
"3136","FYN"
"3137","FYN"
"3138","FYN"
"3139","FYN"
"3140","FYN"
"3141","FYN"
"3142","FYN"
"3143","FYN"
"3144","FYN"
"3145","FYN"
"3146","FYN"
"3147","FYN"
"3148","FYN"
"3149","FYN"
"3150","FYN"
"3151","FYN"
"3152","FYN"
"3153","FYN"
"3154","FYN"
"3155","FYN"
"3156","FYN"
"3157","FYN"
"3158","FYN"
"3159","FYN"
"3160","FYN"
"3161","FYN"
"3162","FYN"
"3163","FYN"
"3164","FYN"
"3165","FYN"
"3166","FYN"
"3167","FYN"
"3168","FYN"
"3169","FYN"
"3170","FYN"
"3171","FYN"
"3172","FYN"
"3173","FYN"
"3174","FYN"
"3175","FYN"
"3176","FYN"
"3177","FYN"
"3178","FYN"
"3179","FYN"
"3180","FYN"
"3181","FYN"
"3182","FYN"
"3183","FYN"
"3184","FYN"
"3185","FYN"
"3186","FYN"
"3187","FYN"
"3188","FYN"
"3189","FYN"
"3190","FYN"
"3191","FYN"
"3192","FYN"
"3193","FYN"
"3194","FYN"
"3195","FYN"
"3196","FYN"
"3197","FYN"
"3198","FYN"
"3199","FYN"
"3200","FYN"
"3201","FYN"
"3202","FYN"
"3203","FYN"
"3204","FYN"
"3205","FYN"
"3206","FYN"
"3207","FYN"
"3208","FYN"
"3209","FYN"
"3210","FYN"
"3211","FYN"
"3212","FYN"
"3213","FYN"
"3214","FYN"
"3215","FYN"
"3216","FYN"
"3217","FYN"
"3218","FYN"
"3219","FYN"
"3220","FYN"
"3221","FYN"
"3222","FYN"
"3223","FYN"
"3224","FYN"
"3225","FYN"
"3226","FYN"
"3227","FYN"
"3228","FYN"
"3229","FYN"
"3230","FYN"
"3231","FYN"
"3232","FYN"
"3233","FYN"
"3234","FYN"
"3235","FYN"
"3236","FYN"
"3237","FYN"
"3238","FYN"
"3239","FYN"
"3240","FYN"
"3241","FYN"
"3242","FYN"
"3243","FYN"
"3244","FYN"
"3245","FYN"
"3246","FYN"
"3247","FYN"
"3248","FYN"
"3249","FYN"
"3250","FYN"
"3251","FYN"
"3252","FYN"
"3253","FYN"
"3254","FYN"
"3255","FYN"
"3256","FYN"
"3257","FYN"
"3258","FYN"
"3259","FYN"
"3260","FYN"
"3261","FYN"
"3262","FYN"
"3263","FYN"
"3264","FYN"
"3265","FYN"
"3266","FYN"
"3267","FYN"
"3268","FYN"
"3269","FYN"
"3270","FYN"
"3271","FYN"
"3272","FYN"
"3273","FYN"
"3274","FYN"
"3275","FYN"
"3276","FYN"
"3277","FYN"
"3278","FYN"
"3279","FYN"
"3280","CCK"
"3281","CCK"
"3282","CCK"
"3283","CCK"
"3284","CCK"
"3285","CCK"
"3286","CCK"
"3287","CCK"
"3288","HLA-DOA"
"3289","HLA-DOA"
"3290","HLA-DOA"
"3291","HLA-DOA"
"3292","HLA-DOA"
"3293","HLA-DOA"
"3294","S100A9"
"3295","S100A9"
"3296","S100A9"
"3297","S100A9"
"3298","S100A9"
"3299","S100A9"
"3300","S100A9"
"3301","S100A6"
"3302","S100A6"
"3303","APOA4"
"3304","APOA4"
"3305","APOA4"
"3306","CEACAM5"
"3307","CEACAM5"
"3308","CEACAM5"
"3309","GPI"
"3310","GPI"
"3311","GPI"
"3312","GPI"
"3313","CRH"
"3314","CRH"
"3315","CRH"
"3316","CRH"
"3317","CRH"
"3318","CRH"
"3319","CRH"
"3320","CRH"
"3321","CRH"
"3322","CRH"
"3323","CRH"
"3324","CRH"
"3325","CRH"
"3326","CRH"
"3327","CRH"
"3328","CRH"
"3329","CRH"
"3330","CALCA"
"3331","CALCA"
"3332","CALCA"
"3333","CALCA"
"3334","CALCA"
"3335","CALCA"
"3336","CALCA"
"3337","CALCA"
"3338","CALCA"
"3339","CALCA"
"3340","CALCA"
"3341","CALCA"
"3342","CALCA"
"3343","CALCA"
"3344","CALCA"
"3345","CALCA"
"3346","CALCA"
"3347","CALCA"
"3348","CALCA"
"3349","CALCA"
"3350","CALCA"
"3351","TPO"
"3352","TPO"
"3353","ASGR1"
"3354","ANXA2"
"3355","ANXA2"
"3356","ANXA2"
"3357","ANXA2"
"3358","ANXA2"
"3359","PRSS1"
"3360","PRSS1"
"3361","PRSS1"
"3362","PRSS1"
"3363","PRSS1"
"3364","PRSS1"
"3365","PRSS2"
"3366","PRSS2"
"3367","PRSS2"
"3368","PRSS2"
"3369","PRSS2"
"3370","GRP"
"3371","GRP"
"3372","GRP"
"3373","GRP"
"3374","GRP"
"3375","GRP"
"3376","DCN"
"3377","DCN"
"3378","DCN"
"3379","DCN"
"3380","DCN"
"3381","DCN"
"3382","DCN"
"3383","DCN"
"3384","DCN"
"3385","DCN"
"3386","LAMB1"
"3387","LAMB1"
"3388","LAMB1"
"3389","LAMB1"
"3390","LAMB1"
"3391","LAMB1"
"3392","LAMB1"
"3393","LAMB1"
"3394","LAMB1"
"3395","LAMB1"
"3396","LAMB1"
"3397","LAMB1"
"3398","LAMB1"
"3399","LAMB1"
"3400","LAMB1"
"3401","LAMB1"
"3402","LAMB1"
"3403","LAMB1"
"3404","LAMB1"
"3405","LAMB1"
"3406","LAMB1"
"3407","LAMB1"
"3408","LAMB1"
"3409","LAMB1"
"3410","LAMB1"
"3411","LAMB1"
"3412","LAMB1"
"3413","LAMB1"
"3414","LAMB1"
"3415","LAMB1"
"3416","LAMB1"
"3417","LAMB1"
"3418","LAMB1"
"3419","LAMB1"
"3420","THBS1"
"3421","THBS1"
"3422","THBS1"
"3423","THBS1"
"3424","THBS1"
"3425","THBS1"
"3426","THBS1"
"3427","THBS1"
"3428","THBS1"
"3429","THBS1"
"3430","THBS1"
"3431","THBS1"
"3432","THBS1"
"3433","THBS1"
"3434","THBS1"
"3435","THBS1"
"3436","THBS1"
"3437","THBS1"
"3438","THBS1"
"3439","THBS1"
"3440","THBS1"
"3441","THBS1"
"3442","THBS1"
"3443","THBS1"
"3444","THBS1"
"3445","THBS1"
"3446","THBS1"
"3447","THBS1"
"3448","THBS1"
"3449","THBS1"
"3450","THBS1"
"3451","THBS1"
"3452","THBS1"
"3453","THBS1"
"3454","THBS1"
"3455","THBS1"
"3456","THBS1"
"3457","THBS1"
"3458","THBS1"
"3459","THBS1"
"3460","THBS1"
"3461","THBS1"
"3462","THBS1"
"3463","THBS1"
"3464","THBS1"
"3465","THBS1"
"3466","THBS1"
"3467","THBS1"
"3468","THBS1"
"3469","MSMB"
"3470","CTSG"
"3471","CTSG"
"3472","CTSG"
"3473","CTSG"
"3474","CTSG"
"3475","CTSG"
"3476","CTSG"
"3477","CTSG"
"3478","CTSG"
"3479","CTSG"
"3480","INHBA"
"3481","INHBA"
"3482","INHBA"
"3483","INHBA"
"3484","INHBA"
"3485","INHBA"
"3486","INHBA"
"3487","INHBA"
"3488","INHBA"
"3489","INHBA"
"3490","INHBA"
"3491","INHBA"
"3492","INHBA"
"3493","INHBA"
"3494","INHBA"
"3495","LPA"
"3496","LPA"
"3497","LPA"
"3498","LPA"
"3499","LPA"
"3500","LPA"
"3501","LPA"
"3502","LPA"
"3503","LPA"
"3504","LPA"
"3505","LPA"
"3506","LPA"
"3507","FGF4"
"3508","FGF4"
"3509","FGF4"
"3510","FGF4"
"3511","FGF4"
"3512","FGF4"
"3513","FGF4"
"3514","FGF4"
"3515","FGF4"
"3516","FGF4"
"3517","FGF4"
"3518","FGF4"
"3519","FGF4"
"3520","FGF4"
"3521","IL3"
"3522","IL3"
"3523","IL3"
"3524","IL3"
"3525","IL3"
"3526","IL3"
"3527","IL3"
"3528","IL3"
"3529","IL3"
"3530","IL3"
"3531","IL3"
"3532","IL3"
"3533","IL3"
"3534","IL3"
"3535","IL3"
"3536","IL3"
"3537","IL3"
"3538","IL3"
"3539","IL3"
"3540","IL3"
"3541","IL3"
"3542","IL6R"
"3543","IL6R"
"3544","IL6R"
"3545","IL6R"
"3546","IL6R"
"3547","IL6R"
"3548","IL6R"
"3549","IL6R"
"3550","IL6R"
"3551","IL6R"
"3552","IL6R"
"3553","IL6R"
"3554","IL6R"
"3555","IL6R"
"3556","IL6R"
"3557","NMB"
"3558","NMB"
"3559","NMB"
"3560","FGF2"
"3561","FGF2"
"3562","FGF2"
"3563","FGF2"
"3564","FGF2"
"3565","FGF2"
"3566","FGF2"
"3567","FGF2"
"3568","FGF2"
"3569","FGF2"
"3570","FGF2"
"3571","FGF2"
"3572","FGF2"
"3573","FGF2"
"3574","FGF2"
"3575","FGF2"
"3576","FGF2"
"3577","FGF2"
"3578","FGF2"
"3579","FGF2"
"3580","FGF2"
"3581","FGF2"
"3582","FGF2"
"3583","FGF2"
"3584","FGF2"
"3585","FGF2"
"3586","FGF2"
"3587","FGF2"
"3588","FGF2"
"3589","FGF2"
"3590","FGF2"
"3591","FGF2"
"3592","FGF2"
"3593","FGF2"
"3594","FGF2"
"3595","FGF2"
"3596","FGF2"
"3597","FGF2"
"3598","FGF2"
"3599","FGF2"
"3600","FGF2"
"3601","FGF2"
"3602","FGF2"
"3603","FGF2"
"3604","CD48"
"3605","CD48"
"3606","CD48"
"3607","CXCL1"
"3608","CXCL1"
"3609","CXCL1"
"3610","CXCL1"
"3611","CXCL1"
"3612","CXCL1"
"3613","CXCL1"
"3614","CXCL1"
"3615","CXCL1"
"3616","CXCL1"
"3617","CXCL1"
"3618","CXCL1"
"3619","CXCL1"
"3620","CXCL1"
"3621","CXCL1"
"3622","CXCL1"
"3623","CXCL1"
"3624","CXCL1"
"3625","CXCL1"
"3626","CXCL1"
"3627","CXCL1"
"3628","CXCL1"
"3629","CXCL1"
"3630","CXCL1"
"3631","LGALS1"
"3632","LGALS1"
"3633","LGALS1"
"3634","LGALS1"
"3635","LGALS1"
"3636","LGALS1"
"3637","SPARC"
"3638","SPARC"
"3639","SPARC"
"3640","SPARC"
"3641","SPARC"
"3642","SPARC"
"3643","INHBB"
"3644","INHBB"
"3645","INHBB"
"3646","INHBB"
"3647","INHBB"
"3648","INHBB"
"3649","INHBB"
"3650","INHBB"
"3651","INHBB"
"3652","INHBB"
"3653","INHBB"
"3654","INHBB"
"3655","INHBB"
"3656","INHBB"
"3657","INHBB"
"3658","WNT2"
"3659","WNT2"
"3660","WNT2"
"3661","WNT2"
"3662","WNT2"
"3663","WNT2"
"3664","WNT2"
"3665","WNT2"
"3666","WNT2"
"3667","WNT2"
"3668","WNT2"
"3669","WNT2"
"3670","WNT2"
"3671","WNT2"
"3672","WNT2"
"3673","WNT2"
"3674","WNT2"
"3675","WNT2"
"3676","WNT2"
"3677","WNT2"
"3678","WNT2"
"3679","WNT2"
"3680","WNT2"
"3681","WNT2"
"3682","WNT2"
"3683","WNT2"
"3684","WNT2"
"3685","WNT2"
"3686","WNT2"
"3687","WNT2"
"3688","WNT2"
"3689","WNT2"
"3690","CSF1"
"3691","CSF1"
"3692","CSF1"
"3693","CSF1"
"3694","CSF1"
"3695","CSF1"
"3696","CSF1"
"3697","CSF1"
"3698","CSF1"
"3699","CSF1"
"3700","CSF1"
"3701","CSF1"
"3702","CSF1"
"3703","CSF1"
"3704","CSF1"
"3705","GIP"
"3706","GIP"
"3707","GIP"
"3708","GIP"
"3709","GIP"
"3710","GIP"
"3711","GIP"
"3712","GIP"
"3713","GIP"
"3714","GIP"
"3715","GIP"
"3716","GIP"
"3717","GIP"
"3718","SCT"
"3719","SCT"
"3720","SCT"
"3721","SCT"
"3722","SCT"
"3723","SCT"
"3724","SCT"
"3725","SCT"
"3726","SCT"
"3727","SCT"
"3728","SCT"
"3729","SCT"
"3730","SCT"
"3731","SCT"
"3732","CSF3"
"3733","CSF3"
"3734","CSF3"
"3735","CSF3"
"3736","CSF3"
"3737","CSF3"
"3738","CSF3"
"3739","CSF3"
"3740","CSF3"
"3741","CSF3"
"3742","CSF3"
"3743","CSF3"
"3744","CSF3"
"3745","CSF3"
"3746","CSF3"
"3747","CSF3"
"3748","C4B_2"
"3749","C4B_2"
"3750","C4B_2"
"3751","NPS"
"3752","NPS"
"3753","NPS"
"3754","NPS"
"3755","NPS"
"3756","NPS"
"3757","NPS"
"3758","NPS"
"3759","NPS"
"3760","NPS"
"3761","NPS"
"3762","SAA1"
"3763","SAA1"
"3764","SAA1"
"3765","SAA1"
"3766","SAA1"
"3767","SAA1"
"3768","SAA1"
"3769","SAA1"
"3770","SAA1"
"3771","SAA1"
"3772","SAA1"
"3773","SAA1"
"3774","SAA1"
"3775","APELA"
"3776","CSH1"
"3777","CSH1"
"3778","CSH2"
"3779","CGB8"
"3780","CGB8"
"3781","CGB7"
"3782","SLURP2"
"3783","SLURP2"
"3784","SLURP2"
"3785","SLURP2"
"3786","SLURP2"
"3787","SLURP2"
"3788","SLURP2"
"3789","SLURP2"
"3790","SLURP2"
"3791","SLURP2"
"3792","SLURP2"
"3793","SLURP2"
"3794","SLURP2"
"3795","SLURP2"
"3796","SLURP2"
"3797","SLURP2"
"3798","PYY"
"3799","PYY"
"3800","PYY"
"3801","PYY"
"3802","PYY"
"3803","PYY"
"3804","PYY"
"3805","PYY"
"3806","PYY"
"3807","PYY"
"3808","PYY"
"3809","CALCB"
"3810","CALCB"
"3811","CALCB"
"3812","CALCB"
"3813","CALCB"
"3814","CALCB"
"3815","CALCB"
"3816","CALCB"
"3817","CALCB"
"3818","CALCB"
"3819","CALCB"
"3820","CALCB"
"3821","CALCB"
"3822","CXCL8"
"3823","CXCL8"
"3824","CXCL8"
"3825","CXCL8"
"3826","CXCL8"
"3827","CXCL8"
"3828","CXCL8"
"3829","CXCL8"
"3830","CXCL8"
"3831","CXCL8"
"3832","CXCL8"
"3833","CXCL8"
"3834","CXCL8"
"3835","CXCL8"
"3836","CXCL8"
"3837","CXCL8"
"3838","CXCL8"
"3839","CXCL8"
"3840","CXCL8"
"3841","CXCL8"
"3842","CXCL8"
"3843","CXCL8"
"3844","CXCL8"
"3845","CXCL8"
"3846","CXCL8"
"3847","CXCL8"
"3848","CXCL8"
"3849","CXCL8"
"3850","CXCL8"
"3851","CXCL8"
"3852","CXCL8"
"3853","CXCL8"
"3854","CXCL8"
"3855","CXCL8"
"3856","CXCL8"
"3857","CXCL8"
"3858","CXCL8"
"3859","CCL3"
"3860","CCL3"
"3861","CCL3"
"3862","CCL3"
"3863","CCL3"
"3864","CCL3"
"3865","CCL3"
"3866","CCL3"
"3867","CCL3"
"3868","CCL3"
"3869","CCL3"
"3870","CCL3"
"3871","CCL3"
"3872","CCL3"
"3873","CCL3"
"3874","CCL3"
"3875","CCL3"
"3876","CCL3"
"3877","CCL3"
"3878","CCL3"
"3879","HLA-C"
"3880","HLA-C"
"3881","HLA-C"
"3882","HLA-C"
"3883","HLA-C"
"3884","HLA-C"
"3885","HLA-C"
"3886","HLA-C"
"3887","HLA-C"
"3888","HLA-C"
"3889","HLA-C"
"3890","HLA-C"
"3891","HLA-C"
"3892","HLA-C"
"3893","HLA-C"
"3894","HLA-C"
"3895","HLA-C"
"3896","HLA-C"
"3897","HLA-C"
"3898","HLA-C"
"3899","HLA-C"
"3900","HLA-C"
"3901","HLA-C"
"3902","HLA-C"
"3903","HLA-C"
"3904","HLA-C"
"3905","HLA-C"
"3906","HLA-C"
"3907","HLA-C"
"3908","HLA-C"
"3909","HLA-C"
"3910","HLA-C"
"3911","SPP1"
"3912","SPP1"
"3913","SPP1"
"3914","SPP1"
"3915","SPP1"
"3916","SPP1"
"3917","SPP1"
"3918","SPP1"
"3919","SPP1"
"3920","SPP1"
"3921","SPP1"
"3922","SPP1"
"3923","SPP1"
"3924","SPP1"
"3925","SPP1"
"3926","SPP1"
"3927","SPP1"
"3928","SPP1"
"3929","SPP1"
"3930","SPP1"
"3931","SPP1"
"3932","SPP1"
"3933","SPP1"
"3934","SPP1"
"3935","SPP1"
"3936","SPP1"
"3937","SPP1"
"3938","SPP1"
"3939","SPP1"
"3940","SPP1"
"3941","SPP1"
"3942","SPP1"
"3943","SPP1"
"3944","SPP1"
"3945","SPP1"
"3946","SPP1"
"3947","SPP1"
"3948","SPP1"
"3949","SPP1"
"3950","SPP1"
"3951","SPP1"
"3952","SPP1"
"3953","SPP1"
"3954","TGFB3"
"3955","TGFB3"
"3956","TGFB3"
"3957","TGFB3"
"3958","TGFB3"
"3959","TGFB3"
"3960","TGFB3"
"3961","TGFB3"
"3962","TGFB3"
"3963","TGFB3"
"3964","TGFB3"
"3965","TGFB3"
"3966","TGFB3"
"3967","TGFB3"
"3968","TGFB3"
"3969","TGFB3"
"3970","TGFB3"
"3971","MAPT"
"3972","PF4V1"
"3973","PF4V1"
"3974","PF4V1"
"3975","PF4V1"
"3976","PF4V1"
"3977","PF4V1"
"3978","PF4V1"
"3979","PF4V1"
"3980","PF4V1"
"3981","PF4V1"
"3982","PF4V1"
"3983","PF4V1"
"3984","PF4V1"
"3985","PF4V1"
"3986","PF4V1"
"3987","PF4V1"
"3988","PF4V1"
"3989","PF4V1"
"3990","KIT"
"3991","KIT"
"3992","KIT"
"3993","KIT"
"3994","KIT"
"3995","KIT"
"3996","KIT"
"3997","KIT"
"3998","KIT"
"3999","KIT"
"4000","KIT"
"4001","KIT"
"4002","KIT"
"4003","KIT"
"4004","KIT"
"4005","KIT"
"4006","KIT"
"4007","KIT"
"4008","KIT"
"4009","KIT"
"4010","KIT"
"4011","KIT"
"4012","KIT"
"4013","KIT"
"4014","KIT"
"4015","KIT"
"4016","KIT"
"4017","KIT"
"4018","KIT"
"4019","KIT"
"4020","KIT"
"4021","KIT"
"4022","KIT"
"4023","KIT"
"4024","KIT"
"4025","KIT"
"4026","KIT"
"4027","KIT"
"4028","KIT"
"4029","RBP3"
"4030","FGF6"
"4031","FGF6"
"4032","FGF6"
"4033","FGF6"
"4034","FGF6"
"4035","FGF6"
"4036","FGF6"
"4037","FGF6"
"4038","FGF6"
"4039","FGF6"
"4040","FGF6"
"4041","FGF6"
"4042","FGF6"
"4043","GHR"
"4044","GHR"
"4045","GHR"
"4046","GHR"
"4047","GHR"
"4048","GHR"
"4049","GHR"
"4050","GHR"
"4051","GHR"
"4052","HAPLN1"
"4053","HAPLN1"
"4054","HAPLN1"
"4055","HAPLN1"
"4056","HAPLN1"
"4057","HAPLN1"
"4058","HAPLN1"
"4059","HAPLN1"
"4060","CD8B"
"4061","CD8B"
"4062","CD8B"
"4063","CD8B"
"4064","CD8B"
"4065","CD8B"
"4066","CD8B"
"4067","CD8B"
"4068","CD8B"
"4069","CD8B"
"4070","CD8B"
"4071","CD8B"
"4072","IAPP"
"4073","IAPP"
"4074","IAPP"
"4075","IAPP"
"4076","IAPP"
"4077","IAPP"
"4078","IAPP"
"4079","IAPP"
"4080","IAPP"
"4081","IAPP"
"4082","IAPP"
"4083","IAPP"
"4084","IAPP"
"4085","IAPP"
"4086","LAMC1"
"4087","LAMC1"
"4088","LAMC1"
"4089","LAMC1"
"4090","LAMC1"
"4091","LAMC1"
"4092","LAMC1"
"4093","LAMC1"
"4094","LAMC1"
"4095","LAMC1"
"4096","LAMC1"
"4097","LAMC1"
"4098","LAMC1"
"4099","LAMC1"
"4100","LAMC1"
"4101","LAMC1"
"4102","LAMC1"
"4103","LAMC1"
"4104","LAMC1"
"4105","LAMC1"
"4106","LAMC1"
"4107","LAMC1"
"4108","LAMC1"
"4109","LAMC1"
"4110","LAMC1"
"4111","LAMC1"
"4112","LAMC1"
"4113","LAMC1"
"4114","LAMC1"
"4115","LAMC1"
"4116","LAMC1"
"4117","LAMC1"
"4118","LAMC1"
"4119","LAMC1"
"4120","HSPA8"
"4121","HSPA8"
"4122","HSPA8"
"4123","HSPA8"
"4124","HSPA8"
"4125","HSPA8"
"4126","HSPA8"
"4127","FGF3"
"4128","FGF3"
"4129","FGF3"
"4130","FGF3"
"4131","FGF3"
"4132","FGF3"
"4133","FGF3"
"4134","FGF3"
"4135","FGF3"
"4136","FGF3"
"4137","FGF3"
"4138","FGF3"
"4139","FGF3"
"4140","SCGB1A1"
"4141","SCGB1A1"
"4142","SCGB1A1"
"4143","SCGB1A1"
"4144","SCGB1A1"
"4145","PCNA"
"4146","PCNA"
"4147","PCNA"
"4148","PCNA"
"4149","PCNA"
"4150","FGF5"
"4151","FGF5"
"4152","FGF5"
"4153","FGF5"
"4154","FGF5"
"4155","FGF5"
"4156","FGF5"
"4157","FGF5"
"4158","FGF5"
"4159","FGF5"
"4160","FGF5"
"4161","FGF5"
"4162","COL6A3"
"4163","COL6A3"
"4164","COL6A3"
"4165","COL6A3"
"4166","COL6A3"
"4167","COL6A3"
"4168","COL6A3"
"4169","COL6A3"
"4170","COL6A3"
"4171","COL6A3"
"4172","COL6A3"
"4173","COL6A3"
"4174","COL6A3"
"4175","COL6A3"
"4176","COL6A3"
"4177","COL6A3"
"4178","COL6A3"
"4179","COL6A3"
"4180","COL6A3"
"4181","COL6A3"
"4182","COL6A3"
"4183","COL6A3"
"4184","COL6A3"
"4185","COL6A3"
"4186","COL6A3"
"4187","COL6A3"
"4188","COL6A3"
"4189","COL6A3"
"4190","COL6A3"
"4191","COL6A3"
"4192","COL6A3"
"4193","COL6A3"
"4194","PTHLH"
"4195","PTHLH"
"4196","PTHLH"
"4197","PTHLH"
"4198","PTHLH"
"4199","PTHLH"
"4200","PTHLH"
"4201","PTHLH"
"4202","PTHLH"
"4203","PTHLH"
"4204","PTHLH"
"4205","PTHLH"
"4206","PTHLH"
"4207","PIP"
"4208","PIP"
"4209","PIP"
"4210","GZMA"
"4211","GZMA"
"4212","GZMA"
"4213","GZMA"
"4214","GZMA"
"4215","GZMA"
"4216","GZMA"
"4217","BMP2"
"4218","BMP2"
"4219","BMP2"
"4220","BMP2"
"4221","BMP2"
"4222","BMP2"
"4223","BMP2"
"4224","BMP2"
"4225","BMP2"
"4226","BMP2"
"4227","BMP2"
"4228","BMP2"
"4229","BMP2"
"4230","BMP2"
"4231","BMP2"
"4232","BMP2"
"4233","BMP2"
"4234","BMP2"
"4235","BMP2"
"4236","BMP2"
"4237","BMP2"
"4238","BMP2"
"4239","BMP2"
"4240","BMP2"
"4241","BMP2"
"4242","BMP2"
"4243","BMP2"
"4244","BMP2"
"4245","BMP2"
"4246","BMP4"
"4247","BMP4"
"4248","BMP4"
"4249","BMP4"
"4250","BMP4"
"4251","BMP4"
"4252","BMP4"
