"","ligands_human"
"8286","LGI4"
"8287","LGI3"
"8288","LGI3"
"8289","LGI3"
"8290","TOR2A"
"8291","NLGN1"
"8292","NLGN1"
"8293","NLGN1"
"8294","NLGN1"
"8295","FSTL5"
"8296","FSTL5"
"8297","FSTL5"
"8298","FSTL5"
"8299","FSTL5"
"8300","FSTL5"
"8301","FSTL5"
"8302","FSTL5"
"8303","FSTL5"
"8304","IGSF1"
"8305","CLDN19"
"8306","CLDN19"
"8307","CLDN19"
"8308","CLDN19"
"8309","CD177"
"8310","NPW"
"8311","NPW"
"8312","NPW"
"8313","NPW"
"8314","NPW"
"8315","FNDC5"
"8316","FNDC5"
"8317","FNDC5"
"8318","DRAXIN"
"8319","DRAXIN"
"8320","DRAXIN"
"8321","DRAXIN"
"8322","PCSK9"
"8323","PCSK9"
"8324","PCSK9"
"8325","PCSK9"
"8326","PCSK9"
"8327","PCSK9"
"8328","PCSK9"
"8329","DUSP18"
"8330","DUSP18"
"8331","DUSP18"
"8332","DUSP18"
"8333","DUSP18"
"8334","DUSP18"
"8335","DUSP18"
"8336","DUSP18"
"8337","DUSP18"
"8338","DUSP18"
"8339","LFNG"
"8340","LFNG"
"8341","LFNG"
"8342","LFNG"
"8343","IL27"
"8344","IL27"
"8345","IL27"
"8346","IL27"
"8347","COL22A1"
"8348","COL22A1"
"8349","COL22A1"
"8350","COL22A1"
"8351","SEMA6D"
"8352","SEMA6D"
"8353","SEMA6D"
"8354","SEMA6D"
"8355","SEMA6D"
"8356","SEMA6D"
"8357","SEMA6D"
"8358","SEMA6D"
"8359","NLGN2"
"8360","NLGN2"
"8361","NLGN2"
"8362","NPB"
"8363","NPB"
"8364","NPB"
"8365","NPB"
"8366","NPB"
"8367","LILRB1"
"8368","LILRB1"
"8369","LILRB1"
"8370","LILRB1"
"8371","CCL4L1"
"8372","CCL4L1"
"8373","CCL4L1"
"8374","CCL4L1"
"8375","CCL4L1"
"8376","CCL4L1"
"8377","CCL4L1"
"8378","CCL4L1"
"8379","CCL4L1"
"8380","CCL4L1"
"8381","CCL4L1"
"8382","CCL4L1"
"8383","CCL4L1"
"8384","CCL4L1"
"8385","CCL4L1"
"8386","CCL4L1"
"8387","CCL4L1"
"8388","CCL4L1"
"8389","CCL4L1"
"8390","CCL4L1"
"8391","CCL4L1"
"8392","CCL4L1"
"8393","CCL4L1"
"8394","CCL4L1"
"8395","CCL4L1"
"8396","CCL4L1"
"8397","ANGPTL6"
"8398","CMTM2"
"8399","RAET1E"
"8400","RAET1E"
"8401","CD200R1"
"8402","WFIKKN2"
"8403","WFIKKN2"
"8404","WFIKKN2"
"8405","DEFB104A"
"8406","SECTM1"
"8407","NRG4"
"8408","NRG4"
"8409","NRG4"
"8410","NRG4"
"8411","IL1F10"
"8412","IL1F10"
"8413","IL1F10"
"8414","IL1F10"
"8415","IL1F10"
"8416","IL1F10"
"8417","IGFBPL1"
"8418","RLN3"
"8419","RLN3"
"8420","RLN3"
"8421","RLN3"
"8422","RLN3"
"8423","RLN3"
"8424","RLN3"
"8425","RLN3"
"8426","RLN3"
"8427","RLN3"
"8428","RLN3"
"8429","RLN3"
"8430","RLN3"
"8431","RLN3"
"8432","RLN3"
"8433","RLN3"
"8434","RLN3"
"8435","CLEC2B"
"8436","CLEC2B"
"8437","FAM3C"
"8438","FAM3C"
"8439","FAM3C"
"8440","FAM3C"
"8441","FAM3C"
"8442","FAM3C"
"8443","FAM3C"
"8444","FAM3C"
"8445","FAM3C"
"8446","CCL17"
"8447","CCL17"
"8448","CCL17"
"8449","CCL17"
"8450","CCL17"
"8451","CCL17"
"8452","CCL17"
"8453","CCL17"
"8454","CCL17"
"8455","CCL17"
"8456","CCL17"
"8457","CCL17"
"8458","CCL17"
"8459","CCL17"
"8460","CCL17"
"8461","CCL17"
"8462","CCL17"
"8463","CCL17"
"8464","CCL17"
"8465","CCL17"
"8466","SORL1"
"8467","ANP32B"
"8468","NECTIN2"
"8469","NECTIN2"
"8470","NECTIN2"
"8471","NECTIN2"
"8472","NECTIN2"
"8473","NECTIN2"
"8474","NECTIN2"
"8475","FRZB"
"8476","FRZB"
"8477","FRZB"
"8478","FRZB"
"8479","EDA"
"8480","EDA"
"8481","EDA"
"8482","FGF13"
"8483","FGF13"
"8484","FGF13"
"8485","FGF13"
"8486","FGF13"
"8487","FGF13"
"8488","FGF13"
"8489","FGF13"
"8490","FGF13"
"8491","FGF13"
"8492","FGF13"
"8493","FGF13"
"8494","FGF13"
"8495","FGF13"
"8496","FGF13"
"8497","FGF13"
"8498","FGF13"
"8499","FGF13"
"8500","FGF13"
"8501","FGF13"
"8502","FGF13"
"8503","FGF13"
"8504","FGF13"
"8505","FGF13"
"8506","FGF13"
"8507","FGF11"
"8508","FGF11"
"8509","FGF11"
"8510","FGF11"
"8511","FGF11"
"8512","FGF11"
"8513","FGF11"
"8514","FGF11"
"8515","FGF11"
"8516","FGF11"
"8517","FGF11"
"8518","FGF11"
"8519","FGF11"
"8520","FGF11"
"8521","FGF11"
"8522","FGF11"
"8523","FGF11"
"8524","FGF11"
"8525","FGF11"
"8526","FGF14"
"8527","FGF14"
"8528","FGF14"
"8529","FGF14"
"8530","FGF14"
"8531","FGF14"
"8532","FGF14"
"8533","FGF14"
"8534","FGF14"
"8535","FGF14"
"8536","FGF14"
"8537","FGF14"
"8538","FGF14"
"8539","FGF14"
"8540","FGF14"
"8541","FGF14"
"8542","FGF14"
"8543","FGF14"
"8544","FGF14"
"8545","PRG4"
"8546","PRG4"
"8547","PRG4"
"8548","TNFRSF25"
"8549","TNFRSF25"
"8550","WNT2B"
"8551","WNT2B"
"8552","WNT2B"
"8553","WNT2B"
"8554","WNT2B"
"8555","WNT2B"
"8556","WNT2B"
"8557","WNT2B"
"8558","WNT2B"
"8559","WNT2B"
"8560","WNT2B"
"8561","WNT2B"
"8562","WNT2B"
"8563","WNT2B"
"8564","WNT2B"
"8565","WNT2B"
"8566","WNT2B"
"8567","WNT2B"
"8568","WNT2B"
"8569","WNT2B"
"8570","WNT2B"
"8571","WNT2B"
"8572","WNT2B"
"8573","WNT2B"
"8574","WNT2B"
"8575","WNT2B"
"8576","WNT2B"
"8577","WNT2B"
"8578","WNT2B"
"8579","WNT2B"
"8580","WNT2B"
"8581","WNT2B"
"8582","WNT8B"
"8583","WNT8B"
"8584","WNT8B"
"8585","WNT8B"
"8586","WNT8B"
"8587","WNT8B"
"8588","WNT8B"
"8589","WNT8B"
"8590","WNT8B"
"8591","WNT8B"
"8592","WNT8B"
"8593","WNT8B"
"8594","WNT8B"
"8595","WNT8B"
"8596","WNT8B"
"8597","WNT8B"
"8598","WNT8B"
"8599","WNT8B"
"8600","WNT8B"
"8601","WNT8B"
"8602","WNT8B"
"8603","WNT8B"
"8604","WNT8B"
"8605","WNT8B"
"8606","WNT8B"
"8607","WNT8B"
"8608","WNT8B"
"8609","WNT8B"
"8610","WNT8B"
"8611","WNT8B"
"8612","WNT8B"
"8613","WNT8B"
"8614","TSLP"
"8615","TSLP"
"8616","TSLP"
"8617","TSLP"
"8618","TSLP"
"8619","LEAP2"
"8620","UCN3"
"8621","UCN3"
"8622","UCN3"
"8623","UCN3"
"8624","COL26A1"
"8625","COL26A1"
"8626","COL26A1"
"8627","COL26A1"
"8628","PTH2"
"8629","PTH2"
"8630","PTH2"
"8631","PTH2"
"8632","PTH2"
"8633","PTH2"
"8634","PTH2"
"8635","PTH2"
"8636","PTH2"
"8637","PTH2"
"8638","PTH2"
"8639","RGMA"
"8640","RGMA"
"8641","RGMA"
"8642","RGMA"
"8643","RGMA"
"8644","RGMA"
"8645","RGMA"
"8646","FAM3D"
"8647","FAM3D"
"8648","NTNG2"
"8649","NTNG2"
"8650","SLAMF6"
"8651","IL17RA"
"8652","PIK3IP1"
"8653","BCAN"
"8654","BCAN"
"8655","SFRP2"
"8656","SFRP2"
"8657","SFRP2"
"8658","SFRP2"
"8659","SFRP2"
"8660","SFRP2"
"8661","SFRP2"
"8662","SFRP2"
"8663","SFRP2"
"8664","SFRP2"
"8665","SFRP2"
"8666","SFRP2"
"8667","SFRP2"
"8668","SFRP2"
"8669","LRIG1"
"8670","LRIG1"
"8671","LRIG1"
"8672","LRIG1"
"8673","LRIG1"
"8674","LRIG1"
"8675","ZFP91"
"8676","TAFA4"
"8677","CMTM3"
"8678","CMTM3"
"8679","LRFN5"
"8680","LRFN5"
"8681","LRFN5"
"8682","NECTIN4"
"8683","NECTIN4"
"8684","COL21A1"
"8685","COL21A1"
"8686","COL21A1"
"8687","COL21A1"
"8688","IL17F"
"8689","IL17F"
"8690","IL17F"
"8691","IL17F"
"8692","SCGB3A2"
"8693","SLITRK1"
"8694","SLITRK1"
"8695","SLITRK1"
"8696","SCGB3A1"
"8697","SCGB3A1"
"8698","HHIP"
"8699","HHIP"
"8700","HHIP"
"8701","UCN2"
"8702","UCN2"
"8703","UCN2"
"8704","UCN2"
"8705","TGS1"
"8706","NODAL"
"8707","NODAL"
"8708","NODAL"
"8709","NODAL"
"8710","NODAL"
"8711","NODAL"
"8712","NODAL"
"8713","NODAL"
"8714","NODAL"
"8715","NODAL"
"8716","NODAL"
"8717","NODAL"
"8718","NODAL"
"8719","NODAL"
"8720","NODAL"
"8721","ADO"
"8722","ADO"
"8723","ADO"
"8724","ADO"
"8725","GPHA2"
"8726","GPHA2"
"8727","GPHA2"
"8728","CSF3R"
"8729","CSF3R"
"8730","CSF3R"
"8731","CSF3R"
"8732","CSF3R"
"8733","HBEGF"
"8734","HBEGF"
"8735","HBEGF"
"8736","HBEGF"
"8737","HBEGF"
"8738","HBEGF"
"8739","HBEGF"
"8740","HBEGF"
"8741","HBEGF"
"8742","HBEGF"
"8743","HBEGF"
"8744","HBEGF"
"8745","HBEGF"
"8746","HBEGF"
"8747","HBEGF"
"8748","HBEGF"
"8749","HBEGF"
"8750","AMELX"
"8751","AMELX"
"8752","AMELX"
"8753","AMELY"
"8754","AMELY"
"8755","AMELY"
"8756","NELL2"
"8757","CCL13"
"8758","CCL13"
"8759","CCL13"
"8760","CCL13"
"8761","CCL13"
"8762","CCL13"
"8763","CCL13"
"8764","CCL13"
"8765","CCL13"
"8766","CCL13"
"8767","CCL13"
"8768","CCL13"
"8769","CCL13"
"8770","CCL13"
"8771","CCL13"
"8772","CCL13"
"8773","CCL13"
"8774","CCL13"
"8775","CCL13"
"8776","CCL13"
"8777","CCL13"
"8778","COL12A1"
"8779","COL12A1"
"8780","COL12A1"
"8781","COL12A1"
"8782","CCL19"
"8783","CCL19"
"8784","CCL19"
"8785","CCL19"
"8786","CCL19"
"8787","CCL19"
"8788","CCL19"
"8789","CCL19"
"8790","CCL19"
"8791","CCL19"
"8792","CCL19"
"8793","CCL19"
"8794","CCL19"
"8795","CCL19"
"8796","CCL19"
"8797","CCL19"
"8798","CCL19"
"8799","CCL19"
"8800","CCL19"
"8801","CCL19"
"8802","CCL19"
"8803","CCL19"
"8804","CCL19"
"8805","CCL19"
"8806","NRTN"
"8807","NRTN"
"8808","NRTN"
"8809","NRTN"
"8810","NRTN"
"8811","NRTN"
"8812","EGFL8"
"8813","RARRES2"
"8814","RARRES2"
"8815","RARRES2"
"8816","MYOC"
"8817","MYOC"
"8818","MYOC"
"8819","MYOC"
"8820","MYOC"
"8821","SEMA3C"
"8822","SEMA3C"
"8823","SEMA3C"
"8824","SEMA3C"
"8825","SEMA3C"
"8826","SEMA3C"
"8827","SEMA3C"
"8828","SEMA3C"
"8829","SEMA3C"
"8830","SEMA3C"
"8831","SEMA3C"
"8832","SEMA3C"
"8833","SEMA3C"
"8834","SEMA3C"
"8835","GDF15"
"8836","GDF15"
"8837","GDF15"
"8838","GDF15"
"8839","GDF15"
"8840","GDF15"
"8841","GDF15"
"8842","PDCD1LG2"
"8843","PDCD1LG2"
"8844","SOST"
"8845","SOST"
"8846","SOST"
"8847","SOST"
"8848","SOST"
"8849","SOST"
"8850","SPX"
"8851","SPX"
"8852","SPON2"
"8853","SPON2"
"8854","SPON2"
"8855","SPON2"
"8856","SPON2"
"8857","APOO"
"8858","APOO"
"8859","JAM3"
"8860","JAM3"
"8861","JAM3"
"8862","JAM3"
"8863","C1QTNF5"
"8864","C1QTNF1"
"8865","C1QTNF4"
"8866","RSPO3"
"8867","RSPO3"
"8868","RSPO3"
"8869","RSPO3"
"8870","RSPO3"
"8871","RSPO3"
"8872","RSPO3"
"8873","RSPO3"
"8874","RSPO3"
"8875","ANGPTL4"
"8876","ANGPTL4"
"8877","ANGPTL4"
"8878","ANGPTL4"
"8879","ANGPTL4"
"8880","ANGPTL4"
"8881","ANGPTL4"
"8882","ANGPTL4"
"8883","ANGPTL4"
"8884","ANGPTL4"
"8885","ACE2"
"8886","ACE2"
"8887","ACE2"
"8888","ULBP3"
"8889","ULBP3"
"8890","ULBP3"
"8891","ULBP2"
"8892","ULBP2"
"8893","ULBP2"
"8894","ULBP1"
"8895","ULBP1"
"8896","IMPG2"
"8897","PDGFD"
"8898","PDGFD"
"8899","PDGFD"
"8900","PDGFD"
"8901","PDGFD"
"8902","PDGFD"
"8903","PDGFD"
"8904","PDGFD"
"8905","PDGFD"
"8906","PDGFD"
"8907","PDGFD"
"8908","PDGFD"
"8909","PDGFD"
"8910","PDGFD"
"8911","PDGFD"
"8912","PDGFD"
"8913","PDGFD"
"8914","PDGFD"
"8915","PDGFD"
"8916","PDGFD"
"8917","PDGFD"
"8918","PDGFD"
"8919","PDGFD"
"8920","PDGFD"
"8921","PDGFD"
"8922","PDGFD"
"8923","PDGFD"
"8924","PDGFD"
"8925","WNT10A"
"8926","WNT10A"
"8927","WNT10A"
"8928","WNT10A"
"8929","WNT10A"
"8930","WNT10A"
"8931","WNT10A"
"8932","WNT10A"
"8933","WNT10A"
"8934","WNT10A"
"8935","WNT10A"
"8936","WNT10A"
"8937","WNT10A"
"8938","WNT10A"
"8939","WNT10A"
"8940","WNT10A"
"8941","WNT10A"
"8942","WNT10A"
"8943","WNT10A"
"8944","WNT10A"
"8945","WNT10A"
"8946","WNT10A"
"8947","WNT10A"
"8948","WNT10A"
"8949","WNT10A"
"8950","WNT10A"
"8951","WNT10A"
"8952","WNT10A"
"8953","WNT10A"
"8954","WNT10A"
"8955","WNT10A"
"8956","WNT10A"
"8957","FGF23"
"8958","FGF23"
"8959","FGF23"
"8960","FGF23"
"8961","FGF23"
"8962","FGF23"
"8963","FGF23"
"8964","FGF23"
"8965","FGF23"
"8966","FGF23"
"8967","FGF23"
"8968","FGF23"
"8969","FGF23"
"8970","FGF23"
"8971","IL22"
"8972","IL22"
"8973","IL22"
"8974","IL22"
"8975","IL22"
"8976","IL22"
"8977","IL22"
"8978","IL22"
"8979","IL22"
"8980","IL22"
"8981","IL22"
"8982","LACRT"
"8983","NAT10"
"8984","WNT8A"
"8985","WNT8A"
"8986","WNT8A"
"8987","WNT8A"
"8988","WNT8A"
"8989","WNT8A"
"8990","WNT8A"
"8991","WNT8A"
"8992","WNT8A"
"8993","WNT8A"
"8994","WNT8A"
"8995","WNT8A"
"8996","WNT8A"
"8997","WNT8A"
"8998","WNT8A"
"8999","WNT8A"
"9000","WNT8A"
"9001","WNT8A"
"9002","WNT8A"
"9003","WNT8A"
"9004","WNT8A"
"9005","WNT8A"
"9006","WNT8A"
"9007","WNT8A"
"9008","WNT8A"
"9009","WNT8A"
"9010","WNT8A"
"9011","WNT8A"
"9012","WNT8A"
"9013","WNT8A"
"9014","WNT8A"
"9015","WNT8A"
"9016","WNT5B"
"9017","WNT5B"
"9018","WNT5B"
"9019","WNT5B"
"9020","WNT5B"
"9021","WNT5B"
"9022","WNT5B"
"9023","WNT5B"
"9024","WNT5B"
"9025","WNT5B"
"9026","WNT5B"
"9027","WNT5B"
"9028","WNT5B"
"9029","WNT5B"
"9030","WNT5B"
"9031","WNT5B"
"9032","WNT5B"
"9033","WNT5B"
"9034","WNT5B"
"9035","WNT5B"
"9036","WNT5B"
"9037","WNT5B"
"9038","WNT5B"
"9039","WNT5B"
"9040","WNT5B"
"9041","WNT5B"
"9042","WNT5B"
"9043","WNT5B"
"9044","WNT5B"
"9045","WNT5B"
"9046","WNT5B"
"9047","IL25"
"9048","IL25"
"9049","IL25"
"9050","IL25"
"9051","IL25"
"9052","IL25"
"9053","CHRD"
"9054","SEMA6C"
"9055","SEMA6B"
"9056","SEMA6B"
"9057","FZD8"
"9058","FZD8"
"9059","FZD8"
"9060","FZD8"
"9061","MANSC1"
"9062","MMRN2"
"9063","MMRN2"
"9064","MMRN2"
"9065","NTN4"
"9066","NTN4"
"9067","IL21"
"9068","IL21"
"9069","IL21"
"9070","IL21"
"9071","IL21"
"9072","IL21"
"9073","IL21"
"9074","PROK2"
"9075","PROK2"
"9076","CRLF2"
"9077","CRLF2"
"9078","CRLF2"
"9079","CRLF2"
"9080","CRLF2"
"9081","SPON1"
"9082","SPON1"
"9083","NPVF"
"9084","NPVF"
"9085","FGF22"
"9086","FGF22"
"9087","FGF22"
"9088","FGF22"
"9089","FGF22"
"9090","FGF22"
"9091","FGF22"
"9092","FGF22"
"9093","FGF22"
"9094","FGF22"
"9095","FGF22"
"9096","FGF22"
"9097","FGF22"
"9098","FGF22"
"9099","FGF22"
"9100","RETN"
"9101","RETN"
"9102","RETN"
"9103","RETN"
"9104","RETN"
"9105","RETN"
"9106","RETN"
"9107","CD209"
"9108","CD209"
"9109","CD209"
"9110","CD209"
"9111","AMBN"
"9112","FGF20"
"9113","FGF20"
"9114","FGF20"
"9115","FGF20"
"9116","FGF20"
"9117","FGF20"
"9118","FGF20"
"9119","FGF20"
"9120","FGF20"
"9121","FGF20"
"9122","FGF20"
"9123","FGF20"
"9124","FGF20"
"9125","FGF20"
"9126","CD320"
"9127","CD320"
"9128","IL23A"
"9129","IL23A"
"9130","IL23A"
"9131","IL23A"
"9132","IL23A"
"9133","IL23A"
"9134","IL23A"
"9135","IL23A"
"9136","IL23A"
"9137","IL23A"
"9138","IL23A"
"9139","IL23A"
"9140","IL23A"
"9141","IL23A"
"9142","IL23A"
"9143","IL23A"
"9144","IL23A"
"9145","IL23A"
"9146","IL23A"
"9147","IL23A"
"9148","IL1RAP"
"9149","IL1RAP"
"9150","IL26"
"9151","IL26"
"9152","IL26"
"9153","IL26"
"9154","SEMA4B"
"9155","SEMA4B"
"9156","ESM1"
"9157","SCUBE2"
"9158","NECTIN3"
"9159","NECTIN3"
"9160","NECTIN3"
"9161","NECTIN3"
"9162","NECTIN3"
"9163","NECTIN3"
"9164","NECTIN3"
"9165","NECTIN3"
"9166","NECTIN3"
"9167","NECTIN3"
"9168","GDF3"
"9169","GDF3"
"9170","GDF3"
"9171","GDF3"
"9172","GDF3"
"9173","GDF3"
"9174","GDF3"
"9175","GDF3"
"9176","GDF3"
"9177","GDF3"
"9178","GDF3"
"9179","GDF3"
"9180","GDF3"
"9181","GDF3"
"9182","GDF3"
"9183","GDF3"
"9184","GDF3"
"9185","DLL4"
"9186","DLL4"
"9187","DLL4"
"9188","DLL4"
"9189","MXRA5"
"9190","MXRA5"
"9191","MXRA5"
"9192","MXRA5"
"9193","MXRA5"
"9194","MXRA5"
"9195","MXRA5"
"9196","MXRA5"
"9197","MXRA5"
"9198","MXRA5"
"9199","MXRA5"
"9200","PDGFC"
"9201","PDGFC"
"9202","PDGFC"
"9203","PDGFC"
"9204","PDGFC"
"9205","PDGFC"
"9206","PDGFC"
"9207","PDGFC"
"9208","PDGFC"
"9209","PDGFC"
"9210","PDGFC"
"9211","PDGFC"
"9212","PDGFC"
"9213","PDGFC"
"9214","PDGFC"
"9215","PDGFC"
"9216","PDGFC"
"9217","PYY2"
"9218","CCL28"
"9219","CCL28"
"9220","CCL28"
"9221","CCL28"
"9222","CCL28"
"9223","CCL28"
"9224","CCL28"
"9225","CCL28"
"9226","CCL28"
"9227","CCL28"
"9228","CCL28"
"9229","CCL28"
"9230","CCL28"
"9231","CCL28"
"9232","CCL28"
"9233","CCL28"
"9234","CCL28"
"9235","CCL28"
"9236","CCL28"
"9237","CCL28"
"9238","CCL28"
"9239","CCL28"
"9240","CCL28"
"9241","ENAM"
"9242","CYTL1"
"9243","LTBP3"
"9244","SEMA3G"
"9245","SEMA3G"
"9246","SEMA3G"
"9247","SEMA3G"
"9248","SEMA3G"
"9249","SEMA3G"
"9250","SEMA3G"
"9251","SEMA3G"
"9252","FGF21"
"9253","FGF21"
"9254","FGF21"
"9255","FGF21"
"9256","FGF21"
"9257","FGF21"
"9258","FGF21"
"9259","FGF21"
"9260","FGF21"
"9261","FGF21"
"9262","FGF21"
"9263","FGF21"
"9264","FGF21"
"9265","FGF21"
"9266","FGF21"
"9267","LRRC4B"
"9268","LRRC4B"
"9269","LRRC4B"
"9270","LRRC4B"
"9271","OBP2A"
"9272","DLL3"
"9273","DLL3"
"9274","DLL3"
"9275","DLL3"
"9276","IL20"
"9277","IL20"
"9278","IL20"
"9279","IL20"
"9280","IL20"
"9281","IL20"
"9282","PODXL2"
"9283","NLGN3"
"9284","NLGN3"
"9285","NLGN3"
"9286","IL37"
"9287","IL37"
"9288","IL37"
"9289","IL37"
"9290","IL37"
"9291","IL37"
"9292","IL36B"
"9293","IL36B"
"9294","IL36B"
"9295","IL36G"
"9296","IL36G"
"9297","IL36G"
"9298","IL36G"
"9299","IL36G"
"9300","CD274"
"9301","CD274"
"9302","CD274"
"9303","CD274"
"9304","FLRT3"
"9305","FLRT3"
"9306","FLRT3"
"9307","DSPP"
"9308","DSPP"
"9309","DSPP"
"9310","DSPP"
"9311","IL17C"
"9312","IL17C"
"9313","IL17C"
"9314","IL17C"
"9315","IFNK"
"9316","IFNK"
"9317","IFNK"
"9318","IFNK"
"9319","CLEC1B"
"9320","CLEC1B"
"9321","CLEC1B"
"9322","COL20A1"
"9323","COL20A1"
"9324","COL20A1"
"9325","COL20A1"
"9326","CNTN3"
"9327","SEMA5B"
"9328","SEMA5B"
"9329","CGN"
"9330","CGN"
"9331","GALP"
"9332","GALP"
"9333","GALP"
"9334","XCL2"
"9335","XCL2"
"9336","XCL2"
"9337","XCL2"
"9338","XCL2"
"9339","XCL2"
"9340","XCL2"
"9341","XCL2"
"9342","XCL2"
"9343","XCL2"
"9344","XCL2"
"9345","XCL2"
"9346","XCL2"
"9347","XCL2"
"9348","XCL2"
"9349","XCL2"
"9350","XCL2"
"9351","XCL2"
"9352","CLCF1"
"9353","CLCF1"
"9354","CLCF1"
"9355","CLCF1"
"9356","CLCF1"
"9357","CLCF1"
"9358","IL36RN"
"9359","IL36RN"
"9360","IL36RN"
"9361","DKK3"
"9362","DKK3"
"9363","CKLF"
"9364","CKLF"
"9365","DKK4"
"9366","DKK4"
"9367","DKK4"
"9368","DKK4"
"9369","DKK4"
"9370","DKK4"
"9371","DKK4"
"9372","DKK4"
"9373","DKK2"
"9374","DKK2"
"9375","DKK2"
"9376","DKK2"
"9377","DKK2"
"9378","DKK2"
"9379","DKK2"
"9380","GHRL"
"9381","GHRL"
"9382","GHRL"
"9383","GHRL"
"9384","GHRL"
"9385","GHRL"
"9386","GHRL"
"9387","GHRL"
"9388","GHRL"
"9389","GHRL"
"9390","GHRL"
"9391","WNT16"
"9392","WNT16"
"9393","WNT16"
"9394","WNT16"
"9395","WNT16"
"9396","WNT16"
"9397","WNT16"
"9398","WNT16"
"9399","WNT16"
"9400","WNT16"
"9401","WNT16"
"9402","WNT16"
"9403","WNT16"
"9404","WNT16"
"9405","WNT16"
"9406","WNT16"
"9407","WNT16"
"9408","WNT16"
"9409","WNT16"
"9410","WNT16"
"9411","WNT16"
"9412","WNT16"
"9413","WNT16"
"9414","WNT16"
"9415","WNT16"
"9416","WNT16"
"9417","WNT16"
"9418","WNT16"
"9419","WNT16"
"9420","WNT16"
"9421","WNT16"
"9422","WNT16"
"9423","KL"
"9424","KL"
"9425","KL"
"9426","KL"
"9427","KL"
"9428","KL"
"9429","KL"
"9430","IL36A"
"9431","IL36A"
"9432","IL36A"
"9433","IL19"
"9434","IL19"
"9435","IL19"
"9436","TAC3"
"9437","TAC3"
"9438","TAC3"
"9439","IL17B"
"9440","IL17B"
"9441","PCSK1N"
"9442","CLEC2D"
"9443","GDF2"
"9444","GDF2"
"9445","GDF2"
"9446","GDF2"
"9447","GDF2"
"9448","GDF2"
"9449","GDF2"
"9450","GDF2"
"9451","GDF2"
"9452","GDF2"
"9453","PILRA"
"9454","PILRA"
"9455","PILRA"
"9456","PILRA"
"9457","PILRA"
"9458","PILRA"
"9459","PILRA"
"9460","ANGPTL2"
"9461","ANGPTL2"
"9462","ANGPTL2"
"9463","ANGPTL2"
"9464","ANGPTL2"
"9465","ANGPTL2"
"9466","ANGPTL2"
"9467","ANGPTL2"
"9468","PRND"
"9469","APLN"
"9470","APLN"
"9471","APLN"
"9472","APLN"
"9473","APLN"
"9474","APLN"
"9475","HHLA2"
"9476","HHLA2"
"9477","COL17A1"
"9478","COL17A1"
"9479","COL17A1"
"9480","COL17A1"
"9481","ICAM5"
"9482","ICAM5"
"9483","ICAM5"
"9484","ICAM5"
"9485","ICAM5"
"9486","ICAM5"
"9487","GUCA1B"
"9488","TNFSF18"
"9489","TNFSF18"
"9490","SHANK2"
"9491","SHANK2"
"9492","CNTN6"
"9493","CNTN6"
"9494","JAG2"
"9495","JAG2"
"9496","JAG2"
"9497","JAG2"
"9498","CLEC11A"
"9499","CLEC11A"
"9500","CLEC11A"
"9501","CLEC11A"
"9502","CCL26"
"9503","CCL26"
"9504","CCL26"
"9505","CCL26"
"9506","CCL26"
"9507","CCL26"
"9508","CCL26"
"9509","CCL26"
"9510","CCL26"
"9511","CCL26"
"9512","CCL26"
"9513","CCL26"
"9514","CCL26"
"9515","CCL26"
"9516","CCL26"
"9517","CCL26"
"9518","CCL26"
"9519","CCL26"
"9520","CCL26"
"9521","ANGPT4"
"9522","ANGPT4"
"9523","TNFSF13B"
"9524","TNFSF13B"
"9525","TNFSF13B"
"9526","TNFSF13B"
"9527","TNFSF13B"
"9528","TNFSF13B"
"9529","TNFSF13B"
"9530","TNFSF13B"
"9531","TNFSF13B"
"9532","RPH3A"
"9533","SIGLEC9"
"9534","SIGLEC9"
"9535","SIGLEC9"
"9536","SIGLEC9"
"9537","SIGLEC9"
"9538","SIGLEC9"
"9539","SIGLEC9"
"9540","SIGLEC9"
"9541","SIGLEC9"
"9542","TLN1"
"9543","TLN1"
"9544","TLN1"
"9545","TLN1"
"9546","TLN1"
"9547","TLN1"
"9548","TLN1"
"9549","TLN1"
"9550","TLN1"
"9551","TLN1"
"9552","TLN1"
"9553","TLN1"
"9554","TLN1"
"9555","TLN1"
"9556","TLN1"
"9557","TLN1"
"9558","TLN1"
"9559","TLN1"
"9560","TLN1"
"9561","TLN1"
"9562","TLN1"
"9563","TLN1"
"9564","TLN1"
"9565","TLN1"
"9566","TLN1"
"9567","TLN1"
"9568","TLN1"
"9569","TLN1"
"9570","TLN1"
"9571","TLN1"
"9572","TLN1"
"9573","TLN1"
"9574","TLN1"
"9575","TLN1"
"9576","TLN1"
"9577","TLN1"
"9578","TLN1"
"9579","TLN1"
"9580","TLN1"
"9581","CCL27"
"9582","CCL27"
"9583","CCL27"
"9584","CCL27"
"9585","CCL27"
"9586","CCL27"
"9587","CCL27"
"9588","CCL27"
"9589","CCL27"
"9590","CCL27"
"9591","CCL27"
"9592","CCL27"
"9593","CCL27"
"9594","CCL27"
"9595","CCL27"
"9596","CCL27"
"9597","CCL27"
"9598","CCL27"
"9599","CCL27"
"9600","CCL27"
"9601","CCL27"
"9602","CCL27"
"9603","ANGPTL3"
"9604","ANGPTL3"
"9605","ANGPTL3"
"9606","ANGPTL3"
"9607","ANGPTL3"
"9608","CLDN16"
"9609","INSL5"
"9610","INSL5"
"9611","INSL5"
"9612","INSL5"
