Neural_n,Neural_l,Neural_p,MSC_n,MSC_l,MSC_p,Fibroblast_n,Fibroblast_l,Fibroblast_p,Megakaryocyte_n,Megakaryocyte_l,Megakaryocyte_p,Myeloid_n,Myeloid_l,Myeloid_p
RARG,-3.3510544,0.049892344115532346,MYNN,-1.3892123,1.0,MAF,2.1698658,0.04681669351674311,MBD2,0.9210105,0.008259860698935308,TBP,-2.8709188,0.00010145793260817854
KDM5B,2.1602206,0.04019619578118361,FOXK1,-1.5155529,1.0,MITF,,0.04032753740225542,LEF1,1.2304235,0.004886872596188664,CTCF,0.22931404,5.367560402572546e-05
SNAI2,0.70362973,0.03756840788567856,CEBPZ,,1.0,HMBOX1,3.634777,0.03895556978752071,CEBPB,,0.0028910944594742554,HMBOX1,4.0207944,4.766465615745422e-05
TEAD2,-1.0994365,0.0310937191421577,E2F3,0.62969816,1.0,IRF9,-2.4036052,0.038065520239322664,TCF4,,0.002817110301453146,SMAD4,,4.686098861317651e-05
ZEB1,,0.030161177660024914,NEUROD1,-2.9994414,1.0,ZEB2,,0.034693623717860965,NME2,0.43651667,0.0017811523175295723,ZNF740,,3.0016722609583554e-05
MYB,,0.027944112740376267,NFE2,,1.0,ZNF318,-1.852797,0.028441612732098668,AHR,1.2433877,0.0014988064458267597,MYBL2,3.4765975,2.6138670904174758e-05
SNAI1,-2.9155836,0.022702365180667317,DEAF1,-1.8007709,0.9760391293489734,NFE2L1,,0.027455370293257,E2F1,0.7099171,0.001365084996336354,EPAS1,,2.6138670904174758e-05
POU2F2,0.5696413,0.014189281824686359,KLF1,-1.5249772,0.8988514490689956,TAL1,0.31995678,0.02245005254974554,HSF1,,0.0012262605526188817,HIF1A,-5.1653743,2.4813381562513405e-05
GLI1,,0.013315811258031844,CREB5,,0.6731930752998682,IRF2,-3.1068623,0.01968578502976565,KMT2A,1.2389952,0.0011010316246891922,NFE2L2,,2.3147201773849582e-05
ELK4,-2.140416,0.01135000770469061,NFE2L2,-1.5462141,0.5086367092989829,FOXA1,0.17696385,0.01968578502976565,EGR2,-4.879506,0.0010152601196500462,ETS1,,2.1216411303606152e-05
CBX2,0.43167794,0.004201588859488484,ZNF197,,0.3248120123136663,EGR2,-3.6357424,0.01724609855685099,HMBOX1,4.77575,0.000988122388239708,RFX5,,1.719768015833677e-05
ETV6,-2.423861,0.002943271478288201,PAX3,-2.486358,0.16108746032719223,STAT5A,-1.7554389,0.01663222951352362,KLF3,4.4355564,0.0009108223241592148,SMAD3,,1.4939647465806406e-05
DNMT1,-1.0139153,0.002633196825915571,FOXO4,,0.1298767280502641,ZNF175,,0.01643225253333722,NANOG,0.940815,0.0005040833466223196,ZNF384,,1.4421716140808043e-05
E2F7,-2.309257,0.0009778424109316034,NFAT5,-3.340785,0.1119884122139672,NEUROD1,,0.01320001631263528,OTX2,0.45216802,0.0003601680603007833,FOXK2,,1.3677321640646617e-05
ZZZ3,,0.0003859691469769505,TFDP1,-1.2736515,0.10347908009737208,STAT1,,0.012723808743649681,MYBL2,3.7323208,0.0003551253114274218,ZEB2,,1.0860223590781955e-05
ZNF207,-2.2945566,0.0002349658585015676,CREB3,-1.8965627,0.04810745993580873,GATA1,,0.011675304775718756,RUNX2,0.6915036,0.0002490247998833267,HNF4A,0.36456862,7.870588156833457e-06
MBD3,,0.0002283945478706307,KLF13,-1.6648686,0.03345278332877212,FOS,2.0198972,0.01097720399767674,TWIST1,1.0666599,0.00020081202665565444,TFAP2C,0.2719386,6.692562698439783e-06
ESR2,-1.9601828,7.606182734335027e-05,DNMT1,-1.9673566,0.023763072616403702,TFAP2C,0.22700186,0.010066220132016194,KMT2B,,0.00017381355559688885,SOX9,,6.692562698439783e-06
MEF2A,,6.496508812464446e-05,ZNF83,-2.7322948,0.0028750698874146674,FOXK1,-3.1262298,0.009227409657238792,POU4F2,0.43375686,0.00016402523015205815,FOXA1,0.19863544,5.584233852806335e-06
SMAD5,-3.0705502,3.6058832911538045e-05,GATA1,,0.0022488482038518225,HNF4A,0.33075216,0.006742329301978975,ONECUT1,0.3865802,9.401237455547693e-05,SOX13,,4.827971265289233e-06
ATF2,-2.481807,1.3365435502827858e-05,MTF1,-3.1970136,0.001934015829101006,STAT5B,,0.003457527113320378,ATF4,,8.992952988806898e-05,KLF1,-4.798596,4.406885699705309e-06
NFATC1,-2.15186,8.984577967117971e-06,MSX2,-1.7840625,0.0015735822481236013,ATF7,,0.003114230967572084,ZNF274,,4.3134387888212236e-05,FOXO3,,2.681255473568771e-06
HNF1B,1.3280853,6.828152633063771e-06,THAP11,,0.0007246912925327118,STAT2,-2.9863203,0.001477474580001034,SETDB1,0.41005242,3.278355104565015e-05,CREB1,,6.258230908814687e-07
ETV4,-7.4982505,6.4070899436277536e-06,E2F5,-2.2965262,0.0004009900188723469,SOX6,,0.0004816534692919494,HHEX,,2.032161336927173e-05,GATA2,0.38602614,6.138816599228488e-07
CDX2,1.6350899,1.1238304868471382e-06,ZNF274,,5.890016722877224e-05,ZNF584,,0.0003948127182391979,MBD4,,1.3964223039223448e-05,MITF,,9.239783949701163e-08
NFIC,,1.0628982879957112e-06,IRF9,-2.4851892,1.904842379588957e-05,IKZF1,,0.000160759464814484,FOXA1,0.21947585,1.1928125802221283e-05,FOXP2,,7.101800859935551e-08
PAX5,,8.649922133296512e-10,MYC,-3.1620522,1.262657625310893e-05,SPI1,,9.699594620973414e-05,GLYR1,0.78355753,1.8148636359925448e-06,STAT1,,4.5327208668506354e-08
PAX6,-2.220021,3.9221861669819213e-10,KLF8,,2.3629195529420294e-06,CREB3,-6.0582075,7.396534715823875e-05,HOXB13,0.3487865,6.257004013996705e-07,HBP1,,1.0312549796203818e-08
PBX3,,1.0795562531939528e-10,STAT4,,1.3459389361151925e-07,GFI1B,,5.712824187589832e-05,MITF,,4.670386986996958e-07,ATF1,,9.274685681663693e-09
PROX1,2.638565,5.998036176184853e-11,ZNF382,,7.501089492779047e-10,CEBPA,1.4649606,1.8665830043320557e-05,FOXK1,-8.255879,2.0572539125630887e-07,EGR1,1.1501111,6.594626311141844e-09
SRF,-6.3402863,1.9787446666856783e-13,PITX1,,1.9413118926034753e-13,IRF1,-6.453633,7.146113883571046e-08,FOXP1,,4.976236999319796e-10,FOS,2.9370875,5.437676308875014e-09
