source,target,gene_A,gene_B,type_gene_A_py,type_gene_B_py,MeanLR_py,Unnamed: 0,type_gene_A_r,type_gene_B_r,MeanLR_r
Neural,Neural,RUNX1,COL6A3,Transcription_Factor,Ligand,0.5103553533554077,733,Transcription Factor,Ligand,0.510355360306428
Neural,Neural,RUNX1,CXCL14,Transcription_Factor,Ligand,0.5103553533554077,734,Transcription Factor,Ligand,0.510355360306428
Neural,Neural,RUNX1,JAM3,Transcription_Factor,Ligand,0.5103553533554077,735,Transcription Factor,Ligand,0.510355360306428
Neural,Neural,RUNX1,LAMC1,Transcription_Factor,Ligand,0.5103553533554077,736,Transcription Factor,Ligand,0.510355360306428
Neural,Neural,RUNX1,SEMA7A,Transcription_Factor,Ligand,0.5103553533554077,737,Transcription Factor,Ligand,0.510355360306428
Neural,Neural,EBF1,LAMC1,Transcription_Factor,Ligand,0.2454157322645187,674,Transcription Factor,Ligand,0.245415739910195
Neural,Neural,RUNX3,LAMC1,Transcription_Factor,Ligand,0.262457937002182,738,Transcription Factor,Ligand,0.262457917896983
Neural,Neural,POU5F1,BMP4,Transcription_Factor,Ligand,0.2897452116012573,725,Transcription Factor,Ligand,0.289745200693986
Neural,Neural,CTCF,BMP4,Transcription_Factor,Ligand,0.5870794653892517,652,Transcription Factor,Ligand,0.587079492099317
Neural,Neural,CTCF,CALR,Transcription_Factor,Ligand,0.5870794653892517,653,Transcription Factor,Ligand,0.587079492099317
Neural,Neural,CTCF,COL6A3,Transcription_Factor,Ligand,0.5870794653892517,654,Transcription Factor,Ligand,0.587079492099317
Neural,Neural,CTCF,CXCL14,Transcription_Factor,Ligand,0.5870794653892517,655,Transcription Factor,Ligand,0.587079492099317
Neural,Neural,CTCF,JAM3,Transcription_Factor,Ligand,0.5870794653892517,656,Transcription Factor,Ligand,0.587079492099317
Neural,Neural,CTCF,LAMC1,Transcription_Factor,Ligand,0.5870794653892517,657,Transcription Factor,Ligand,0.587079492099317
Neural,Neural,CTCF,SEMA7A,Transcription_Factor,Ligand,0.5870794653892517,659,Transcription Factor,Ligand,0.587079492099317
Neural,Neural,GATA3,BMP4,Transcription_Factor,Ligand,0.7653899192810059,701,Transcription Factor,Ligand,0.765389953581504
Neural,Neural,GATA3,COL6A3,Transcription_Factor,Ligand,0.7653899192810059,702,Transcription Factor,Ligand,0.765389953581504
Neural,Neural,GATA3,CXCL14,Transcription_Factor,Ligand,0.7653899192810059,703,Transcription Factor,Ligand,0.765389953581504
Neural,Neural,GATA3,LAMC1,Transcription_Factor,Ligand,0.7653899192810059,704,Transcription Factor,Ligand,0.765389953581504
Neural,Neural,FOXA2,LAMC1,Transcription_Factor,Ligand,0.308429479598999,693,Transcription Factor,Ligand,0.308429466108188
Neural,Neural,PRDM14,BMP4,Transcription_Factor,Ligand,0.5130029916763306,727,Transcription Factor,Ligand,0.51300298064967
Neural,Neural,PRDM14,COL6A3,Transcription_Factor,Ligand,0.5130029916763306,728,Transcription Factor,Ligand,0.51300298064967
Neural,Neural,PRDM14,CXCL14,Transcription_Factor,Ligand,0.5130029916763306,729,Transcription Factor,Ligand,0.51300298064967
Neural,Neural,PRDM14,LAMC1,Transcription_Factor,Ligand,0.5130029916763306,730,Transcription Factor,Ligand,0.51300298064967
Neural,Neural,SOX2,BMP4,Transcription_Factor,Ligand,0.7436784505844116,742,Transcription Factor,Ligand,0.743678452333463
Neural,Neural,SOX2,LAMC1,Transcription_Factor,Ligand,0.7436784505844116,743,Transcription Factor,Ligand,0.743678452333463
Neural,Neural,SOX2,SEMA7A,Transcription_Factor,Ligand,0.7436784505844116,745,Transcription Factor,Ligand,0.743678452333463
Neural,Neural,E2F4,BMP4,Transcription_Factor,Ligand,0.1088895052671432,667,Transcription Factor,Ligand,0.108889498702623
Neural,Neural,E2F4,CALR,Transcription_Factor,Ligand,0.1088895052671432,668,Transcription Factor,Ligand,0.108889498702623
Neural,Neural,E2F4,CD99,Transcription_Factor,Ligand,0.1088895052671432,669,Transcription Factor,Ligand,0.108889498702623
Neural,Neural,E2F4,LAMC1,Transcription_Factor,Ligand,0.1088895052671432,670,Transcription Factor,Ligand,0.108889498702623
Neural,Neural,E2F4,SEMA7A,Transcription_Factor,Ligand,0.1088895052671432,672,Transcription Factor,Ligand,0.108889498702623
Megakaryocyte,Megakaryocyte,LGALS9,PTPRC,Ligand,Receptor,0.173903322764713,1346,Ligand,Receptor,0.173903322764713
Megakaryocyte,Megakaryocyte,LGALS9,CD47,Ligand,Receptor,0.178258534972786,1347,Ligand,Receptor,0.178258534972786
