Unnamed: 0_py,Neural_py,MSC_py,Fibroblast_py,Megakaryocyte_py,Myeloid_py,Unnamed: 0_r,Neural_r,MSC_r,Fibroblast_r,Megakaryocyte_r,Myeloid_r
RP11-138I1.4,0.0,0.0,0.0,0.0,0.0,RP11-138I1.4,0.0,0.0,0.0,0.0,0.0
FLCN,0.0,0.0,0.0,0.0,0.0,FLCN,0.0,0.0,0.0,0.0,0.0
GRAP,0.0,0.0,0.0,0.0,0.561324726354196,GRAP,0.0,0.0,0.0,0.0,0.561324726354196
TMEM97,0.0,0.372072256432199,0.0,0.0,0.0,TMEM97,0.0,0.372072256432199,0.0,0.0,0.0
PHF12,0.0,0.1796493245185397,0.0,0.0,0.0,PHF12,0.0,0.17964932451854,0.0,0.0,0.0
SLFN11,0.0,0.0,0.0,0.0,0.0,SLFN11,0.0,0.0,0.0,0.0,0.0
DUSP14,0.0,0.0,0.0,0.0,0.0,DUSP14,0.0,0.0,0.0,0.0,0.0
MRPL45,0.0,0.2307719779887455,0.0,0.0,0.0,MRPL45,0.0,0.230771977988745,0.0,0.0,0.0
SOCS7,1.269357705001269,0.0,0.0,0.0,0.0,SOCS7,1.26935770500127,0.0,0.0,0.0,0.0
PIP4K2B,0.0,0.0,0.504032258064516,0.0,0.0,PIP4K2B,0.0,0.0,0.504032258064516,0.0,0.0
